Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total won contest_Total,total interception_Total,total won tackle_Total,total blocked scoring att_Total,total was fouled_Total,total big chances saved_Total,total direct setpiece goals_Total,total goals_Total,total assists_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won contest_p90,total interception_p90,total won tackle_p90,total blocked scoring att_p90,total was fouled_p90,total big chances saved_p90,total direct setpiece goals_p90,total goals_p90,total assists_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won contest_TotalPR,total interception_TotalPR,total won tackle_TotalPR,total blocked scoring att_TotalPR,total was fouled_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,total goals_TotalPR,total assists_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won contest_p90PR,total interception_p90PR,total won tackle_p90PR,total blocked scoring att_p90PR,total was fouled_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,total goals_p90PR,total assists_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Leeds United,48gk2hpqtsl6p9sx9kjhaydq4,az7owi5t4bclkamjsjuyxzv1l,A. Stach,Anton Stach,27,Midfielder,Germany,Midfielder,6.0,0.0,11.0,2.0,17.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,9.0,4.0,90.0,1.0,3.0,0.0,4.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,54.84,40.0,0.0,0.0,33.33,64.29,0.0,66.67,0.0997940884442473,0.0,1.0,1.0,0.05491138,1.0,4.0,1.0,0.0777772499999999,8.0,6.0,0.0,11.0,2.0,17.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,9.0,4.0,1.0,3.0,0.0,4.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,54.84,40.0,0.0,0.0,33.33,64.29,0.0,66.67,0.0997940884442473,0.0,1.0,1.0,0.05491138,1.0,4.0,1.0,0.0777772499999999,8.0,CM/AM,22,39,22,44,22,89,22,83,33,94,39,39,100,100,78,56,44,100,94,83,100,56,100,89,50,11,33,39,44,72,89,44,67,56,22,67,22,33,61,72,28,56,44,22,39,22,44,22,89,22,83,33,94,39,39,100,100,78,56,44,100,94,83,100,56,100,89,50,11,33,39,44,72,89,44,67,56,22,67,22,33,61,72,28,56,44,Premier League
Leeds United,48gk2hpqtsl6p9sx9kjhaydq4,dwumn5qew7ae53givnx2p892h,J. Bogle,Jayden Bogle,26,Defender,England,Defender,11.0,0.0,5.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,90.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,69.57,0.0,0.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,69.57,0.0,0.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,42,42,12,21,25,25,33,29,42,42,83,83,71,21,46,25,88,54,71,38,96,54,54,54,46,17,21,42,83,46,46,25,79,38,42,42,38,38,46,42,33,33,33,42,42,12,21,25,25,33,29,42,42,83,83,71,21,46,25,88,54,71,38,96,54,54,54,46,17,21,42,83,46,46,25,79,38,42,42,38,38,46,42,33,33,33,Premier League
Leeds United,48gk2hpqtsl6p9sx9kjhaydq4,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,Ethan Ampadu,25,Midfielder,Wales,Midfielder,21.0,0.0,20.0,2.0,41.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,90.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,80.39,33.33,0.0,100.0,0.0,41.67,0.0,50.0,0.0,0.1815956942087884,0.0,0.0,0.0,0.0,2.0,4.0,0.0856439799999999,14.0,21.0,0.0,20.0,2.0,41.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,80.39,33.33,0.0,100.0,0.0,41.67,0.0,50.0,0.0,0.1815956942087884,0.0,0.0,0.0,0.0,2.0,4.0,0.0856439799999999,14.0,CB,22,47,54,50,41,8,96,29,33,44,86,86,59,29,44,22,94,99,64,41,87,51,51,50,50,31,38,47,95,44,28,15,56,33,97,47,38,38,41,69,83,69,59,22,47,54,50,41,8,96,29,33,44,86,86,59,29,44,22,94,99,64,41,87,51,51,50,50,31,38,47,95,44,28,15,56,33,97,47,38,38,41,69,83,69,59,Premier League
Leeds United,48gk2hpqtsl6p9sx9kjhaydq4,otan631zzfnq2sektkl3ywo9,J. Rodon,Joe Rodon,28,Defender,Wales,Defender,13.0,1.0,6.0,0.0,18.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,5.0,90.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.0,0.0,100.0,0.0,0.0,66.67,0.0,0.0,0.0975689184614607,0.1296947137151987,0.0,0.0,0.0,0.0,1.0,1.0,0.25844208,8.0,13.0,1.0,6.0,0.0,18.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.0,0.0,100.0,0.0,0.0,66.67,0.0,0.0,0.0975689184614607,0.1296947137151987,0.0,0.0,0.0,0.0,1.0,1.0,0.25844208,8.0,CB,5,97,15,8,5,86,83,68,76,44,86,86,71,60,44,58,45,64,26,90,64,51,51,50,50,8,8,100,45,44,69,15,26,74,85,47,38,38,41,60,59,95,56,5,97,15,8,5,86,83,68,76,44,86,86,71,60,44,58,45,64,26,90,64,51,51,50,50,8,8,100,45,44,69,15,26,74,85,47,38,38,41,60,59,95,56,Premier League
Liverpool,c8h9bw1l82s06h77xxrelzhur,7x6mnev1ob4u5ffmdsvusb4rt,A. Isak,Alexander Isak,26,Attacker,Sweden,Striker,2.0,0.0,8.0,1.0,10.0,3.0,1.0,4.0,4.0,0.0,3.0,3.0,5.0,0.0,90.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,76.92,100.0,0.0,0.0,50.0,55.56,0.0,0.0,0.6019101630738047,0.0,0.0,1.0,0.01870347,0.0,2.0,1.0,0.0141713899999999,2.0,2.0,0.0,8.0,1.0,10.0,3.0,1.0,4.0,4.0,0.0,3.0,3.0,5.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,76.92,100.0,0.0,0.0,50.0,55.56,0.0,0.0,0.6019101630738047,0.0,0.0,1.0,0.01870347,0.0,2.0,1.0,0.0141713899999999,2.0,ST,29,39,39,68,21,75,64,86,93,32,86,75,61,29,86,61,25,39,36,75,82,54,54,43,43,50,89,39,25,64,79,25,36,93,36,39,50,43,32,75,54,36,36,29,39,39,68,21,75,64,86,93,32,86,75,61,29,86,61,25,39,36,75,82,54,54,43,43,50,89,39,25,64,79,25,36,93,36,39,50,43,32,75,54,36,36,Premier League
Liverpool,c8h9bw1l82s06h77xxrelzhur,9psfk94nduz6icnuwty5v9all,C. Gakpo,Cody Gakpo,27,Attacker,Netherlands,Striker,2.0,0.0,18.0,0.0,20.0,1.0,3.0,6.0,2.0,4.0,1.0,3.0,7.0,1.0,90.0,1.0,10.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,71.43,0.0,0.0,0.0,16.67,46.67,33.33,100.0,0.4277063869075431,0.268328485411742,4.0,7.0,0.16671632,3.0,2.0,1.0,0.0808733,13.0,2.0,0.0,18.0,0.0,20.0,1.0,3.0,6.0,2.0,4.0,1.0,3.0,7.0,1.0,1.0,10.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,71.43,0.0,0.0,0.0,16.67,46.67,33.33,100.0,0.4277063869075431,0.268328485411742,4.0,7.0,0.16671632,3.0,2.0,1.0,0.0808733,13.0,LW,33,67,67,67,33,50,100,100,83,100,33,50,50,83,83,100,33,100,100,100,100,67,67,83,67,33,67,67,33,67,67,50,100,67,100,100,100,100,100,83,83,100,100,33,67,67,67,33,50,100,100,83,100,33,50,50,83,83,100,33,100,100,100,100,67,67,83,67,33,67,67,33,67,67,50,100,67,100,100,100,100,100,83,83,100,100,Premier League
Liverpool,c8h9bw1l82s06h77xxrelzhur,9qo448ueot8pfc5oqo378wag9,J. Frimpong,Jeremie Frimpong,25,Defender,Netherlands,Defender,11.0,1.0,26.0,2.0,36.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,90.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83.72,50.0,20.0,50.0,0.0,28.57,0.0,0.0,0.0330197321474974,0.3009340531148956,1.0,3.0,0.08263128,2.0,10.0,8.0,0.1818388699999999,19.0,11.0,1.0,26.0,2.0,36.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83.72,50.0,20.0,50.0,0.0,28.57,0.0,0.0,0.0330197321474974,0.3009340531148956,1.0,3.0,0.08263128,2.0,10.0,8.0,0.1818388699999999,19.0,RB/RCB,42,92,88,83,75,25,100,75,42,88,83,83,17,21,46,88,88,17,25,88,21,54,54,54,46,58,88,83,83,46,17,25,25,75,100,92,96,100,96,100,100,83,92,42,92,88,83,75,25,100,75,42,88,83,83,17,21,46,88,88,17,25,88,21,54,54,54,46,58,88,83,83,46,17,25,25,75,100,92,96,100,96,100,100,83,92,Premier League
Liverpool,c8h9bw1l82s06h77xxrelzhur,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,Milos Kerkez,22,Defender,Hungary,Defender,9.0,0.0,24.0,3.0,33.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,2.0,90.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,80.49,42.86,0.0,0.0,50.0,46.15,66.67,33.33,0.0821955435553445,0.0665324579273749,1.0,1.0,0.0241224,1.0,5.0,4.0,0.08226884,15.0,9.0,0.0,24.0,3.0,33.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,80.49,42.86,0.0,0.0,50.0,46.15,66.67,33.33,0.0821955435553445,0.0665324579273749,1.0,1.0,0.0241224,1.0,5.0,4.0,0.08226884,15.0,LB/LCB,23,33,77,83,63,67,73,100,47,100,20,20,83,23,97,73,33,63,50,50,73,50,53,50,53,33,40,33,33,93,47,90,37,93,80,100,73,80,77,90,90,67,67,23,33,77,83,63,67,73,100,47,100,20,20,83,23,97,73,33,63,50,50,73,50,53,50,53,33,40,33,33,93,47,90,37,93,80,100,73,80,77,90,90,67,67,Premier League
Liverpool,c8h9bw1l82s06h77xxrelzhur,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,Dominik Szoboszlai,25,Midfielder,Hungary,Midfielder,15.0,3.0,35.0,4.0,47.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,90.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,81.03,57.14,30.0,50.0,33.33,30.0,0.0,0.0,0.0789227942094448,0.3026247498594172,0.0,4.0,0.08030038,2.0,5.0,9.0,0.13588012,24.0,15.0,3.0,35.0,4.0,47.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,81.03,57.14,30.0,50.0,33.33,30.0,0.0,0.0,0.0789227942094448,0.3026247498594172,0.0,4.0,0.08030038,2.0,5.0,9.0,0.13588012,24.0,RM/RCM,100,100,100,100,100,50,100,100,100,100,100,100,50,50,100,100,100,100,50,100,75,75,75,100,75,100,100,100,100,100,50,75,50,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,50,50,100,100,100,100,50,100,75,75,75,100,75,100,100,100,100,100,50,75,50,100,100,75,100,100,100,100,100,100,100,Premier League
Liverpool,c8h9bw1l82s06h77xxrelzhur,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,Virgil van Dijk,35,Defender,Netherlands,Defender,29.0,0.0,21.0,6.0,50.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,9.0,90.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,86.21,50.0,0.0,0.0,50.0,71.43,60.0,50.0,0.2589172109513402,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.08825109,28.0,29.0,0.0,21.0,6.0,50.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,9.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,86.21,50.0,0.0,0.0,50.0,71.43,60.0,50.0,0.2589172109513402,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.08825109,28.0,CB,55,47,58,88,51,71,38,90,94,44,38,38,59,91,94,83,45,27,64,90,26,51,51,50,50,44,56,47,45,91,79,69,56,95,41,47,38,38,41,90,92,72,79,55,47,58,88,51,71,38,90,94,44,38,38,59,91,94,83,45,27,64,90,26,51,51,50,50,44,56,47,45,91,79,69,56,95,41,47,38,38,41,90,92,72,79,Premier League
Manchester City,a3nyxabgsqlnqfkeg41m6tnpp,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,Rúben dos Santos Gato Alves Dias,29,Defender,Portugal,Defender,64.0,0.0,48.0,6.0,112.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,66.67,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.1298875229858202,0.0,5.0,0.1119305,5.0,8.0,5.0,0.25667464,79.0,64.0,0.0,48.0,6.0,112.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,66.67,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.1298875229858202,0.0,5.0,0.1119305,5.0,8.0,5.0,0.25667464,79.0,CB,100,47,92,88,100,86,83,29,33,44,38,38,47,72,44,58,45,27,26,41,26,51,51,50,50,46,78,47,45,44,91,99,26,33,87,47,95,95,97,92,88,92,100,100,47,92,88,100,86,83,29,33,44,38,38,47,72,44,58,45,27,26,41,26,51,51,50,50,46,78,47,45,44,91,99,26,33,87,47,95,95,97,92,88,92,100,Premier League
Manchester City,a3nyxabgsqlnqfkeg41m6tnpp,7tnuxlg9l4rjhc7j3ko36hduy,A. Semenyo,Antoine Semenyo,26,Attacker,Ghana,Striker,12.0,0.0,19.0,0.0,31.0,1.0,0.0,1.0,1.0,0.0,3.0,7.0,6.0,0.0,90.0,1.0,8.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,88.57,0.0,0.0,66.67,100.0,60.0,50.0,100.0,0.0818923618806647,0.0,0.0,6.0,0.15114522,4.0,0.0,4.0,0.07239693,4.0,12.0,0.0,19.0,0.0,31.0,1.0,0.0,1.0,1.0,0.0,3.0,7.0,6.0,0.0,1.0,8.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,88.57,0.0,0.0,66.67,100.0,60.0,50.0,100.0,0.0818923618806647,0.0,0.0,6.0,0.15114522,4.0,0.0,4.0,0.07239693,4.0,ST,79,39,79,25,79,36,25,18,29,32,86,100,79,29,50,89,100,39,82,29,82,54,54,43,43,93,25,39,79,89,93,75,93,36,36,39,100,93,100,29,100,79,54,79,39,79,25,79,36,25,18,29,32,86,100,79,29,50,89,100,39,82,29,82,54,54,43,43,93,25,39,79,89,93,75,93,36,36,39,100,93,100,29,100,79,54,Premier League
Manchester City,a3nyxabgsqlnqfkeg41m6tnpp,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,Marc Guéhi,26,Defender,England,Defender,24.0,0.0,34.0,0.0,58.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,8.0,1.0,90.0,1.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,95.08,0.0,0.0,100.0,50.0,72.73,66.67,100.0,0.3283094286025556,0.1473040465216766,0.0,3.0,0.0719891,5.0,4.0,2.0,0.3056232,24.0,24.0,0.0,34.0,0.0,58.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,8.0,1.0,1.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,95.08,0.0,0.0,100.0,50.0,72.73,66.67,100.0,0.3283094286025556,0.1473040465216766,0.0,3.0,0.0719891,5.0,4.0,2.0,0.3056232,24.0,CB,36,47,79,8,62,50,83,90,94,44,86,86,86,10,94,92,94,27,91,41,87,51,51,100,50,85,8,47,95,91,82,81,88,100,92,47,91,92,97,77,65,97,74,36,47,79,8,62,50,83,90,94,44,86,86,86,10,94,92,94,27,91,41,87,51,51,100,50,85,8,47,95,91,82,81,88,100,92,47,91,92,97,77,65,97,74,Premier League
Manchester City,a3nyxabgsqlnqfkeg41m6tnpp,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,Josko Gvardiol,24,Defender,Croatia,Defender,30.0,1.0,34.0,3.0,63.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,90.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,85.14,50.0,100.0,100.0,100.0,62.5,40.0,50.0,0.140777510388689,0.0,0.0,1.0,0.02385149,1.0,4.0,4.0,0.1270255,29.0,30.0,1.0,34.0,3.0,63.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,85.14,50.0,100.0,100.0,100.0,62.5,40.0,50.0,0.140777510388689,0.0,0.0,1.0,0.02385149,1.0,4.0,4.0,0.1270255,29.0,LB/LCB,100,80,93,83,100,67,30,90,97,50,60,87,67,7,97,50,83,100,50,50,30,50,53,100,53,67,63,100,87,100,80,60,53,100,33,50,73,67,77,80,90,80,97,100,80,93,83,100,67,30,90,97,50,60,87,67,7,97,50,83,100,50,50,30,50,53,100,53,67,63,100,87,100,80,60,53,100,33,50,73,67,77,80,90,80,97,Premier League
Manchester City,a3nyxabgsqlnqfkeg41m6tnpp,atzboo800gv7gic2rgvgo0kq1,E. Haaland,Erling Haaland,26,Attacker,Norway,Striker,4.0,0.0,7.0,0.0,11.0,2.0,0.0,5.0,4.0,1.0,2.0,2.0,3.0,0.0,90.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,0.0,50.0,40.0,60.0,0.0,0.0,0.5922694276175853,0.0,0.0,3.0,0.06767368,2.0,2.0,2.0,0.04202219,7.0,4.0,0.0,7.0,0.0,11.0,2.0,0.0,5.0,4.0,1.0,2.0,2.0,3.0,0.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,0.0,50.0,40.0,60.0,0.0,0.0,0.5922694276175853,0.0,0.0,3.0,0.06767368,2.0,2.0,2.0,0.04202219,7.0,ST,43,39,29,25,36,54,25,100,93,82,64,54,21,29,86,75,71,39,36,75,21,54,54,43,43,32,25,39,68,50,93,25,36,86,36,39,75,71,86,75,75,57,82,43,39,29,25,36,54,25,100,93,82,64,54,21,29,86,75,71,39,36,75,21,54,54,43,43,32,25,39,68,50,93,25,36,86,36,39,75,71,86,75,75,57,82,Premier League
Manchester City,a3nyxabgsqlnqfkeg41m6tnpp,d7ofv9d9sbp263uo76cm2qxhw,A. Khusanov,Abdukodir Khusanov,22,Defender,Uzbekistan,Defender,50.0,0.0,39.0,1.0,89.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,90.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,96.74,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,39.0,1.0,89.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,96.74,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,90,47,85,28,92,50,38,29,33,44,38,38,47,10,44,22,45,64,82,41,26,51,51,50,50,97,56,47,45,44,4,15,88,33,41,47,38,38,41,29,29,28,28,90,47,85,28,92,50,38,29,33,44,38,38,47,10,44,22,45,64,82,41,26,51,51,50,50,97,56,47,45,44,4,15,88,33,41,47,38,38,41,29,29,28,28,Premier League
Manchester United,6eqit8ye8aomdsrrq0hk3v7gh,1vz038uyzmq8saskeeo0qhm8l,H. Maguire,Harry Maguire,33,Defender,England,Defender,28.0,1.0,49.0,9.0,76.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,90.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.68,81.82,50.0,100.0,50.0,83.33,75.0,0.0,0.1148363310702458,0.3156715742305813,1.0,7.0,0.16100462,1.0,10.0,12.0,0.4529644599999998,63.0,28.0,1.0,49.0,9.0,76.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.68,81.82,50.0,100.0,50.0,83.33,75.0,0.0,0.1148363310702458,0.3156715742305813,1.0,7.0,0.16100462,1.0,10.0,12.0,0.4529644599999998,63.0,CB,51,97,95,97,79,71,96,90,76,94,99,99,59,45,94,96,100,27,26,41,26,51,51,50,50,74,95,97,95,91,99,94,26,77,100,97,99,100,85,95,99,100,95,51,97,95,97,79,71,96,90,76,94,99,99,59,45,94,96,100,27,26,41,26,51,51,50,50,74,95,97,95,91,99,94,26,77,100,97,99,100,85,95,99,100,95,Premier League
Manchester United,6eqit8ye8aomdsrrq0hk3v7gh,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,Bruno Miguel Borges Fernandes,31,Midfielder,Portugal,Midfielder,17.0,2.0,59.0,4.0,74.0,0.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,90.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.09,40.0,33.33,50.0,33.33,50.0,0.0,0.0,0.1310935771923924,0.3365936720605934,3.0,5.0,0.11087649,5.0,12.0,14.0,0.37296862,47.0,17.0,2.0,59.0,4.0,74.0,0.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.09,40.0,33.33,50.0,33.33,50.0,0.0,0.0,0.1310935771923924,0.3365936720605934,3.0,5.0,0.11087649,5.0,12.0,14.0,0.37296862,47.0,CM/AM,78,94,100,89,100,33,89,83,33,94,72,72,17,39,78,56,89,39,17,100,28,56,50,39,50,56,33,94,94,72,61,44,17,67,89,100,94,100,100,100,100,100,100,78,94,100,89,100,33,89,83,33,94,72,72,17,39,78,56,89,39,17,100,28,56,50,39,50,56,33,94,94,72,61,44,17,67,89,100,94,100,100,100,100,100,100,Premier League
