Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate pass_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total accurate cross_Total,total accurate long balls_Total,total aerial won_Total,total att assist_Total,total effective clearance_Total,total interception_Total,total won tackle_Total,total won contest_Total,total big chances saved_Total,total assists_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate pass_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total accurate cross_p90,total accurate long balls_p90,total aerial won_p90,total att assist_p90,total effective clearance_p90,total interception_p90,total won tackle_p90,total won contest_p90,total big chances saved_p90,total assists_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate pass_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total accurate long balls_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total won tackle_TotalPR,total won contest_TotalPR,total big chances saved_TotalPR,total assists_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate pass_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total accurate long balls_p90PR,total aerial won_p90PR,total att assist_p90PR,total effective clearance_p90PR,total interception_p90PR,total won tackle_p90PR,total won contest_p90PR,total big chances saved_p90PR,total assists_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Kilmarnock,enzoyc121va61wtmjf4cm7p3d,2q18wbzv28zfat8yubj7yysfe,J. Yfeko,Johnly Yfeko,23.0,Defender,England,Defender,26.0,9.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,90.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,89.74,75.0,0.0,0.0,0.0,45.45,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,89.74,75.0,0.0,0.0,0.0,45.45,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,54,21,36,32,43,39,43,14,14,29,50,43,50,25,25,54,32,18,14,43,57,21,54,43,93,100,25,21,43,29,32,39,36,21,50,29,29,29,21,21,21,21,79,29,64,32,43,39,43,14,14,43,50,43,61,25,25,75,39,18,18,64,82,21,54,43,93,100,25,21,43,29,32,39,36,21,50,29,29,29,21,21,21,21,Premiership
Kilmarnock,enzoyc121va61wtmjf4cm7p3d,3agoezihnwgu4ak8bnwtmyqj9,A. Tshibola,Aaron Tshibola,31.0,Midfielder,Congo DR,Midfielder,38.0,36.0,74.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,149.0,2.0,4.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,89.16,66.67,0.0,0.0,100.0,40.0,50.0,0.0,0.3538955961744631,0.2607463626701444,0.0,1.0,0.01689528,0.0,11.0,8.0,0.3141700599999999,43.0,22.95302013422819,21.74496644295302,44.69798657718121,1.2080536912751678,1.2080536912751678,0.0,0.0,0.0,0.0,3.624161073825504,0.0,1.2080536912751678,2.416107382550336,1.2080536912751678,0.0,2.416107382550336,1.812080536912752,1.2080536912751678,1.812080536912752,1.2080536912751678,0.0,0.0,0.0,0.0,89.16,66.67,0.0,0.0,100.0,40.0,50.0,0.0,0.2137624406422931,0.1574978029551207,0.0,0.6040268456375839,0.0102052026845637,0.0,6.644295302013424,4.832214765100671,0.1897671503355704,25.97315436241611,DM/CM,61,52,55,57,91,25,32,7,7,7,48,95,82,34,39,70,70,70,66,50,7,14,52,50,73,75,39,14,100,9,64,7,95,82,30,36,27,23,89,73,86,61,73,50,64,64,86,25,32,7,7,14,48,95,82,36,39,73,82,73,73,50,7,14,52,50,73,75,39,14,100,9,64,7,95,86,30,41,36,23,95,73,95,73,Premiership
Kilmarnock,enzoyc121va61wtmjf4cm7p3d,4j14wvtclmprw5o8wtwzd1atw,E. Ring,Erik Ring,24.0,Midfielder,Sweden,Midfielder,13.0,20.0,32.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,0.0,156.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,7.0,1.0,2.0,4.0,0.0,0.0,74.42,40.0,50.0,40.0,0.0,37.5,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,11.538461538461538,18.46153846153846,0.0,0.0,0.0,0.0,5.769230769230769,5.769230769230769,5.1923076923076925,0.0,0.0,1.1538461538461535,0.0,0.5769230769230769,1.1538461538461535,0.5769230769230769,0.0,4.038461538461538,0.5769230769230769,1.1538461538461535,2.3076923076923075,0.0,0.0,74.42,40.0,50.0,40.0,0.0,37.5,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RM/RCM,33,50,33,33,33,42,33,83,83,42,42,42,42,25,92,58,25,33,83,33,33,92,58,50,33,75,100,83,42,17,50,33,33,33,42,33,33,33,25,25,25,25,33,67,33,33,33,42,33,100,100,67,42,42,50,25,100,67,17,33,83,33,33,83,58,50,33,75,100,83,42,17,50,33,33,33,42,33,33,33,25,25,25,25,Premiership
Kilmarnock,enzoyc121va61wtmjf4cm7p3d,610qf6vm0fsq97hvdcpj4ka95,T. Lowery,Tom Lowery,28.0,Midfielder,Wales,Midfielder,45.0,48.0,92.0,1.0,1.0,0.0,0.0,3.0,3.0,7.0,0.0,180.0,0.0,5.0,2.0,1.0,2.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,2.0,87.62,40.0,33.33,66.67,0.0,58.33,66.67,0.0,0.0908297800513568,0.445966732302775,0.0,9.0,0.30987227,6.0,7.0,11.0,0.3856185799999999,54.0,22.5,24.0,46.0,0.5,0.5,0.0,0.0,1.5,1.5,3.5,0.0,0.0,2.5,1.0,0.5,1.0,1.0,2.5,0.0,0.5,0.0,1.0,0.0,1.0,87.62,40.0,33.33,66.67,0.0,58.33,66.67,0.0,0.0454148900256784,0.2229833661513875,0.0,4.5,0.154936135,3.0,3.5,5.5,0.1928092899999999,27.0,DM/CM,73,82,77,36,61,25,32,73,68,18,48,41,95,34,84,45,57,98,14,30,7,80,52,100,68,55,84,64,41,73,93,7,45,100,30,100,100,100,61,91,95,86,68,68,68,34,66,25,32,70,70,9,48,41,86,27,89,39,55,91,14,20,7,80,52,100,68,55,84,64,41,73,93,7,50,91,30,100,100,95,55,84,100,77,Premiership
Kilmarnock,enzoyc121va61wtmjf4cm7p3d,8r6ckwdkz9mueryruzqhwjx4a,G. Stanger,George Stanger,26.0,Defender,New Zealand,Defender,52.0,19.0,71.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,0.0,180.0,0.0,3.0,2.0,0.0,1.0,8.0,0.0,13.0,3.0,1.0,1.0,0.0,0.0,78.89,12.5,0.0,100.0,0.0,81.25,80.0,50.0,0.1086453085486023,0.0,0.0,1.0,0.0241224,1.0,6.0,6.0,0.1126450599999999,53.0,26.0,9.5,35.5,0.5,0.5,0.0,0.0,0.5,0.5,6.5,0.0,0.0,1.5,1.0,0.0,0.5,4.0,0.0,6.5,1.5,0.5,0.5,0.0,0.0,78.89,12.5,0.0,100.0,0.0,81.25,80.0,50.0,0.0543226542743011,0.0,0.0,0.5,0.0120612,0.5,3.0,3.0,0.0563225299999999,26.5,RB/RCB,100,21,79,61,64,46,29,61,57,82,54,50,61,54,32,18,86,29,93,82,21,75,43,54,50,7,32,89,50,93,93,36,79,36,50,50,57,61,82,79,43,100,100,7,86,50,50,46,29,54,46,71,54,50,57,46,32,11,93,29,93,79,14,71,43,54,50,7,32,89,50,93,93,36,71,36,50,50,57,57,86,75,50,93,Premiership
Kilmarnock,enzoyc121va61wtmjf4cm7p3d,ctqn305re0qsih8mh5nufg89h,G. Kiltie,Greg Kiltie,29.0,Attacker,Scotland,Striker,19.0,32.0,48.0,3.0,3.0,0.0,0.0,5.0,5.0,10.0,1.0,175.0,2.0,5.0,5.0,3.0,1.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,82.76,25.0,25.0,40.0,66.67,47.62,0.0,66.67,0.4190198996064975,0.4281572464705641,0.0,4.0,0.14503727,1.0,6.0,7.0,0.24174706,20.0,9.771428571428572,16.45714285714286,24.685714285714287,1.542857142857143,1.542857142857143,0.0,0.0,2.571428571428572,2.571428571428572,5.142857142857143,0.5142857142857143,1.0285714285714287,2.571428571428572,2.571428571428572,1.542857142857143,0.5142857142857143,0.0,2.0571428571428574,1.0285714285714287,0.0,1.0285714285714287,1.0285714285714287,0.0,0.0,82.76,25.0,25.0,40.0,66.67,47.62,0.0,66.67,0.2154959483690558,0.2201951553277186,0.0,2.0571428571428574,0.074590596,0.5142857142857143,3.085714285714286,3.6,0.1243270594285714,10.285714285714286,CM/AM,89,50,61,39,67,28,22,83,83,100,83,83,56,94,78,28,22,67,44,22,89,78,56,56,89,33,67,61,89,78,28,72,78,89,28,89,89,61,50,56,67,67,67,44,56,22,56,28,22,78,78,89,78,78,44,89,67,33,22,67,33,22,89,78,56,56,89,33,67,61,89,78,28,72,78,89,28,89,89,44,44,56,44,56,Premiership
Kilmarnock,enzoyc121va61wtmjf4cm7p3d,d4xnxle3pcv60nd7oauwfmuei,M. Schjønning-Larsen,Michael Schjønning-Larsen,25.0,Defender,Estonia,Defender,29.0,30.0,59.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,164.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,80.82,0.0,0.0,50.0,100.0,40.0,0.0,0.0,0.1142799680262807,0.0852773870117767,0.0,5.0,0.14056312,1.0,6.0,7.0,0.1332975599999999,30.0,15.914634146341465,16.463414634146343,32.3780487804878,0.5487804878048781,0.5487804878048781,0.0,0.0,1.0975609756097562,1.0975609756097562,1.0975609756097562,0.5487804878048781,0.5487804878048781,1.6463414634146345,0.0,0.0,0.0,0.5487804878048781,0.5487804878048781,2.1951219512195124,0.5487804878048781,0.0,0.5487804878048781,0.0,0.0,80.82,0.0,0.0,50.0,100.0,40.0,0.0,0.0,0.0627146165997881,0.0467985660430481,0.0,2.7439024390243905,0.0771382975609756,0.5487804878048781,3.292682926829269,3.841463414634146,0.0731510999999999,16.463414634146343,CB,16,55,23,50,55,43,41,84,84,5,95,82,59,23,48,11,7,59,11,43,18,73,45,52,23,11,48,64,100,9,14,18,50,77,43,95,100,86,70,66,59,41,14,55,18,55,55,43,41,86,86,5,95,86,55,23,48,11,5,73,5,36,18,77,45,52,23,11,48,64,100,9,14,18,45,82,43,95,100,91,73,64,55,36,Premiership
Kilmarnock,enzoyc121va61wtmjf4cm7p3d,epoveky29f4wroi3w6p1xcyy1,T. John-Jules,Tyreece John-Jules,25.0,Attacker,England,Striker,6.0,12.0,18.0,1.0,1.0,0.0,0.0,2.0,2.0,8.0,0.0,119.0,1.0,6.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,62.07,0.0,0.0,0.0,100.0,34.78,42.86,0.0,0.1843878663654165,0.0999403254079335,0.0,4.0,0.15380867,2.0,1.0,1.0,0.13107096,6.0,4.53781512605042,9.07563025210084,13.61344537815126,0.7563025210084033,0.7563025210084033,0.0,0.0,1.512605042016807,1.512605042016807,6.050420168067227,0.0,0.7563025210084033,4.53781512605042,2.26890756302521,0.0,0.0,2.26890756302521,0.7563025210084033,2.26890756302521,0.0,0.0,0.0,0.0,0.0,62.07,0.0,0.0,0.0,100.0,34.78,42.86,0.0,0.139453008175525,0.0755851200564203,0.0,3.0252100840336134,0.1163258848739495,1.512605042016807,0.7563025210084033,0.7563025210084033,0.0991292974789915,4.53781512605042,ST,42,40,40,15,21,27,23,54,50,62,33,37,35,81,33,31,69,23,79,35,21,23,50,37,27,31,33,23,94,35,73,21,31,27,31,90,88,83,54,46,54,46,46,58,62,15,23,27,23,62,58,77,33,50,46,88,33,31,77,23,85,35,21,23,50,37,27,31,33,23,94,35,73,21,31,27,31,92,88,85,58,54,62,58,Premiership
Kilmarnock,enzoyc121va61wtmjf4cm7p3d,etlv5711rl4ssssl1do689rai,J. Hugill,Joe Hugill,22.0,Attacker,England,Striker,5.0,13.0,18.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,180.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.26,0.0,0.0,0.0,60.0,16.67,0.0,0.0,0.7208491840923669,0.0,0.0,1.0,0.02855202,1.0,0.0,1.0,0.09637604,4.0,2.5,6.5,9.0,2.5,2.5,0.0,0.5,0.0,0.0,1.0,0.5,1.5,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.26,0.0,0.0,0.0,60.0,16.67,0.0,0.0,0.3604245920461834,0.0,0.0,0.5,0.01427601,0.5,0.0,0.5,0.04818802,2.0,ST,37,48,40,67,83,27,54,10,8,4,79,92,48,27,33,31,12,8,19,35,21,23,50,37,88,31,33,23,85,12,13,21,77,10,31,29,35,62,23,46,46,29,31,27,23,60,77,27,52,10,8,4,75,83,35,17,33,31,12,8,19,35,21,23,50,37,88,31,33,23,85,12,13,21,73,10,31,23,27,50,23,37,38,19,Premiership
Kilmarnock,enzoyc121va61wtmjf4cm7p3d,f104wb7oezb00w1lmyebcow6h,J. Brandon,Jamie Brandon,28.0,Defender,Scotland,Defender,22.0,22.0,41.0,1.0,1.0,0.0,1.0,4.0,6.0,7.0,0.0,136.0,0.0,3.0,0.0,3.0,3.0,1.0,3.0,5.0,2.0,3.0,3.0,1.0,0.0,78.85,37.5,50.0,75.0,0.0,50.0,33.33,100.0,0.0667794737909496,0.2934789178620963,0.0,2.0,0.05886593,2.0,4.0,6.0,0.2441726699999999,20.0,14.558823529411764,14.558823529411764,27.13235294117647,0.6617647058823529,0.6617647058823529,0.0,0.6617647058823529,2.647058823529412,3.9705882352941178,4.632352941176471,0.0,0.0,1.9852941176470589,0.0,1.9852941176470589,1.9852941176470589,0.6617647058823529,1.9852941176470589,3.308823529411765,1.3235294117647058,1.9852941176470589,1.9852941176470589,0.6617647058823529,0.0,78.85,37.5,50.0,75.0,0.0,50.0,33.33,100.0,0.044192298832246,0.1942139897616813,0.0,1.3235294117647058,0.0389553948529411,1.3235294117647058,2.647058823529412,3.9705882352941178,0.1615848551470587,13.23529411764706,RB/RCB,46,32,36,61,64,46,79,100,100,32,54,50,61,7,93,64,18,96,25,50,79,100,89,54,43,50,89,71,50,18,25,89,50,100,50,68,71,82,57,79,93,57,57,57,43,71,71,46,93,100,100,50,54,50,64,7,86,57,14,93,21,64,64,100,93,54,43,50,89,71,50,18,25,89,64,100,50,71,79,79,79,93,93,50,Premiership
Kilmarnock,enzoyc121va61wtmjf4cm7p3d,f3m60k7nbbfagxays3o344c2c,E. Brown,Ethan Schilte-Brown,21.0,Defender,Canada,Defender,43.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,83.64,0.0,0.0,0.0,0.0,66.67,83.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,83.64,0.0,0.0,0.0,0.0,66.67,83.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,27,5,18,20,23,43,41,30,30,27,45,36,14,23,48,11,43,20,30,18,50,32,45,52,45,11,48,32,36,57,80,82,20,27,43,27,27,41,16,16,16,16,73,5,50,20,23,43,41,30,30,57,45,36,14,23,48,11,73,20,55,18,73,32,45,52,45,11,48,32,36,57,80,82,20,27,43,27,27,41,16,16,16,16,Premiership
Motherwell,759fhii7hsnldanli06j5jmf6,3wgsxsp1pqts0zjpdudvxrlgq,W. Vogt,Willy Vogt,24.0,Attacker,Switzerland,Striker,4.0,15.0,19.0,1.0,1.0,0.0,0.0,4.0,5.0,6.0,0.0,142.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,76.0,0.0,0.0,100.0,0.0,60.0,50.0,0.0,0.0701154855012165,0.0,0.0,3.0,0.14055862,2.0,0.0,1.0,0.0257782499999999,5.0,2.535211267605634,9.507042253521128,12.042253521126762,0.6338028169014085,0.6338028169014085,0.0,0.0,2.535211267605634,3.1690140845070425,3.802816901408451,0.0,0.0,5.070422535211268,0.6338028169014085,0.0,0.0,0.6338028169014085,0.0,0.6338028169014085,0.0,0.0,2.535211267605634,0.0,0.0,76.0,0.0,0.0,100.0,0.0,60.0,50.0,0.0,0.0444393922190808,0.0,0.0,1.9014084507042253,0.0890864492957746,1.267605633802817,0.0,0.6338028169014085,0.0163383274647886,3.1690140845070425,RW,36,29,29,29,36,29,21,50,64,43,57,36,64,21,50,36,71,14,64,36,29,100,57,43,14,36,50,100,36,100,79,29,29,14,21,43,57,71,21,29,29,29,29,29,29,29,29,29,21,29,50,29,57,36,71,14,50,36,64,14,50,36,29,100,57,43,14,36,50,100,36,100,79,29,29,14,21,43,57,64,21,29,29,29,Premiership
Motherwell,759fhii7hsnldanli06j5jmf6,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,Ibrahim Said,24.0,Attacker,Nigeria,Striker,15.0,38.0,53.0,4.0,4.0,0.0,1.0,13.0,13.0,21.0,1.0,180.0,1.0,5.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,11.0,0.0,0.0,76.81,33.33,0.0,84.62,25.0,61.76,50.0,66.67,0.6918010654618194,0.1666831474387755,0.0,6.0,0.14796033,5.0,5.0,4.0,0.2296874499999999,30.0,7.5,19.0,26.5,2.0,2.0,0.0,0.5,6.5,6.5,10.5,0.5,0.5,2.5,2.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,5.5,0.0,0.0,76.81,33.33,0.0,84.62,25.0,61.76,50.0,66.67,0.3459005327309097,0.0833415737193877,0.0,3.0,0.073980165,2.5,2.5,2.0,0.1148437249999999,15.0,ST,87,92,96,48,67,27,54,100,100,100,79,37,25,96,33,69,48,44,63,92,83,100,50,37,81,67,33,85,27,100,88,71,73,42,31,96,85,98,94,87,77,96,77,92,96,33,62,27,52,100,100,100,75,19,17,92,33,62,40,35,63,90,77,100,50,37,81,67,33,85,27,100,88,71,69,35,31,88,81,96,88,83,65,96,Premiership
Motherwell,759fhii7hsnldanli06j5jmf6,a5z6a6lnuxjb8rb13pfe83ms4,O. Priestman,Oscar Priestman,23.0,Midfielder,Australia,Midfielder,48.0,37.0,85.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,172.0,0.0,1.0,3.0,0.0,4.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,89.47,66.67,0.0,0.0,0.0,53.33,50.0,75.0,0.0,0.1384699595914076,0.0,6.0,0.12492835,3.0,7.0,6.0,0.34440474,43.0,25.11627906976744,19.36046511627907,44.47674418604651,0.0,0.0,0.0,0.0,0.5232558139534883,0.5232558139534883,4.186046511627906,0.0,0.0,0.5232558139534883,1.569767441860465,0.0,2.093023255813953,0.5232558139534883,0.5232558139534883,1.0465116279069766,1.569767441860465,1.569767441860465,0.0,0.0,0.0,89.47,66.67,0.0,0.0,0.0,53.33,50.0,75.0,0.0,0.0724552114141086,0.0,3.13953488372093,0.0653694854651162,1.569767441860465,3.6627906976744176,3.13953488372093,0.1802117825581395,22.5,DM/CM,77,59,73,16,23,25,32,27,27,32,48,41,36,64,39,70,34,48,52,66,61,14,52,50,77,75,39,14,41,50,64,75,16,64,30,93,91,86,61,55,91,61,77,45,55,16,23,25,32,20,20,18,48,41,36,61,39,64,27,50,55,68,50,14,52,50,77,75,39,14,41,50,64,75,16,64,30,86,82,86,61,57,91,57,Premiership
Motherwell,759fhii7hsnldanli06j5jmf6,akopyu6vzbx7vg83jv7ish756,M. Moormann,Martin Moormann,25.0,Defender,Austria,Defender,111.0,17.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,155.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,12.0,0.0,1.0,0.0,1.0,0.0,91.43,45.45,0.0,0.0,0.0,70.0,83.33,100.0,0.0,0.1243330673948863,0.0,0.0,0.0,0.0,3.0,2.0,0.1899510599999999,81.0,64.45161290322581,9.870967741935484,74.32258064516128,0.0,0.0,0.0,0.0,0.0,0.0,4.064516129032258,0.0,0.0,0.0,0.5806451612903225,0.0,2.9032258064516125,2.9032258064516125,0.5806451612903225,6.967741935483871,0.0,0.5806451612903225,0.0,0.5806451612903225,0.0,91.43,45.45,0.0,0.0,0.0,70.0,83.33,100.0,0.0,0.0721933939712242,0.0,0.0,0.0,0.0,1.7419354838709675,1.161290322580645,0.1102941638709676,47.03225806451613,CB,86,32,82,20,23,43,41,30,30,41,45,36,14,59,48,55,43,59,59,18,50,32,93,52,77,59,48,32,36,64,80,82,20,82,43,27,27,41,50,32,68,86,100,32,82,20,23,43,41,30,30,27,45,36,14,55,48,64,41,77,50,18,50,32,95,52,77,59,48,32,36,64,80,82,20,91,43,27,27,41,45,32,73,95,Premiership
Motherwell,759fhii7hsnldanli06j5jmf6,avtbng9l03cdal3qxjtuhppg4,J. Knight-Lebel,Jamie Knight-Lebel,21.0,Defender,Canada,Defender,78.0,21.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,114.0,0.0,2.0,1.0,0.0,3.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,90.0,30.0,0.0,0.0,0.0,88.89,87.5,0.0,0.0,0.0647762327514005,0.0,2.0,0.03867417,0.0,2.0,3.0,0.1024164199999999,58.0,61.578947368421055,16.578947368421055,78.15789473684211,0.0,0.0,0.0,0.0,0.0,0.0,6.315789473684211,0.0,0.0,1.5789473684210529,0.7894736842105263,0.0,2.368421052631579,5.526315789473684,1.5789473684210529,6.315789473684211,0.0,0.0,0.0,0.0,0.0,90.0,30.0,0.0,0.0,0.0,88.89,87.5,0.0,0.0,0.0511391311195267,0.0,1.5789473684210529,0.0305322394736842,0.0,1.5789473684210529,2.368421052631579,0.0808550684210525,45.78947368421053,CB,75,45,59,20,23,43,41,30,30,50,45,36,50,59,48,39,70,89,36,18,18,32,45,52,64,27,48,32,36,95,91,18,20,68,43,82,73,41,36,36,36,64,91,59,86,20,23,43,41,30,30,64,45,36,50,73,48,50,82,91,41,18,18,32,45,52,64,27,48,32,36,95,91,18,20,86,43,86,86,41,41,45,59,91,Premiership
Motherwell,759fhii7hsnldanli06j5jmf6,bofzw9xfhdsaar6kxio07ihyi,T. Maswanhise,Tawanda Maswanhise,23.0,Attacker,Zimbabwe,Striker,2.0,3.0,5.0,4.0,3.0,1.0,1.0,2.0,2.0,7.0,0.0,114.0,0.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,83.33,0.0,0.0,0.0,0.0,46.67,25.0,100.0,0.4975311882424884,0.0714444421913245,1.0,0.0,0.0,0.0,0.0,0.0,0.0029940199999999,1.0,1.5789473684210529,2.368421052631579,3.947368421052632,3.1578947368421053,2.368421052631579,0.7894736842105263,0.7894736842105263,1.5789473684210529,1.5789473684210529,5.526315789473684,0.0,0.0,3.1578947368421053,3.947368421052632,0.0,0.0,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.0,0.7894736842105263,0.0,0.0,0.0,83.33,0.0,0.0,0.0,0.0,46.67,25.0,100.0,0.3927877801914382,0.0564035069931509,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0023636999999999,0.7894736842105263,RW,14,14,14,64,71,64,50,14,14,71,57,36,36,100,50,36,71,36,64,36,64,21,57,43,79,36,50,21,36,57,57,93,86,43,50,21,21,29,21,14,14,14,14,14,14,86,86,71,57,14,14,86,57,36,29,100,50,36,86,29,71,36,71,21,57,43,79,36,50,21,36,57,57,93,100,43,43,21,21,29,21,14,14,14,Premiership
