Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate pass_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total accurate cross_Total,total accurate long balls_Total,total aerial won_Total,total att assist_Total,total effective clearance_Total,total interception_Total,total won tackle_Total,total won contest_Total,total big chances saved_Total,total assists_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate pass_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total accurate cross_p90,total accurate long balls_p90,total aerial won_p90,total att assist_p90,total effective clearance_p90,total interception_p90,total won tackle_p90,total won contest_p90,total big chances saved_p90,total assists_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate pass_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total accurate long balls_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total won tackle_TotalPR,total won contest_TotalPR,total big chances saved_TotalPR,total assists_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate pass_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total accurate long balls_p90PR,total aerial won_p90PR,total att assist_p90PR,total effective clearance_p90PR,total interception_p90PR,total won tackle_p90PR,total won contest_p90PR,total big chances saved_p90PR,total assists_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Motherwell,759fhii7hsnldanli06j5jmf6,bvesmwgntot79952ng81ok50q,L. Fadinger,Lukas Fadinger,25.0,Midfielder,Austria,Midfielder,74.0,45.0,119.0,4.0,2.0,2.0,0.0,3.0,3.0,10.0,1.0,180.0,3.0,4.0,3.0,0.0,2.0,1.0,0.0,3.0,7.0,3.0,1.0,0.0,0.0,90.84,100.0,0.0,33.33,75.0,45.45,0.0,60.0,0.2510958084749885,0.0,2.0,2.0,0.0348216,1.0,3.0,4.0,0.07371456,45.0,37.0,22.5,59.5,2.0,1.0,1.0,0.0,1.5,1.5,5.0,0.5,1.5,2.0,1.5,0.0,1.0,0.5,0.0,1.5,3.5,1.5,0.5,0.0,0.0,90.84,100.0,0.0,33.33,75.0,45.45,0.0,60.0,0.1255479042374942,0.0,1.0,1.0,0.0174108,0.5,1.5,2.0,0.03685728,22.5,DM/CM,91,75,89,93,91,80,32,73,68,55,98,100,82,64,39,45,34,18,66,100,61,45,52,50,86,98,39,30,95,18,16,41,77,20,86,52,50,55,39,39,23,70,95,59,91,93,82,80,32,70,70,36,100,100,75,55,39,39,20,18,59,100,45,34,52,50,86,98,39,30,95,18,16,41,86,20,89,50,45,52,27,32,23,57,Premiership
Motherwell,759fhii7hsnldanli06j5jmf6,bw94bkrr4okgzyimwqek5d59l,E. Longelo,Emmanuel Longelo,25.0,Defender,England,Defender,23.0,19.0,38.0,0.0,0.0,0.0,0.0,7.0,8.0,14.0,0.0,158.0,0.0,2.0,2.0,4.0,2.0,5.0,3.0,6.0,1.0,1.0,5.0,0.0,0.0,65.52,40.0,50.0,71.43,0.0,66.67,83.33,50.0,0.0,0.4044361652396913,0.0,8.0,0.2442487699999999,2.0,3.0,4.0,0.48146984,17.0,13.10126582278481,10.822784810126585,21.64556962025317,0.0,0.0,0.0,0.0,3.987341772151898,4.556962025316456,7.974683544303797,0.0,0.0,1.139240506329114,1.139240506329114,2.278481012658228,1.139240506329114,2.848101265822785,1.7088607594936709,3.4177215189873418,0.569620253164557,0.569620253164557,2.848101265822785,0.0,0.0,65.52,40.0,50.0,71.43,0.0,66.67,83.33,50.0,0.0,0.2303750308327355,0.0,4.556962025316456,0.1391290462025315,1.139240506329114,1.7088607594936709,2.278481012658228,0.2742549721518987,9.683544303797468,LB/LCB,36,43,43,32,43,39,43,100,100,86,50,43,71,64,93,36,75,75,39,43,39,100,54,43,21,64,89,86,43,82,93,39,36,86,50,100,100,79,50,50,93,43,43,36,29,32,43,39,43,93,100,79,50,43,71,71,86,29,86,79,36,43,36,100,54,43,21,64,89,86,43,82,93,39,36,86,50,100,100,86,57,50,93,43,Premiership
Motherwell,759fhii7hsnldanli06j5jmf6,debf7ngbvj4ij8w0qq84ufnfu,T. Sparrow,Tom Sparrow,23.0,Midfielder,Wales,Midfielder,60.0,39.0,99.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,0.0,154.0,0.0,3.0,4.0,0.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,0.0,0.0,86.84,42.86,0.0,66.67,0.0,53.57,66.67,60.0,0.0,0.2548647358383583,0.0,3.0,0.07542333,2.0,5.0,6.0,0.10542701,28.0,35.064935064935064,22.7922077922078,57.85714285714286,0.0,0.0,0.0,0.0,3.5064935064935066,4.090909090909091,8.766233766233766,0.0,0.0,1.7532467532467533,2.337662337662338,0.0,1.7532467532467533,1.168831168831169,1.7532467532467533,2.337662337662338,1.168831168831169,1.7532467532467533,2.337662337662338,0.0,0.0,86.84,42.86,0.0,66.67,0.0,53.57,66.67,60.0,0.0,0.1489469235418977,0.0,1.7532467532467533,0.0440785694805194,1.168831168831169,2.9220779220779223,3.5064935064935066,0.0616131876623376,16.363636363636363,RM/RCM,92,83,100,33,33,42,33,67,67,100,42,42,67,100,42,83,58,100,67,75,50,92,58,50,100,100,42,100,42,67,92,50,33,100,42,83,83,83,83,75,67,67,83,100,100,33,33,42,33,67,67,100,42,42,67,100,42,83,67,100,67,100,50,100,58,50,100,100,42,100,42,67,92,50,33,100,42,83,83,83,83,83,67,83,Premiership
Motherwell,759fhii7hsnldanli06j5jmf6,ejxxguqwzmf6oe6yczjqqapnu,D. Williams,Dylan Williams,22.0,Defender,England,Defender,36.0,15.0,51.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,90.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,82.26,33.33,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.1138579494624155,0.0,0.0,0.0,0.0,1.0,3.0,0.15860023,21.0,36.0,15.0,51.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,82.26,33.33,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.1138579494624155,0.0,0.0,0.0,0.0,1.0,3.0,0.15860023,21.0,LB/LCB,71,36,50,32,43,39,43,50,50,7,50,43,18,25,25,36,11,46,7,43,14,21,54,93,57,32,25,21,43,7,11,14,36,64,50,29,29,29,43,43,57,57,93,50,86,32,43,39,43,57,57,7,50,43,18,25,25,43,11,57,7,64,14,21,54,96,57,32,25,21,43,7,11,14,36,64,50,29,29,29,43,57,71,79,Premiership
Motherwell,759fhii7hsnldanli06j5jmf6,emzxhx2ki2r67c5l33hfv8844,J. Girdwood-Reich,Jake Girdwood-Reich,22.0,Defender,Australia,Defender,65.0,7.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,91.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,92.31,25.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571428571429,6.923076923076923,71.20879120879121,0.0,0.0,0.0,0.0,0.0,0.0,5.934065934065934,0.0,0.0,0.0,0.0,0.0,0.989010989010989,4.945054945054945,0.0,6.923076923076923,0.0,0.0,0.0,0.0,0.0,92.31,25.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,59,14,32,20,23,43,41,30,30,27,45,36,14,23,48,25,43,20,30,18,18,32,45,52,91,23,48,32,36,91,14,18,20,27,43,27,27,41,16,16,16,16,95,18,77,20,23,43,41,30,30,50,45,36,14,23,48,23,68,20,45,18,18,32,45,52,91,23,48,32,36,91,14,18,20,27,43,27,27,41,16,16,16,16,Premiership
Rangers,cnnku8uihko7u4th0fms4pvg6,46hksgr3nx4uo993u3mx7yzca,T. Aasgaard,Thelo Aasgaard,24.0,Midfielder,Norway,Midfielder,12.0,47.0,56.0,5.0,2.0,3.0,1.0,6.0,7.0,4.0,1.0,112.0,2.0,9.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,87.5,50.0,20.0,66.67,40.0,33.33,0.0,0.0,0.493746538377914,0.2050681233442899,5.0,6.0,0.15442908,1.0,6.0,9.0,0.2142688999999999,25.0,9.642857142857142,37.76785714285714,45.0,4.017857142857142,1.6071428571428572,2.4107142857142856,0.8035714285714286,4.821428571428571,5.625,3.2142857142857144,0.8035714285714286,1.6071428571428572,7.232142857142857,0.0,2.4107142857142856,1.6071428571428572,0.0,1.6071428571428572,1.6071428571428572,0.0,0.0,3.2142857142857144,0.0,0.0,87.5,50.0,20.0,66.67,40.0,33.33,0.0,0.0,0.396760611196538,0.1647868848302329,4.017857142857142,4.821428571428571,0.1240947964285714,0.8035714285714286,4.821428571428571,7.232142857142857,0.1721803660714284,20.089285714285715,CM/AM,33,100,89,89,44,94,61,100,100,17,83,83,78,22,78,56,22,33,44,22,17,100,56,56,100,78,56,78,78,11,28,17,89,44,100,100,100,61,50,78,44,78,56,100,100,100,67,100,78,100,100,33,89,89,100,22,89,67,22,44,78,22,17,100,56,56,100,78,56,78,78,11,28,17,100,56,100,100,100,67,89,78,67,78,Premiership
Rangers,cnnku8uihko7u4th0fms4pvg6,472h3avx9tsf4luz4ioefh3e2,R. Naderi,Ryan Naderi,23.0,Attacker,Germany,Striker,3.0,9.0,12.0,4.0,4.0,0.0,0.0,1.0,1.0,10.0,0.0,99.0,2.0,14.0,2.0,0.0,0.0,8.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,54.55,0.0,0.0,0.0,50.0,40.0,47.06,0.0,0.475873274353418,0.2919316571423587,0.0,2.0,0.04823619,0.0,1.0,1.0,0.1355156299999999,2.0,2.727272727272727,8.181818181818182,10.909090909090908,3.636363636363636,3.636363636363636,0.0,0.0,0.9090909090909092,0.9090909090909092,9.09090909090909,0.0,1.818181818181818,12.727272727272728,1.818181818181818,0.0,0.0,7.272727272727272,3.636363636363636,2.727272727272727,0.0,0.0,0.0,0.9090909090909092,0.0,54.55,0.0,0.0,0.0,50.0,40.0,47.06,0.0,0.4326120675940163,0.2653924155839624,0.0,1.818181818181818,0.0438510818181818,0.0,0.9090909090909092,0.9090909090909092,0.1231960272727271,1.818181818181818,ST,21,15,12,48,67,27,23,31,27,75,33,71,92,62,33,31,96,83,79,35,21,23,100,37,12,31,33,23,71,63,81,21,62,73,31,52,42,23,54,46,62,10,35,46,35,92,96,27,23,42,38,96,33,92,100,81,33,31,100,96,92,35,21,23,100,37,12,31,33,23,71,63,81,21,81,88,31,77,62,23,62,62,69,15,Premiership
Rangers,cnnku8uihko7u4th0fms4pvg6,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,Lawrence Shankland,31.0,Attacker,Scotland,Striker,13.0,24.0,37.0,6.0,6.0,0.0,3.0,1.0,1.0,4.0,0.0,180.0,3.0,21.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,74.0,66.67,0.0,100.0,50.0,25.0,20.0,0.0,0.6848162437969503,0.3065402971011715,2.0,3.0,0.11710037,0.0,4.0,4.0,0.1687328099999999,16.0,6.5,12.0,18.5,3.0,3.0,0.0,1.5,0.5,0.5,2.0,0.0,1.5,10.5,0.5,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,74.0,66.67,0.0,100.0,50.0,25.0,20.0,0.0,0.3424081218984751,0.1532701485505857,1.0,1.5,0.058550185,0.0,2.0,2.0,0.0843664049999999,8.0,ST,73,85,83,83,90,27,92,31,27,17,33,92,100,27,33,88,48,83,63,35,21,60,50,37,62,94,33,94,71,19,37,21,69,77,94,77,77,23,85,87,65,83,65,73,73,73,85,27,88,23,19,12,33,83,96,17,33,85,40,73,63,35,21,52,50,37,62,94,33,94,71,19,37,21,65,65,88,62,73,23,81,83,54,73,Premiership
Rangers,cnnku8uihko7u4th0fms4pvg6,71q8hhitlftls3jwjkzuenfmd,D. Sterling,Dujon Sterling,26.0,Defender,England,Defender,8.0,17.0,23.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,90.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,69.7,28.57,50.0,0.0,0.0,58.33,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,23.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,69.7,28.57,50.0,0.0,0.0,58.33,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,7,14,7,89,64,96,29,25,21,32,54,50,29,79,82,43,50,79,25,7,54,32,43,54,14,21,89,32,50,50,39,89,25,36,50,21,21,29,18,18,18,18,29,64,29,100,93,100,29,25,21,79,54,50,36,93,96,68,71,100,68,7,79,32,43,54,14,21,89,32,50,50,39,89,25,36,50,21,21,29,18,18,18,18,Premiership
Rangers,cnnku8uihko7u4th0fms4pvg6,7tx36b9v0w35xs0402q76qycq,E. Fernandez,Emmanuel Fernandez,25.0,Defender,Nigeria,Defender,55.0,46.0,101.0,3.0,3.0,0.0,1.0,3.0,3.0,23.0,0.0,180.0,1.0,6.0,1.0,0.0,7.0,20.0,4.0,17.0,3.0,0.0,2.0,0.0,0.0,83.47,43.75,0.0,66.67,33.33,79.31,90.91,0.0,0.4245972230593109,0.4521615416098,0.0,6.0,0.12139562,4.0,7.0,11.0,0.6084417,70.0,27.5,23.0,50.5,1.5,1.5,0.0,0.5,1.5,1.5,11.5,0.0,0.5,3.0,0.5,0.0,3.5,10.0,2.0,8.5,1.5,0.0,1.0,0.0,0.0,83.47,43.75,0.0,66.67,33.33,79.31,90.91,0.0,0.2122986115296554,0.2260807708049,0.0,3.0,0.06069781,2.0,3.5,5.5,0.30422085,35.0,CB,45,82,64,86,91,43,91,93,93,95,45,82,80,59,48,73,95,100,68,68,18,91,45,52,41,55,48,70,80,82,95,18,95,100,43,100,95,100,77,84,100,82,36,86,55,91,95,43,95,91,91,100,45,82,91,48,48,80,100,98,64,68,18,89,45,52,41,55,48,70,80,82,95,18,95,100,43,100,95,100,77,84,100,82,Premiership
Rangers,cnnku8uihko7u4th0fms4pvg6,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,Cameron Devlin,28.0,Midfielder,Australia,Midfielder,42.0,77.0,119.0,2.0,1.0,1.0,0.0,1.0,1.0,13.0,0.0,172.0,1.0,2.0,3.0,0.0,6.0,0.0,0.0,1.0,4.0,6.0,1.0,0.0,0.0,92.97,66.67,0.0,100.0,50.0,52.0,0.0,66.67,0.1457278137759701,0.0,0.0,1.0,0.01935132,0.0,7.0,6.0,0.1732802499999998,68.0,21.97674418604651,40.2906976744186,62.26744186046511,1.0465116279069766,0.5232558139534883,0.5232558139534883,0.0,0.5232558139534883,0.5232558139534883,6.8023255813953485,0.0,0.5232558139534883,1.0465116279069766,1.569767441860465,0.0,3.13953488372093,0.0,0.0,0.5232558139534883,2.093023255813953,3.13953488372093,0.5232558139534883,0.0,0.0,92.97,66.67,0.0,100.0,50.0,52.0,0.0,66.67,0.0762529258130076,0.0,0.0,0.5232558139534883,0.0101256906976744,0.0,3.6627906976744176,3.13953488372093,0.0906698982558138,35.581395348837205,DM/CM,68,95,89,57,61,59,32,27,27,66,48,86,59,64,39,89,9,18,36,82,91,45,52,50,91,75,39,86,89,39,16,59,59,20,30,36,36,23,61,55,55,95,64,100,95,55,73,55,32,20,20,55,48,91,59,61,39,86,9,18,27,91,86,41,52,50,91,75,39,86,89,39,16,59,59,20,30,32,32,23,61,57,50,95,Premiership
Rangers,cnnku8uihko7u4th0fms4pvg6,8d52pw246hh32r4ubxbp6cfai,T. Rommens,Tuur Rommens,23.0,Defender,Belgium,Defender,31.0,51.0,80.0,1.0,0.0,1.0,0.0,5.0,5.0,15.0,0.0,180.0,1.0,1.0,3.0,2.0,7.0,5.0,7.0,7.0,1.0,3.0,1.0,0.0,0.0,80.0,70.0,15.38,20.0,100.0,55.56,55.56,50.0,0.0461079286459495,0.4633666591960608,0.0,2.0,0.0452365,2.0,14.0,13.0,0.4291273499999999,52.0,15.5,25.5,40.0,0.5,0.0,0.5,0.0,2.5,2.5,7.5,0.0,0.5,0.5,1.5,1.0,3.5,2.5,3.5,3.5,0.5,1.5,0.5,0.0,0.0,80.0,70.0,15.38,20.0,100.0,55.56,55.56,50.0,0.0230539643229747,0.2316833295980304,0.0,1.0,0.02261825,1.0,7.0,6.5,0.2145636749999999,26.0,LB/LCB,64,93,79,75,43,89,43,89,86,93,50,89,50,79,64,93,75,93,54,43,75,57,54,43,50,89,57,43,100,50,64,39,71,93,50,64,64,79,96,71,79,86,57,93,71,68,43,82,43,75,75,64,50,89,39,79,61,93,79,86,43,25,57,54,54,43,50,89,57,43,100,50,64,39,71,93,50,64,64,68,93,71,79,86,Premiership
Rangers,cnnku8uihko7u4th0fms4pvg6,a3qa9kw3vbh8nu5mgns92czro,O. Makhanya,Olwethu Makhanya,22.0,Defender,South Africa,Defender,44.0,39.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,90.0,0.0,1.0,1.0,0.0,7.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,91.21,77.78,0.0,0.0,0.0,75.0,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,39.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,7.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,91.21,77.78,0.0,0.0,0.0,75.0,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,32,68,36,20,23,43,41,30,30,27,45,36,34,59,48,73,30,20,11,18,50,32,45,52,73,95,48,32,36,70,64,82,20,27,43,27,27,41,16,16,16,16,77,100,100,20,23,43,41,30,30,57,45,36,41,89,48,98,59,20,23,18,73,32,45,52,73,95,48,32,36,70,64,82,20,27,43,27,27,41,16,16,16,16,Premiership
St. Johnstone,ez46dadmx0virt38cgeq2n6pf,1dzmlop3jwm8aeqxkmihjl7xm,C. Diabate,Cheick Diabate,24.0,Defender,England,Defender,80.0,48.0,128.0,3.0,3.0,0.0,1.0,5.0,5.0,11.0,1.0,180.0,1.0,3.0,0.0,0.0,14.0,7.0,1.0,13.0,1.0,0.0,3.0,0.0,0.0,91.43,70.0,0.0,60.0,33.33,78.57,87.5,0.0,0.353490519986961,0.0468932568388507,0.0,6.0,0.10854271,0.0,14.0,15.0,0.2757323599999999,83.0,40.0,24.0,64.0,1.5,1.5,0.0,0.5,2.5,2.5,5.5,0.5,0.5,1.5,0.0,0.0,7.0,3.5,0.5,6.5,0.5,0.0,1.5,0.0,0.0,91.43,70.0,0.0,60.0,33.33,78.57,87.5,0.0,0.1767452599934805,0.0234466284194253,0.0,3.0,0.054271355,0.0,7.0,7.5,0.1378661799999999,41.5,LB/LCB,100,79,100,93,93,39,89,89,86,57,100,89,82,25,25,100,96,46,86,43,14,89,54,43,100,89,25,79,86,100,100,14,93,57,50,93,86,29,96,89,64,100,100,79,100,93,93,39,86,75,75,50,100,89,79,25,25,100,93,43,79,25,14,79,54,43,100,89,25,79,86,100,100,14,93,50,50,89,79,29,93,89,57,100,Premiership
St. Johnstone,ez46dadmx0virt38cgeq2n6pf,68jyn13uu405w4npr317v5las,Z. Mitchell,Zach Mitchell,21.0,Defender,England,Defender,64.0,26.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,180.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,16.0,0.0,1.0,1.0,0.0,0.0,84.11,33.33,0.0,100.0,0.0,90.91,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,13.0,45.0,0.0,0.0,0.0,0.0,0.5,0.5,5.0,0.0,0.0,0.0,0.5,0.0,2.5,3.5,0.0,8.0,0.0,0.5,0.5,0.0,0.0,84.11,33.33,0.0,100.0,0.0,90.91,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,52,50,50,20,23,43,41,68,68,66,45,36,14,59,48,55,70,20,64,18,50,73,45,52,55,32,48,91,36,100,14,82,20,27,43,27,27,41,16,16,16,16,48,41,45,20,23,43,41,68,68,43,45,36,14,48,48,57,50,20,59,18,41,68,45,52,55,32,48,91,36,100,14,82,20,27,43,27,27,41,16,16,16,16,Premiership
St. Johnstone,ez46dadmx0virt38cgeq2n6pf,6c2l1ppjdc2iey5btxtpyv23u,R. McAlear,Reece McAlear,24.0,Midfielder,Scotland,Midfielder,52.0,49.0,99.0,2.0,0.0,2.0,1.0,1.0,1.0,15.0,0.0,159.0,0.0,0.0,2.0,2.0,5.0,4.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,83.19,45.45,66.67,100.0,0.0,57.69,66.67,62.5,0.1066419346302294,0.0,2.0,1.0,0.01935132,0.0,7.0,11.0,0.28436813,53.0,29.433962264150946,27.735849056603776,56.0377358490566,1.1320754716981132,0.0,1.1320754716981132,0.5660377358490566,0.5660377358490566,0.5660377358490566,8.49056603773585,0.0,0.0,0.0,1.1320754716981132,1.1320754716981132,2.830188679245284,2.2641509433962264,0.0,1.69811320754717,0.5660377358490566,2.830188679245284,0.5660377358490566,0.0,0.0,83.19,45.45,66.67,100.0,0.0,57.69,66.67,62.5,0.0603633592246581,0.0,1.1320754716981132,0.5660377358490566,0.0109535773584905,0.0,3.962264150943396,6.226415094339623,0.1609630924528302,30.0,DM/CM,82,86,82,57,23,80,77,27,27,89,48,41,11,34,95,82,84,18,66,30,82,45,52,50,50,64,100,86,41,68,93,50,50,20,86,36,36,23,61,91,82,82,91,82,82,59,23,100,86,32,32,91,48,41,11,32,95,82,86,18,68,32,82,50,52,50,50,64,100,86,41,68,93,50,55,20,100,36,41,23,68,91,86,86,Premiership
St. Johnstone,ez46dadmx0virt38cgeq2n6pf,6qd345eq0qetz31gjjk7jft9l,M. Foulds,Matty Foulds,28.0,Defender,England,Defender,42.0,50.0,90.0,1.0,0.0,1.0,0.0,2.0,2.0,13.0,0.0,180.0,0.0,5.0,1.0,2.0,6.0,4.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,84.11,50.0,25.0,50.0,0.0,56.52,50.0,57.14,0.0746430627998479,0.2830838431088249,0.0,1.0,0.02122129,4.0,12.0,14.0,0.4341744999999999,41.0,21.0,25.0,45.0,0.5,0.0,0.5,0.0,1.0,1.0,6.5,0.0,0.0,2.5,0.5,1.0,3.0,2.0,1.5,2.0,0.5,2.0,0.5,0.0,0.0,84.11,50.0,25.0,50.0,0.0,56.52,50.0,57.14,0.0373215313999239,0.1415419215544124,0.0,0.5,0.010610645,2.0,6.0,7.0,0.2170872499999999,20.5,LB/LCB,86,86,86,75,43,89,43,50,50,79,50,43,93,54,64,82,61,75,29,43,96,57,54,43,71,79,64,64,43,57,54,57,86,79,50,57,57,100,79,79,86,75,71,86,79,68,43,82,43,46,46,57,50,43,86,50,61,75,57,71,18,25,82,54,54,43,71,79,64,64,43,57,54,57,79,79,50,57,57,96,71,79,86,68,Premiership
St. Johnstone,ez46dadmx0virt38cgeq2n6pf,88rox9mne5fv60ztacpvtyzqi,J. Gullan,Jamie Gullan,27.0,Attacker,Scotland,Striker,15.0,39.0,48.0,6.0,3.0,3.0,2.0,5.0,5.0,11.0,0.0,175.0,1.0,8.0,3.0,6.0,2.0,3.0,7.0,2.0,1.0,2.0,1.0,0.0,2.0,75.0,25.0,37.5,20.0,16.67,39.29,30.0,50.0,0.2876077475253094,0.9279855130022376,2.0,3.0,0.07335491,3.0,5.0,9.0,0.3987913,21.0,7.714285714285714,20.057142857142857,24.685714285714287,3.085714285714286,1.542857142857143,1.542857142857143,1.0285714285714287,2.571428571428572,2.571428571428572,5.6571428571428575,0.0,0.5142857142857143,4.114285714285715,1.542857142857143,3.085714285714286,1.0285714285714287,1.542857142857143,3.6,1.0285714285714287,0.5142857142857143,1.0285714285714287,0.5142857142857143,0.0,1.0285714285714287,75.0,25.0,37.5,20.0,16.67,39.29,30.0,50.0,0.1479125558701591,0.4772496924011508,1.0285714285714287,1.542857142857143,0.0377253822857142,1.542857142857143,2.571428571428572,4.628571428571429,0.2050926685714285,10.8,ST,87,96,92,83,50,100,75,85,81,85,33,37,48,81,100,88,69,98,63,75,83,60,50,98,73,62,85,46,21,58,58,58,38,100,94,77,62,90,94,96,92,92,81,96,92,77,46,96,73,81,81,58,33,23,38,73,100,88,65,90,69,69,81,58,50,96,73,62,85,46,21,58,58,58,42,100,92,69,54,88,92,96,85,92,Premiership
