Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total accurate cross_Total,total ontarget attempt_Total,total big chances saved_Total,total goals_Total,total assists_Total,total direct corner goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total accurate cross_p90,total ontarget attempt_p90,total big chances saved_p90,total goals_p90,total assists_p90,total direct corner goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total accurate cross_TotalPR,total ontarget attempt_TotalPR,total big chances saved_TotalPR,total goals_TotalPR,total assists_TotalPR,total direct corner goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total accurate cross_p90PR,total ontarget attempt_p90PR,total big chances saved_p90PR,total goals_p90PR,total assists_p90PR,total direct corner goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Austria Wien,84gk4ytf9vr8oml51cqyit78w,3jbpxku7kfad1kbi7eytylc0k,S. Šaljić,Sanel Saljic,20,Midfielder,Austria,Midfielder,9.0,18.0,0.0,26.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,5.0,7.0,1.0,1.0,192.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.79,0.0,33.33,50.0,0.0,46.67,0.0,66.67,0.1185504733456048,0.1098761757069396,1.0,2.0,0.07236198,0.0,3.0,3.0,0.29374416,10.0,4.21875,8.4375,0.0,12.1875,0.0,0.9375,0.46875,0.0,0.46875,0.0,1.875,2.34375,3.28125,0.46875,0.46875,0.9375,0.9375,0.9375,0.9375,0.46875,0.0,0.0,0.0,0.0,0.0,0.0,78.79,0.0,33.33,50.0,0.0,46.67,0.0,66.67,0.0555705343807522,0.0515044573626279,0.46875,0.9375,0.033919678125,0.0,1.40625,1.40625,0.1376925749999999,4.6875,CM/AM,20,7,6,4,17,24,19,22,30,24,59,65,44,37,46,31,44,63,54,50,19,52,48,41,52,52,41,6,69,54,19,52,22,67,22,15,35,17,30,9,19,13,44,9,19,7,6,11,17,30,19,22,30,24,67,67,41,41,44,30,56,67,63,44,19,52,48,41,52,52,41,6,69,54,19,52,22,67,22,22,37,15,26,9,15,15,48,11,Austrian Bundesliga
Austria Wien,84gk4ytf9vr8oml51cqyit78w,3qv32eulpugf1n9f2inird9lh,M. Fischer,Manfred Fischer,31,Midfielder,Austria,Midfielder,19.0,25.0,3.0,44.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,135.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.97,50.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.1796478771140008,0.0,3.0,0.0637704,2.0,7.0,6.0,0.0947621599999999,25.0,12.666666666666666,16.666666666666668,2.0,29.33333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,70.97,50.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.1197652514093338,0.0,2.0,0.0425136,1.3333333333333333,4.666666666666667,4.0,0.0631747733333332,16.666666666666668,CM/AM,44,17,44,37,83,48,6,22,9,24,6,4,9,78,69,31,6,17,13,19,19,52,48,85,52,52,15,33,19,17,19,30,22,13,6,30,7,30,22,50,48,35,15,44,59,44,59,56,100,69,6,22,9,24,6,4,19,93,89,43,6,17,13,19,19,52,48,91,52,52,15,33,19,17,19,30,22,13,6,52,7,44,41,59,78,50,19,65,Austrian Bundesliga
Austria Wien,84gk4ytf9vr8oml51cqyit78w,45bv6x1iz3hj6dofzcwadxv55,J. Eggestein,Johannes Eggestein,28,Attacker,Germany,Striker,9.0,19.0,2.0,27.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,0.0,2.0,154.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,64.29,40.0,9.09,33.33,33.33,26.67,22.22,0.0,0.2358328394955014,0.0680865053445383,1.0,5.0,0.14657826,3.0,4.0,5.0,0.1547700099999999,13.0,5.25974025974026,11.103896103896105,1.168831168831169,15.77922077922078,1.168831168831169,1.168831168831169,1.7532467532467533,1.168831168831169,0.5844155844155845,0.5844155844155845,1.7532467532467533,1.7532467532467533,2.337662337662338,0.0,1.168831168831169,2.337662337662338,0.5844155844155845,0.5844155844155845,0.0,0.5844155844155845,0.5844155844155845,0.0,0.0,0.0,0.0,0.0,64.29,40.0,9.09,33.33,33.33,26.67,22.22,0.0,0.1378243867181501,0.0397908148117431,0.5844155844155845,2.9220779220779223,0.0856626194805194,1.7532467532467533,2.337662337662338,2.9220779220779223,0.0904500058441557,7.597402597402597,ST,71,62,74,67,38,38,24,22,48,62,55,52,24,19,95,16,40,50,19,84,21,52,22,43,52,52,48,55,72,47,28,17,31,19,14,14,43,86,83,93,78,83,72,76,72,69,83,79,34,59,21,21,55,62,66,66,21,19,100,10,38,55,19,90,17,52,22,43,52,52,48,55,72,47,28,17,31,19,10,14,45,86,93,97,79,83,69,76,Austrian Bundesliga
Austria Wien,84gk4ytf9vr8oml51cqyit78w,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,Ibrahim Buhari,24,Defender,Nigeria,Defender,86.0,39.0,5.0,125.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,23.0,4.0,270.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.03,26.32,0.0,0.0,0.0,57.69,54.55,37.5,0.0518490903783316,0.0,1.0,2.0,0.04130209,2.0,6.0,7.0,0.18263112,85.0,28.666666666666668,13.0,1.6666666666666667,41.66666666666666,2.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,5.0,7.666666666666667,1.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.03,26.32,0.0,0.0,0.0,57.69,54.55,37.5,0.0172830301261105,0.0,0.3333333333333333,0.6666666666666666,0.0137673633333333,0.6666666666666666,2.0,2.333333333333333,0.06087704,28.33333333333333,CB,57,57,24,48,69,26,43,19,88,40,31,29,69,83,67,74,50,36,67,48,38,45,48,48,52,52,38,5,48,36,38,29,55,31,33,31,88,69,67,93,57,62,62,62,38,48,19,43,57,26,29,19,76,40,31,29,71,90,48,67,43,36,48,48,38,45,48,48,52,52,38,5,48,36,38,29,55,31,24,31,76,60,57,90,48,48,48,62,Austrian Bundesliga
Austria Wien,84gk4ytf9vr8oml51cqyit78w,88ddl23hbe7i6nb4wl11izjai,F. Wustinger,Florian Wustinger,23,Midfielder,Austria,Midfielder,31.0,13.0,1.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,3.0,3.0,204.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.02,50.0,0.0,0.0,0.0,64.0,50.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.676470588235295,5.735294117647059,0.4411764705882353,19.411764705882355,1.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.4411764705882353,0.4411764705882353,7.0588235294117645,1.3235294117647058,1.3235294117647058,0.0,1.3235294117647058,0.0,2.647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.02,50.0,0.0,0.0,0.0,64.0,50.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,33,11,6,11,67,17,8,22,14,19,19,19,61,36,61,11,44,22,92,33,33,53,44,47,50,50,50,33,33,22,33,89,58,83,11,17,19,8,8,19,8,11,8,8,33,11,6,11,72,17,8,22,14,19,22,22,100,44,78,11,72,22,100,33,33,53,44,47,50,50,50,33,33,22,33,89,58,83,11,17,19,8,8,19,8,11,8,8,Austrian Bundesliga
Austria Wien,84gk4ytf9vr8oml51cqyit78w,ahoze7dvvhpx45t6887vqpgk4,D. Nnodim,Daniel Nnodim,18,Defender,Germany,Defender,8.0,18.0,1.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0,97.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,73.53,50.0,16.67,0.0,100.0,55.56,50.0,100.0,0.0806139563571742,0.0479550518426851,1.0,5.0,0.1219250399999999,3.0,1.0,2.0,0.11277772,11.0,7.422680412371134,16.701030927835053,0.9278350515463918,23.1958762886598,0.9278350515463918,0.9278350515463918,0.9278350515463918,0.0,0.9278350515463918,0.0,0.0,0.9278350515463918,4.639175257731959,2.783505154639176,0.0,0.9278350515463918,1.855670103092784,0.0,1.855670103092784,0.9278350515463918,0.9278350515463918,0.0,0.9278350515463918,0.0,0.0,0.0,73.53,50.0,16.67,0.0,100.0,55.56,50.0,100.0,0.0747964543520173,0.0444943779983676,0.9278350515463918,4.639175257731959,0.1131263257731957,2.783505154639176,0.9278350515463918,1.855670103092784,0.1046391216494845,10.20618556701031,RB/RCB,7,7,7,7,17,37,37,27,53,30,23,43,13,20,10,17,53,27,43,70,73,53,100,43,53,53,20,27,67,27,97,60,40,93,47,40,60,70,67,43,20,27,27,20,13,60,7,27,40,67,53,27,87,30,23,53,67,47,10,40,93,27,100,87,93,53,100,43,53,53,20,27,67,27,97,60,40,93,47,40,100,100,93,100,20,33,53,40,Austrian Bundesliga
Austria Wien,84gk4ytf9vr8oml51cqyit78w,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,Tae-Seok Lee,24,Defender,Korea Republic,Defender,51.0,40.0,9.0,88.0,2.0,1.0,4.0,2.0,2.0,0.0,3.0,3.0,13.0,9.0,0.0,270.0,2.0,5.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,72.73,36.0,50.0,0.0,25.0,50.0,40.0,83.33,0.3342131509051054,0.0670669641616464,2.0,6.0,0.14098757,2.0,14.0,14.0,0.3460315,39.0,17.0,13.333333333333334,3.0,29.33333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,4.333333333333333,3.0,0.0,0.6666666666666666,1.6666666666666667,0.0,1.6666666666666667,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,72.73,36.0,50.0,0.0,25.0,50.0,40.0,83.33,0.1114043836350351,0.0223556547205488,0.6666666666666666,2.0,0.0469958566666666,0.6666666666666666,4.666666666666667,4.666666666666667,0.1153438333333333,13.0,LB/LCB,53,39,72,31,19,31,86,69,86,28,64,61,42,39,11,28,94,25,69,69,72,53,44,78,53,53,33,50,92,25,64,36,28,72,78,28,89,78,61,58,81,69,44,22,50,44,81,44,11,39,83,61,89,28,67,61,33,33,11,22,89,25,72,67,78,53,44,67,53,53,33,50,92,25,64,36,28,72,72,33,94,67,61,56,81,67,44,50,Austrian Bundesliga
Austria Wien,84gk4ytf9vr8oml51cqyit78w,bqg2p4lfk0ldhn0oojwva47h1,R. Ranftl,Reinhold Ranftl,34,Midfielder,Austria,Midfielder,44.0,36.0,11.0,79.0,2.0,1.0,3.0,0.0,3.0,0.0,4.0,4.0,10.0,10.0,3.0,270.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.54,39.29,11.11,0.0,0.0,38.46,40.0,83.33,0.2148744809007023,0.0979246932940672,3.0,7.0,0.14966551,4.0,8.0,12.0,0.25396135,33.0,14.666666666666666,12.0,3.6666666666666665,26.33333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,0.0,1.3333333333333333,1.3333333333333333,3.333333333333333,3.333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,70.54,39.29,11.11,0.0,0.0,38.46,40.0,83.33,0.0716248269669007,0.0326415644313557,1.0,2.333333333333333,0.0498885033333333,1.3333333333333333,2.6666666666666665,4.0,0.0846537833333333,11.0,RM/RCM,78,33,78,56,50,28,61,17,100,28,61,61,56,89,78,39,61,22,78,44,28,56,50,50,56,56,22,22,44,22,28,33,56,89,44,33,94,50,44,72,50,44,33,44,78,33,78,44,44,22,28,17,100,28,44,44,44,89,72,33,56,22,89,44,28,56,50,50,56,56,22,22,44,22,28,33,56,89,44,33,89,56,56,56,56,22,22,33,Austrian Bundesliga
Austria Wien,84gk4ytf9vr8oml51cqyit78w,bt14dhf0l9mchdmbh7ygtzeqy,J. Hettwer,Julian Hettwer,23,Attacker,Germany,Striker,7.0,14.0,2.0,21.0,1.0,2.0,7.0,4.0,3.0,1.0,3.0,3.0,5.0,0.0,0.0,181.0,8.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,55.26,50.0,0.0,33.33,28.57,35.71,25.0,100.0,0.7659390297734562,0.0813742976995765,6.0,3.0,0.09588974,0.0,2.0,5.0,0.1282751,10.0,3.4806629834254146,6.961325966850829,0.994475138121547,10.441988950276244,0.4972375690607735,0.994475138121547,3.4806629834254146,1.988950276243094,1.4917127071823204,0.4972375690607735,1.4917127071823204,1.4917127071823204,2.4861878453038675,0.0,0.0,3.977900552486188,0.994475138121547,0.4972375690607735,0.4972375690607735,0.0,0.994475138121547,0.0,0.4972375690607735,0.0,0.0,0.0,55.26,50.0,0.0,33.33,28.57,35.71,25.0,100.0,0.3808536612133207,0.0404623579721651,2.983425414364641,1.4917127071823204,0.0476799812154696,0.0,0.994475138121547,2.4861878453038675,0.0637831988950276,4.972375690607735,ST,52,40,74,48,28,38,72,50,91,62,55,52,31,19,33,36,67,50,62,36,43,52,55,43,52,52,17,64,36,47,21,34,36,81,69,17,100,71,69,26,53,83,69,55,45,38,76,38,24,45,79,48,90,55,59,55,24,19,33,45,69,52,59,36,48,52,59,43,52,52,17,64,36,47,21,34,36,81,69,17,100,72,76,26,52,76,52,59,Austrian Bundesliga
Austria Wien,84gk4ytf9vr8oml51cqyit78w,etu1zuv8gi4y40rkt50ot0zu2,K. Boateng,Kelvin Boateng,26,Attacker,Ghana,Striker,6.0,10.0,0.0,16.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,9.0,3.0,0.0,139.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.33,0.0,0.0,0.0,50.0,45.0,45.45,100.0,0.1555140995445962,0.1630752925194551,0.0,1.0,0.02756312,2.0,1.0,2.0,0.1119371199999999,7.0,3.884892086330935,6.474820143884892,0.0,10.359712230215829,3.237410071942446,1.2949640287769784,1.2949640287769784,0.6474820143884892,0.6474820143884892,0.6474820143884892,1.2949640287769784,1.2949640287769784,5.827338129496403,1.9424460431654675,0.0,3.237410071942446,1.9424460431654675,0.0,0.6474820143884892,0.0,0.6474820143884892,0.0,0.0,0.0,0.0,0.0,53.33,0.0,0.0,0.0,50.0,45.0,45.45,100.0,0.1006925824389471,0.1055883188974889,0.0,0.6474820143884892,0.0178466244604316,1.2949640287769784,0.6474820143884892,1.2949640287769784,0.0724772719424459,4.532374100719425,ST,38,21,28,21,71,38,12,9,48,62,31,26,67,78,33,22,83,17,62,36,21,52,22,43,52,52,14,28,36,17,62,66,50,81,7,48,17,33,28,78,31,41,62,29,59,31,28,34,86,66,10,10,59,72,48,41,86,90,33,24,97,17,79,36,28,52,22,43,52,52,14,28,36,17,62,66,50,81,7,62,17,28,28,83,38,45,55,48,Austrian Bundesliga
Austria Wien,84gk4ytf9vr8oml51cqyit78w,qsrfvvtj7x8lm6vualbotexh,J. Handl,Johannes Handl,28,Defender,Austria,Defender,76.0,39.0,12.0,114.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,8.0,212.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.37,52.17,100.0,0.0,0.0,53.33,80.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.264150943396224,16.556603773584904,5.09433962264151,48.39622641509434,1.6981132075471697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39622641509434,9.764150943396226,3.39622641509434,0.8490566037735848,0.4245283018867924,0.0,0.8490566037735848,0.4245283018867924,0.0,0.0,0.0,0.0,0.0,0.0,88.37,52.17,100.0,0.0,0.0,53.33,80.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,60,40,87,47,53,17,13,27,17,30,23,20,30,87,100,30,30,27,43,70,30,53,50,43,53,53,67,33,100,27,30,53,83,50,13,17,20,17,17,17,10,10,10,10,73,53,93,73,67,17,13,27,17,30,23,20,40,100,100,33,33,27,53,73,30,53,50,43,53,53,67,33,100,27,30,53,83,50,13,17,20,17,17,17,10,10,10,10,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,12ct3w7p1k04qqcbz7253c38q,Anderson,Anderson dos Santos Gomes,28,Midfielder,Brazil,Midfielder,23.0,14.0,4.0,35.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,146.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,81.4,66.67,66.67,0.0,100.0,33.33,42.86,0.0,0.262045294406643,0.111412811749223,0.0,2.0,0.04501372,0.0,3.0,7.0,0.3845120399999999,15.0,14.178082191780822,8.63013698630137,2.4657534246575343,21.575342465753423,1.8493150684931507,0.6164383561643836,1.2328767123287672,1.2328767123287672,0.0,0.0,0.6164383561643836,0.6164383561643836,3.0821917808219177,1.2328767123287672,0.6164383561643836,1.8493150684931507,0.0,0.0,0.0,1.2328767123287672,1.2328767123287672,0.0,0.0,0.0,0.0,0.0,81.4,66.67,66.67,0.0,100.0,33.33,42.86,0.0,0.1615347705246429,0.0686791305303429,0.0,1.2328767123287672,0.0277481835616438,0.0,1.8493150684931507,4.315068493150685,0.2370279698630136,9.246575342465754,RM/RCM,33,22,28,22,83,28,33,72,17,28,22,22,22,50,44,56,22,22,17,56,100,56,50,50,56,56,56,78,89,22,100,22,67,17,78,44,22,22,22,17,22,22,56,22,67,22,56,22,89,44,78,100,17,28,22,22,33,67,56,78,22,22,17,67,100,56,50,50,56,56,56,78,89,22,100,22,67,17,100,44,22,22,22,17,22,44,78,22,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,1tt9jeekqwpyi6lnj4vyouuj8,L. Vraa,Ludwig Vraa,21,Defender,Denmark,Defender,50.0,23.0,6.0,73.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,12.0,3.0,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.9,46.15,0.0,100.0,0.0,38.89,50.0,0.0,0.0,0.0318083249006316,0.0,0.0,0.0,0.0,2.0,3.0,0.11475366,49.0,25.0,11.5,3.0,36.5,3.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,3.5,6.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.9,46.15,0.0,100.0,0.0,38.89,50.0,0.0,0.0,0.0159041624503158,0.0,0.0,0.0,0.0,1.0,1.5,0.05737683,24.5,CB,24,29,36,24,69,67,12,19,38,40,71,86,31,52,52,10,21,81,10,48,38,45,48,48,52,52,48,29,48,88,38,5,38,10,12,62,38,29,29,31,26,31,29,43,24,38,50,24,83,79,12,19,38,40,71,90,31,67,57,10,21,86,10,48,38,45,48,48,52,52,48,29,48,88,38,5,38,10,12,71,38,29,29,31,31,38,43,43,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,1txuey6whn44u8ssg0v2mdtjp,D. Maderner,Daniel Maderner,30,Attacker,Austria,Striker,2.0,6.0,0.0,8.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,8.0,4.0,1.0,144.0,6.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,25.0,33.33,75.0,100.0,0.3127922620285178,0.0855895178341121,1.0,0.0,0.0,0.0,0.0,1.0,0.01424881,2.0,1.25,3.75,0.0,5.0,1.875,0.625,2.5,1.25,1.25,0.625,1.25,1.25,5.0,2.5,0.625,3.75,1.25,0.625,1.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,25.0,33.33,75.0,100.0,0.1954951637678236,0.05349344864632,0.625,0.0,0.0,0.0,0.0,0.625,0.00890550625,1.25,ST,14,7,28,3,50,14,34,22,78,62,31,26,59,86,78,29,67,50,93,36,21,52,22,43,52,52,10,28,36,67,17,29,97,81,21,24,43,12,12,26,10,17,10,3,10,7,28,3,66,10,45,24,83,69,41,34,74,100,79,38,83,59,97,36,21,52,22,43,52,52,10,28,36,67,17,29,97,81,21,34,52,12,12,26,10,24,10,3,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,2bi4tetdl242ijihyrr7ivd62,C. Lichtenberger,Christian Lichtenberger,30,Midfielder,Austria,Midfielder,33.0,32.0,1.0,64.0,3.0,3.0,4.0,3.0,1.0,2.0,9.0,9.0,17.0,2.0,1.0,223.0,8.0,7.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,90.14,100.0,33.33,22.22,25.0,50.0,33.33,60.0,0.3676125082359774,0.2432701495069105,1.0,3.0,0.06767368,1.0,2.0,1.0,0.47122532,13.0,13.318385650224217,12.914798206278029,0.4035874439461883,25.829596412556054,1.210762331838565,1.210762331838565,1.6143497757847534,1.210762331838565,0.4035874439461883,0.8071748878923767,3.632286995515695,3.632286995515695,6.860986547085202,0.8071748878923767,0.4035874439461883,3.2286995515695067,2.825112107623318,0.8071748878923767,1.210762331838565,0.4035874439461883,0.4035874439461883,0.0,0.0,0.4035874439461883,0.0,0.0,90.14,100.0,33.33,22.22,25.0,50.0,33.33,60.0,0.1483637925616052,0.098180777827901,0.4035874439461883,1.210762331838565,0.0273122475336322,0.4035874439461883,0.8071748878923767,0.4035874439461883,0.1901806224215246,5.246636771300448,CM/AM,59,43,15,48,83,48,57,81,30,74,89,89,93,61,46,81,93,63,81,50,56,52,48,85,52,52,81,94,69,33,54,59,54,56,67,52,35,30,26,28,9,7,74,15,63,22,15,37,78,37,48,81,22,74,85,85,81,63,41,78,96,56,74,41,52,52,48,81,52,52,81,94,69,33,54,59,54,56,67,41,26,19,15,19,7,7,74,15,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,2wcwp6hm07q5k8bkbglsicn6y,M. Gragger,Matthias Gragger,24,Defender,Austria,Defender,31.0,22.0,3.0,52.0,7.0,0.0,4.0,3.0,1.0,0.0,7.0,7.0,16.0,2.0,3.0,233.0,4.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,72.22,60.0,20.0,57.14,25.0,50.0,70.0,66.67,0.5525537003134168,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.09824614,14.0,11.974248927038628,8.49785407725322,1.1587982832618025,20.085836909871244,2.703862660944206,0.0,1.5450643776824031,1.1587982832618025,0.3862660944206008,0.0,2.703862660944206,2.703862660944206,6.180257510729613,0.7725321888412017,1.1587982832618025,1.5450643776824031,0.7725321888412017,1.5450643776824031,0.7725321888412017,0.3862660944206008,0.3862660944206008,0.0,0.0,0.0,0.0,0.0,72.22,60.0,20.0,57.14,25.0,50.0,70.0,66.67,0.2134327597777146,0.0,0.3862660944206008,0.0,0.0,0.0,1.1587982832618025,0.3862660944206008,0.0379491527896995,5.407725321888412,RB/RCB,27,13,13,13,83,17,77,83,53,30,83,83,80,7,63,60,53,90,43,70,73,53,50,43,53,53,13,73,73,73,70,43,67,50,87,17,60,17,17,17,27,20,20,27,27,7,20,13,87,17,87,87,67,30,93,93,87,7,73,73,67,93,47,67,80,53,50,43,53,53,13,73,73,73,70,43,67,50,87,17,73,17,17,17,27,20,20,20,Austrian Bundesliga
