Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total interception_Total,total big chances saved_Total,total assists_Total,total goals_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total interception_p90,total big chances saved_p90,total assists_p90,total goals_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total assists_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total interception_p90PR,total big chances saved_p90PR,total assists_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Sion,b9fc1umgats16gk6wr769wh8a,9w8ka8b5aaxqaqlnit33glkb8,F. Surdez,Franck Surdez,24,Attacker,Switzerland,Striker,5.0,0.0,25.0,0.0,30.0,1.0,3.0,6.0,5.0,1.0,4.0,3.0,3.0,4.0,0.0,106.0,1.0,14.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,88.24,0.0,0.0,33.33,16.67,33.33,50.0,100.0,0.582789017093186,0.2262262090641852,2.0,5.0,0.15901017,1.0,1.0,2.0,0.1266823799999999,14.0,4.245283018867925,0.0,21.22641509433962,0.0,25.471698113207548,0.8490566037735848,2.547169811320755,5.09433962264151,4.245283018867925,0.8490566037735848,3.39622641509434,2.547169811320755,2.547169811320755,3.39622641509434,0.0,0.8490566037735848,11.88679245283019,0.8490566037735848,0.8490566037735848,0.8490566037735848,0.0,0.0,1.6981132075471697,0.8490566037735848,0.0,0.0,88.24,0.0,0.0,33.33,16.67,33.33,50.0,100.0,0.4948208635696862,0.19207885675261,1.6981132075471697,4.245283018867925,0.1350086349056603,0.8490566037735848,0.8490566037735848,1.6981132075471697,0.1075605113207546,11.88679245283019,LW,25,38,38,50,25,38,75,38,75,25,100,25,25,25,38,50,75,25,25,62,38,62,100,62,62,62,100,50,38,50,50,25,75,100,50,75,25,50,25,38,25,25,50,25,50,38,100,50,100,50,100,75,100,25,100,50,50,25,38,50,100,25,25,75,38,62,100,100,62,62,100,50,38,50,50,25,75,100,100,100,75,100,100,50,25,25,75,100,Swiss Super League
Sion,b9fc1umgats16gk6wr769wh8a,a7ehmifoznpz11r08q58yzgx6,N. Sow,Noé Sow,27,Defender,France,Defender,82.0,0.0,51.0,6.0,133.0,6.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,15.0,8.0,270.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,91.1,46.15,0.0,0.0,0.0,50.0,46.15,50.0,0.3244373651765284,0.0,1.0,1.0,0.0199707,1.0,10.0,11.0,0.2118595999999999,91.0,27.33333333333333,0.0,17.0,2.0,44.333333333333336,2.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,5.0,2.6666666666666665,0.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,91.1,46.15,0.0,0.0,0.0,50.0,46.15,50.0,0.1081457883921761,0.0,0.3333333333333333,0.3333333333333333,0.0066569,0.3333333333333333,3.333333333333333,3.6666666666666665,0.0706198666666666,30.33333333333333,CB,59,43,82,46,68,50,32,86,80,91,93,23,23,50,20,39,50,62,34,52,43,46,48,45,52,52,93,50,43,34,39,14,16,34,86,34,93,57,59,73,86,79,75,89,45,43,79,23,57,27,32,82,70,89,89,23,23,29,11,39,38,43,34,45,30,46,48,45,52,52,93,50,43,34,39,14,16,34,86,34,93,55,57,66,75,68,68,86,Swiss Super League
Sion,b9fc1umgats16gk6wr769wh8a,blnu4m2eer1y7vscaosgxjkrt,J. Kronig,Jan Kronig,26,Defender,Switzerland,Defender,125.0,0.0,41.0,3.0,166.0,6.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,15.0,20.0,270.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,90.22,23.08,0.0,0.0,33.33,71.43,66.67,12.5,0.2522167389494423,0.0,2.0,3.0,0.06022249,1.0,9.0,11.0,0.2637253499999999,112.0,41.66666666666666,0.0,13.666666666666666,1.0,55.333333333333336,2.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,5.0,6.666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,90.22,23.08,0.0,0.0,33.33,71.43,66.67,12.5,0.0840722463164807,0.0,0.6666666666666666,1.0,0.0200741633333333,0.3333333333333333,3.0,3.6666666666666665,0.0879084499999999,37.333333333333336,LB/LCB,100,21,64,38,100,83,24,88,74,86,36,12,12,81,95,83,26,36,26,21,10,50,48,100,50,50,95,19,21,26,79,88,90,5,95,24,93,67,62,45,88,83,57,100,100,21,33,19,100,71,24,88,62,81,36,12,12,62,95,76,14,26,26,5,10,50,48,100,50,50,95,19,21,26,79,88,90,5,81,24,93,48,43,33,67,57,57,100,Swiss Super League
Sion,b9fc1umgats16gk6wr769wh8a,ge9iggeojluopt0tr9sl2yy2,I. Chouaref,Ilyas Chouaref,25,Attacker,Malta,Striker,18.0,4.0,49.0,1.0,63.0,0.0,7.0,4.0,0.0,4.0,1.0,6.0,7.0,13.0,3.0,180.0,0.0,7.0,4.0,2.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,88.73,100.0,28.57,33.33,0.0,46.43,0.0,85.71,0.2324183827581313,0.844796979918945,1.0,6.0,0.15967796,7.0,4.0,9.0,0.71471598,30.0,9.0,2.0,24.5,0.5,31.5,0.0,3.5,2.0,0.0,2.0,0.5,3.0,3.5,6.5,1.5,0.0,3.5,2.0,1.0,3.0,2.0,0.0,0.5,0.0,0.0,0.0,88.73,100.0,28.57,33.33,0.0,46.43,0.0,85.71,0.1162091913790656,0.4223984899594725,0.5,3.0,0.07983898,3.5,2.0,4.5,0.35735799,15.0,ST,94,98,100,61,100,10,94,31,3,100,40,71,73,65,82,8,23,74,60,100,94,52,77,19,52,52,100,85,84,44,8,71,11,77,6,100,40,92,87,100,87,98,100,100,97,100,100,66,100,10,100,13,3,97,29,74,76,77,94,8,10,73,63,100,97,52,82,19,52,52,100,85,84,44,8,71,11,77,6,100,37,97,94,100,84,100,100,100,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,1amx0jc0ey5w1z9g3f3nb9t2i,A. Balde,Aliou Balde,23,Attacker,Guinea,Striker,3.0,2.0,26.0,2.0,27.0,4.0,6.0,14.0,12.0,2.0,5.0,6.0,7.0,10.0,0.0,216.0,6.0,22.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,71.05,100.0,66.67,33.33,42.86,35.71,50.0,100.0,1.7960350440669277,0.5949106419175043,5.0,5.0,0.14882877,3.0,3.0,5.0,0.13995466,13.0,1.25,0.8333333333333334,10.833333333333334,0.8333333333333334,11.25,1.6666666666666667,2.5,5.833333333333334,5.0,0.8333333333333334,2.083333333333333,2.5,2.916666666666667,4.166666666666667,0.0,2.5,9.166666666666668,1.25,0.8333333333333334,0.4166666666666667,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,71.05,100.0,66.67,33.33,42.86,35.71,50.0,100.0,0.7483479350278865,0.2478794341322934,2.083333333333333,2.083333333333333,0.0620119875,1.25,1.25,2.083333333333333,0.0583144416666666,5.416666666666667,ST,18,89,76,82,53,63,90,94,94,76,97,71,73,48,21,97,94,58,60,53,34,52,31,60,52,52,48,85,100,44,77,31,82,90,94,94,98,82,84,84,76,79,74,76,6,90,71,87,47,58,71,97,97,77,100,61,61,39,21,94,90,52,55,55,34,52,31,53,52,52,48,85,100,44,77,31,82,90,97,90,100,84,84,82,61,81,68,55,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,1hxi6jvbthhyy1l1oqd7vsnhl,H. Vandermersch,Hugo Vandermersch,27,Defender,France,Defender,10.0,0.0,29.0,4.0,39.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,12.0,2.0,161.0,0.0,7.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,61.9,33.33,0.0,33.33,0.0,63.16,66.67,66.67,0.2325442554625205,0.0428831497425083,1.0,5.0,0.10524206,4.0,5.0,8.0,0.1911221599999999,23.0,5.590062111801242,0.0,16.211180124223603,2.2360248447204967,21.801242236024844,2.2360248447204967,1.1180124223602483,2.2360248447204967,1.6770186335403725,0.5590062111801242,0.5590062111801242,1.6770186335403725,2.2360248447204967,6.70807453416149,1.1180124223602483,0.0,3.913043478260869,2.2360248447204967,0.5590062111801242,1.1180124223602483,1.1180124223602483,0.0,0.0,0.0,0.0,0.0,61.9,33.33,0.0,33.33,0.0,63.16,66.67,66.67,0.1299936831778065,0.0239719470610294,0.5590062111801242,2.795031055900621,0.0588309652173913,2.2360248447204967,2.795031055900621,4.472049689440993,0.1068384745341614,12.857142857142856,RB/RCB,6,22,31,31,25,72,53,81,81,81,91,62,66,50,19,28,75,78,50,34,25,44,38,47,53,53,12,19,22,44,28,81,75,50,62,31,81,72,56,88,53,59,38,31,6,22,75,56,31,88,75,94,100,88,94,81,81,75,25,28,100,100,62,44,19,44,38,47,53,53,12,19,22,44,28,81,75,50,75,38,88,94,75,88,75,88,50,44,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,281f7899ialr1z6l51mitpp7t,L. Daschner,Lukas Daschner,27,Midfielder,Germany,Midfielder,28.0,10.0,44.0,5.0,62.0,7.0,6.0,3.0,2.0,1.0,1.0,3.0,3.0,18.0,12.0,235.0,2.0,4.0,3.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,65.96,22.73,45.45,0.0,66.67,58.06,70.0,37.5,0.2912886918923262,0.7884952036448986,1.0,1.0,0.01685596,1.0,6.0,7.0,0.19194383,35.0,10.72340425531915,3.829787234042553,16.851063829787233,1.9148936170212765,23.74468085106383,2.680851063829788,2.297872340425532,1.1489361702127658,0.7659574468085106,0.3829787234042553,0.3829787234042553,1.1489361702127658,1.1489361702127658,6.893617021276596,4.595744680851063,0.7659574468085106,1.5319148936170213,1.1489361702127658,0.0,1.1489361702127658,1.5319148936170213,0.0,0.3829787234042553,0.3829787234042553,0.0,0.0,65.96,22.73,45.45,0.0,66.67,58.06,70.0,37.5,0.1115573713630185,0.3019768865023016,0.3829787234042553,0.3829787234042553,0.0064554740425531,0.3829787234042553,2.297872340425532,2.680851063829788,0.0735104029787234,13.404255319148936,CM/AM,60,98,42,65,42,96,63,27,50,31,46,38,38,87,100,54,33,54,15,69,94,52,79,60,52,52,8,15,71,15,83,73,100,15,42,81,38,15,12,23,46,44,31,54,65,96,31,69,38,100,62,27,46,27,50,35,35,92,100,50,31,46,15,62,92,52,81,54,52,52,8,15,71,15,83,73,100,15,38,77,31,12,12,19,50,42,31,50,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,4tk4xx48lydt8rqn58vwn55ka,M. Stevanović,Mihailo Stevanovic,24,Midfielder,Serbia,Midfielder,20.0,0.0,36.0,5.0,56.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,4.0,10.0,3.0,196.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,74.67,45.45,0.0,100.0,0.0,83.33,50.0,66.67,0.0532106719712134,0.102481112498215,1.0,5.0,0.11004389,3.0,10.0,11.0,0.23620598,31.0,9.183673469387756,0.0,16.53061224489796,2.295918367346939,25.714285714285715,0.9183673469387756,0.9183673469387756,0.4591836734693878,0.0,0.4591836734693878,0.0,1.3775510204081634,1.8367346938775515,4.591836734693878,1.3775510204081634,0.0,0.4591836734693878,0.9183673469387756,1.3775510204081634,0.9183673469387756,0.0,0.4591836734693878,0.0,0.0,0.0,0.0,74.67,45.45,0.0,100.0,0.0,83.33,50.0,66.67,0.0244334718235163,0.0470576536981599,0.4591836734693878,2.295918367346939,0.0505303576530612,1.3775510204081634,4.591836734693878,5.051020408163266,0.1084619295918367,14.234693877551022,RM/RCM,75,25,25,75,50,50,62,25,25,50,38,50,62,50,75,38,25,50,100,50,38,100,62,50,62,62,50,75,25,100,38,100,100,88,25,50,62,75,75,100,100,100,75,50,50,25,75,75,50,50,50,25,25,50,38,75,75,50,50,38,25,50,100,50,38,100,62,50,62,62,50,75,25,100,38,100,100,88,25,50,75,100,50,100,100,100,75,75,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,5b3n7shchd7m2a11l5801d2w9,J. Stanić,Jozo Stanic,27,Defender,Croatia,Defender,35.0,0.0,25.0,10.0,60.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,19.0,215.0,0.0,2.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,69.77,37.04,0.0,0.0,0.0,66.67,66.67,66.67,0.0571924778337896,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.09310746,34.0,14.651162790697676,0.0,10.465116279069768,4.186046511627907,25.116279069767444,5.023255813953488,0.0,0.4186046511627907,0.4186046511627907,0.0,0.0,0.0,0.0,8.372093023255815,7.953488372093023,0.0,0.8372093023255814,2.0930232558139537,0.0,0.8372093023255814,1.255813953488372,0.0,0.0,0.0,0.0,0.0,69.77,37.04,0.0,0.0,0.0,66.67,66.67,66.67,0.0239410372327491,0.0,0.0,0.0,0.0,0.0,1.255813953488372,1.6744186046511629,0.0389752158139534,14.232558139534884,CB,29,43,32,79,32,86,32,48,52,43,43,23,23,79,73,39,50,86,34,32,43,46,48,45,52,52,7,25,43,34,39,70,62,57,39,34,45,25,25,32,34,41,39,50,18,43,14,93,14,93,32,46,54,43,43,23,23,89,75,39,50,93,34,39,36,46,48,45,52,52,7,25,43,34,39,70,62,57,39,34,45,25,25,32,32,36,36,32,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,8ibag83uzcirmb7vycpdxxw5w,L. Frokaj,Leon Frokaj,21,Midfielder,Kosovo,Midfielder,15.0,2.0,27.0,1.0,40.0,2.0,4.0,8.0,5.0,3.0,4.0,8.0,8.0,16.0,3.0,249.0,2.0,17.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,74.07,16.67,66.67,25.0,25.0,48.48,50.0,50.0,0.7293150538405748,0.3045966227362444,5.0,5.0,0.23488303,1.0,4.0,3.0,0.1978469699999999,18.0,5.421686746987952,0.7228915662650602,9.759036144578314,0.3614457831325301,14.457831325301203,0.7228915662650602,1.4457831325301205,2.891566265060241,1.8072289156626504,1.0843373493975903,1.4457831325301205,2.891566265060241,2.891566265060241,5.783132530120482,1.0843373493975903,0.7228915662650602,6.144578313253012,2.891566265060241,0.7228915662650602,0.7228915662650602,0.3614457831325301,0.0,0.0,0.0,0.0,0.0,74.07,16.67,66.67,25.0,25.0,48.48,50.0,50.0,0.2636078507857499,0.1100951648444256,1.8072289156626504,1.8072289156626504,0.0848974807228915,0.3614457831325301,1.4457831325301205,1.0843373493975903,0.0715109530120481,6.506024096385542,CM/AM,31,54,12,13,12,63,42,87,85,75,98,75,75,73,81,54,92,96,48,42,42,52,35,21,52,52,23,8,100,33,27,46,71,23,81,38,100,56,85,23,33,17,35,23,27,50,4,12,8,62,35,88,77,69,96,77,65,69,85,42,96,85,46,35,38,52,35,21,52,52,23,8,100,33,27,46,71,23,85,31,96,54,77,15,35,15,27,19,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,8tqphrtr7fraqeunw67iwwq8l,C. Okoroji,Chima Okoroji,29,Defender,Germany,Defender,48.0,2.0,33.0,5.0,79.0,4.0,1.0,3.0,0.0,3.0,3.0,1.0,1.0,9.0,17.0,270.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,79.8,29.41,33.33,0.0,0.0,50.0,50.0,75.0,0.2788818915513701,0.0760858198434731,2.0,4.0,0.09994311,2.0,8.0,9.0,0.25959869,45.0,16.0,0.6666666666666666,11.0,1.6666666666666667,26.33333333333333,1.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,3.0,5.666666666666667,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,79.8,29.41,33.33,0.0,0.0,50.0,50.0,75.0,0.0929606305171233,0.0253619399478243,0.6666666666666666,1.3333333333333333,0.03331437,0.6666666666666666,2.6666666666666665,3.0,0.0865328966666666,15.0,LB/LCB,71,60,33,67,62,64,52,88,29,95,100,36,36,48,86,36,57,36,26,74,62,50,48,50,50,50,57,38,71,26,36,36,55,76,100,52,93,81,71,71,76,71,52,74,62,57,19,48,24,62,48,88,29,95,100,29,29,24,86,36,40,26,26,62,57,50,48,50,50,50,57,38,71,26,36,36,55,76,86,52,93,57,67,52,57,45,52,52,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,an0tzhrx6uhf75uper52ta3o4,J. Ruiz,Joel Ruiz,19,Defender,Switzerland,Defender,23.0,0.0,9.0,4.0,32.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,7.0,157.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,65.31,40.0,0.0,0.0,0.0,57.14,50.0,100.0,0.159656435224963,0.0589340970901399,1.0,0.0,0.0,0.0,2.0,2.0,0.0775126599999999,17.0,13.18471337579618,0.0,5.159235668789809,2.2929936305732483,18.343949044585987,2.2929936305732483,0.5732484076433121,1.1464968152866242,0.5732484076433121,0.5732484076433121,0.0,0.0,0.0,4.585987261146497,4.012738853503184,0.0,1.1464968152866242,0.5732484076433121,0.0,1.7197452229299364,0.5732484076433121,0.0,0.0,0.0,0.0,0.0,65.31,40.0,0.0,0.0,0.0,57.14,50.0,100.0,0.0915227972627176,0.033783877312819,0.5732484076433121,0.0,0.0,0.0,1.1464968152866242,1.1464968152866242,0.0444340089171973,9.745222929936306,RB/RCB,25,22,12,31,12,72,38,59,50,81,41,19,19,31,50,28,31,25,22,53,9,44,38,47,53,53,19,56,22,22,28,50,50,91,56,44,81,16,16,22,28,25,19,19,38,22,6,69,12,94,38,69,62,94,41,19,19,44,75,28,50,31,22,56,12,44,38,47,53,53,19,56,22,22,28,50,50,91,69,44,94,16,16,22,38,25,25,19,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,bjdsvjk3045h7qle29hx8tmcq,A. Hunziker,Andrin Hunziker,23,Attacker,Switzerland,Striker,0.0,0.0,15.0,0.0,15.0,12.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,18.0,1.0,137.0,1.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.86,0.0,0.0,66.67,25.0,47.37,44.44,33.33,0.518389438350116,0.291797766463395,1.0,1.0,0.01689528,1.0,1.0,1.0,0.02530009,7.0,0.0,0.0,9.854014598540148,0.0,9.854014598540148,7.883211678832117,2.6277372262773726,2.6277372262773726,1.9708029197080288,0.6569343065693432,1.3138686131386863,1.9708029197080288,1.9708029197080288,11.824817518248176,0.6569343065693432,0.6569343065693432,6.569343065693431,0.6569343065693432,1.3138686131386863,0.6569343065693432,0.0,0.0,0.0,0.6569343065693432,0.0,0.0,42.86,0.0,0.0,66.67,25.0,47.37,44.44,33.33,0.3405478062154046,0.1916919633701135,0.6569343065693432,0.6569343065693432,0.0110990890510948,0.6569343065693432,0.6569343065693432,0.6569343065693432,0.0166204970802919,4.598540145985401,ST,3,37,40,24,21,94,76,31,27,50,71,34,29,87,50,31,44,19,60,53,34,52,31,60,52,52,3,24,37,87,31,76,63,44,48,71,40,26,19,50,35,29,19,35,3,37,52,24,23,100,81,44,40,60,81,53,50,94,50,32,71,16,68,65,34,52,31,65,52,52,3,24,37,87,31,76,63,44,58,84,48,29,19,52,42,34,26,42,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,d1ze9efbuztkd5rdk7kzxf1zp,L. Görtler,Lukas Görtler,32,Midfielder,Germany,Midfielder,35.0,0.0,54.0,6.0,89.0,2.0,6.0,11.0,10.0,1.0,4.0,4.0,4.0,18.0,1.0,259.0,6.0,19.0,9.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,71.77,33.33,0.0,75.0,54.55,75.0,50.0,75.0,0.9984520630280662,0.6164872481448187,1.0,5.0,0.19377261,2.0,16.0,22.0,0.61271849,49.0,12.16216216216216,0.0,18.764478764478763,2.0849420849420848,30.92664092664093,0.694980694980695,2.0849420849420848,3.8223938223938223,3.474903474903475,0.3474903474903475,1.38996138996139,1.38996138996139,1.38996138996139,6.254826254826255,0.3474903474903475,2.0849420849420848,6.602316602316602,3.1274131274131274,1.0424710424710424,1.0424710424710424,0.3474903474903475,0.0,0.3474903474903475,0.694980694980695,0.0,0.0,71.77,33.33,0.0,75.0,54.55,75.0,50.0,75.0,0.346952454334077,0.2142233680812111,0.3474903474903475,1.7374517374517375,0.0673341115830115,0.694980694980695,5.55984555984556,7.644787644787645,0.212913761003861,17.027027027027028,CM/AM,83,17,67,77,77,63,63,98,100,31,98,52,48,87,44,98,96,100,71,69,42,52,79,90,52,52,19,27,17,81,73,100,71,54,96,58,38,56,73,52,94,96,81,81,73,17,46,81,65,58,54,92,100,23,92,42,42,77,31,96,100,100,56,58,35,52,77,88,52,52,19,27,17,81,73,100,71,54,92,58,27,50,69,46,96,100,73,73,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,ec5tz48fm3i9da5xlfx1pn14a,C. Witzig,Christian Witzig,25,Midfielder,Switzerland,Midfielder,13.0,1.0,39.0,5.0,51.0,1.0,8.0,4.0,2.0,2.0,1.0,9.0,9.0,4.0,0.0,259.0,1.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.46,55.56,11.11,33.33,25.0,17.39,25.0,0.0,0.3246962706558413,0.6169411041035553,2.0,6.0,0.16655291,1.0,5.0,8.0,0.2643777499999999,22.0,4.517374517374518,0.3474903474903475,13.552123552123552,1.7374517374517375,17.72200772200772,0.3474903474903475,2.77992277992278,1.38996138996139,0.694980694980695,0.694980694980695,0.3474903474903475,3.1274131274131274,3.1274131274131274,1.38996138996139,0.0,0.3474903474903475,3.1274131274131274,0.0,1.0424710424710424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.46,55.56,11.11,33.33,25.0,17.39,25.0,0.0,0.1128288199190182,0.214381078646023,0.694980694980695,2.0849420849420848,0.0578755285714285,0.3474903474903475,1.7374517374517375,2.77992277992278,0.0918687162162161,7.644787644787645,CM/AM,21,40,31,65,27,40,81,42,50,52,46,81,81,4,13,25,71,8,71,4,15,52,35,21,52,52,38,62,35,44,27,4,54,4,50,62,63,71,65,23,38,56,42,35,12,42,19,62,12,38,73,38,38,46,42,81,69,4,13,23,58,8,56,4,15,52,35,21,52,52,38,62,35,44,27,4,54,4,42,62,62,58,62,12,38,46,42,27,Swiss Super League
St.Gallen,dty3ktxspuo8ayudnf0egkvx5,epp0e63d1glvgva25m32vbdyi,T. Gaal,Tom Gaal,25,Defender,Germany,Defender,11.0,0.0,7.0,4.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,90.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,36.36,0.0,0.0,0.0,33.33,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,7.0,4.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,36.36,0.0,0.0,0.0,33.33,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,12,22,6,31,6,47,16,12,19,34,41,19,19,6,25,28,31,9,22,34,25,44,38,47,53,53,6,41,22,22,28,6,75,91,12,16,34,16,16,22,9,9,6,6,12,22,12,100,6,81,16,12,19,34,41,19,19,38,50,28,69,9,22,69,88,44,38,47,53,53,6,41,22,22,28,6,75,91,12,16,34,16,16,22,9,9,6,6,Swiss Super League
