Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total duels won_Total,total mins played,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total aerial won_Total,total effective clearance_Total,total interception_Total,total big chances saved_Total,total contest_Total,total dribbles attempted_Total,total goals_Total,total ontarget attempt_Total,total won contest_Total,total assists_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total duels won_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total aerial won_p90,total effective clearance_p90,total interception_p90,total big chances saved_p90,total contest_p90,total dribbles attempted_p90,total goals_p90,total ontarget attempt_p90,total won contest_p90,total assists_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total duels won_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total aerial won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total won contest_TotalPR,total assists_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total duels won_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total aerial won_p90PR,total effective clearance_p90PR,total interception_p90PR,total big chances saved_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total won contest_p90PR,total assists_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Nordsjælland,77tfx9me4aaqhzv78bmgsy9bg,apspqh3shqfwobvh35x60q5g4,N. Markmann,Noah Markmann,19,Defender,Denmark,Defender,62.0,0.0,47.0,3.0,109.0,0.0,1.0,1.0,0.0,0.0,7.0,135.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,94.78,50.0,0.0,33.33,0.0,50.0,50.0,100.0,0.07291351625396,0.0,0.0,10.0,0.20748665,1.0,10.0,6.0,0.17624056,59.0,41.333333333333336,0.0,31.33333333333333,2.0,72.66666666666667,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,4.666666666666667,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,2.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,94.78,50.0,0.0,33.33,0.0,50.0,50.0,100.0,0.0486090108359733,0.0,0.0,6.666666666666667,0.1383244333333333,0.6666666666666666,6.666666666666667,4.0,0.1174937066666666,39.333333333333336,CB,35,38,29,22,26,16,34,38,35,37,18,18,22,49,24,10,28,46,88,88,41,31,72,46,51,51,85,57,38,59,31,18,43,94,26,18,41,97,91,50,53,37,24,41,76,38,94,35,91,16,57,63,35,37,60,32,50,94,46,10,62,46,100,99,41,31,97,46,51,51,85,57,38,59,31,18,43,94,38,18,41,100,100,71,85,62,68,74,Danish Superliga
Nordsjælland,77tfx9me4aaqhzv78bmgsy9bg,ayistjficdvpd0v10681qf578,V. Berthelsen,Villum Berthelsen,20,Midfielder,Denmark,Midfielder,26.0,1.0,57.0,4.0,82.0,10.0,9.0,7.0,2.0,2.0,13.0,228.0,20.0,6.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,82.0,57.14,100.0,100.0,33.33,54.17,66.67,100.0,1.3075281467693731,0.7229338019569783,2.0,13.0,0.32983975,2.0,9.0,13.0,0.4560992299999999,35.0,10.263157894736842,0.3947368421052631,22.5,1.5789473684210529,32.36842105263158,3.947368421052632,3.5526315789473686,2.763157894736842,0.7894736842105263,0.7894736842105263,5.131578947368421,7.894736842105264,2.368421052631579,0.7894736842105263,0.7894736842105263,0.0,0.3947368421052631,0.0,1.1842105263157896,1.1842105263157896,0.3947368421052631,1.1842105263157896,1.1842105263157896,0.0,0.0,0.0,82.0,57.14,100.0,100.0,33.33,54.17,66.67,100.0,0.5161295316194894,0.2853686060356493,0.7894736842105263,5.131578947368421,0.1301999013157894,0.7894736842105263,3.5526315789473686,5.131578947368421,0.1800391697368421,13.81578947368421,CM/AM,33,46,26,52,26,80,74,91,46,35,33,89,67,26,37,7,26,52,28,26,70,74,54,35,50,52,57,67,98,98,63,78,91,100,91,70,59,74,70,24,41,52,48,24,43,48,48,57,48,100,100,100,61,52,57,91,78,35,48,7,30,52,30,30,83,96,78,35,50,52,57,67,98,98,63,78,91,100,100,100,57,96,87,30,43,61,74,43,Danish Superliga
Nordsjælland,77tfx9me4aaqhzv78bmgsy9bg,b4ocx2ub0iwtzac72gd0voj6c,M. Walker,Markus Walker,19,Defender,Denmark,Defender,20.0,0.0,11.0,1.0,31.0,0.0,2.0,1.0,1.0,0.0,4.0,90.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,86.11,50.0,0.0,0.0,100.0,57.14,0.0,100.0,0.1474539503643514,0.0,0.0,2.0,0.04101768,1.0,0.0,1.0,0.018803,9.0,20.0,0.0,11.0,1.0,31.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,86.11,50.0,0.0,0.0,100.0,57.14,0.0,100.0,0.1474539503643514,0.0,0.0,2.0,0.04101768,1.0,0.0,1.0,0.018803,9.0,CB,9,38,3,9,3,16,53,38,81,37,6,32,62,21,3,10,6,46,56,56,97,88,28,46,51,51,35,57,38,28,97,44,3,94,47,18,41,32,35,50,9,15,15,15,24,38,18,21,12,16,96,87,100,37,50,79,100,50,3,15,6,46,90,90,100,100,28,46,51,51,35,57,38,28,97,44,3,94,82,18,41,82,79,82,9,21,15,18,Danish Superliga
Nordsjælland,77tfx9me4aaqhzv78bmgsy9bg,c1s6vw84nupd8c0mbj8gov5lg,S. Acquah,Stephen Acquah,20,Defender,Ghana,Defender,135.0,0.0,107.0,10.0,242.0,1.0,4.0,2.0,2.0,0.0,9.0,230.0,3.0,4.0,2.0,4.0,7.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,95.65,66.67,0.0,0.0,25.0,37.5,66.67,100.0,0.3273621224740892,0.0798705493080391,2.0,3.0,0.0626893799999999,4.0,23.0,13.0,0.4524094499999998,150.0,52.82608695652174,0.0,41.869565217391305,3.91304347826087,94.69565217391305,0.391304347826087,1.565217391304348,0.782608695652174,0.782608695652174,0.0,3.5217391304347827,1.173913043478261,1.565217391304348,0.782608695652174,1.565217391304348,2.739130434782609,1.173913043478261,0.0,1.173913043478261,1.173913043478261,0.0,0.391304347826087,0.0,0.0,0.0,0.0,95.65,66.67,0.0,0.0,25.0,37.5,66.67,100.0,0.128098221837687,0.0312536932074935,0.782608695652174,1.173913043478261,0.0245306269565217,1.565217391304348,9.0,5.086956521739131,0.1770297847826086,58.69565217391305,CB,59,38,78,60,68,46,82,62,97,37,28,32,81,32,40,25,46,46,88,88,41,71,28,46,51,51,100,88,38,28,66,9,84,94,62,44,99,44,44,91,79,57,62,66,91,38,100,79,100,53,85,68,94,37,35,38,88,32,50,24,47,46,94,94,41,76,28,46,51,51,100,88,38,28,66,9,84,94,79,53,100,56,62,94,100,74,85,97,Danish Superliga
Nordsjælland,77tfx9me4aaqhzv78bmgsy9bg,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,Tobias Salquist,31,Defender,Denmark,Defender,231.0,0.0,114.0,1.0,345.0,1.0,0.0,0.0,0.0,0.0,14.0,360.0,4.0,2.0,6.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.57,11.11,0.0,0.0,0.0,66.67,50.0,85.71,0.0,0.2017135913613331,0.0,4.0,0.07614868,0.0,11.0,7.0,0.34934914,256.0,57.75,0.0,28.5,0.25,86.25,0.25,0.0,0.0,0.0,0.0,3.5,1.0,0.5,1.5,1.25,3.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,95.57,11.11,0.0,0.0,0.0,66.67,50.0,85.71,0.0,0.0504283978403332,0.0,1.0,0.01903717,0.0,2.75,1.75,0.087337285,64.0,CB,94,38,88,9,97,46,13,13,35,37,43,44,41,90,50,43,46,46,21,21,41,31,28,94,51,51,97,6,38,28,31,85,43,84,12,65,41,54,56,22,57,43,47,100,100,38,91,6,97,38,13,13,35,37,32,35,38,88,41,32,31,46,21,21,41,31,28,97,51,51,97,6,38,28,31,85,43,84,12,71,41,51,50,22,47,32,35,100,Danish Superliga
Nordsjælland,77tfx9me4aaqhzv78bmgsy9bg,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,Nicklas Røjkjær,28,Midfielder,Denmark,Midfielder,72.0,3.0,149.0,6.0,218.0,7.0,8.0,6.0,2.0,3.0,18.0,304.0,20.0,3.0,8.0,3.0,2.0,3.0,0.0,4.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,91.21,60.0,15.79,75.0,37.5,46.15,60.0,88.89,0.7133147136467761,0.7521006155341547,3.0,20.0,0.46828888,9.0,20.0,19.0,0.6599603799999999,100.0,21.31578947368421,0.8881578947368421,44.11184210526316,1.7763157894736843,64.53947368421052,2.0723684210526314,2.3684210526315788,1.7763157894736843,0.5921052631578947,0.8881578947368421,5.328947368421052,5.921052631578948,0.8881578947368421,2.3684210526315788,0.8881578947368421,0.5921052631578947,0.8881578947368421,0.0,1.1842105263157894,1.1842105263157894,0.2960526315789473,0.8881578947368421,0.8881578947368421,0.0,0.0,0.0,91.21,60.0,15.79,75.0,37.5,46.15,60.0,88.89,0.2111786981191113,0.2226613664410326,0.8881578947368421,5.921052631578948,0.1386381552631579,2.664473684210526,5.921052631578948,5.625,0.195383007236842,29.605263157894736,CM/AM,91,72,91,72,93,61,63,87,46,63,61,89,33,89,61,35,57,52,37,37,70,74,54,35,50,52,100,74,39,91,74,50,72,96,65,74,76,91,87,87,87,70,78,87,91,78,96,74,96,57,65,78,43,65,61,87,35,91,57,26,65,52,26,26,74,78,61,35,50,52,100,74,39,91,74,50,72,96,70,74,70,100,100,91,83,70,87,87,Danish Superliga
Nordsjælland,77tfx9me4aaqhzv78bmgsy9bg,tjwcwnzx8w0rv41nr6ebhxck,P. Amoako,Prince Amoako,19,Attacker,Ghana,Striker,6.0,3.0,69.0,2.0,72.0,7.0,8.0,7.0,1.0,4.0,13.0,255.0,30.0,2.0,1.0,0.0,0.0,1.0,0.0,31.0,35.0,0.0,0.0,9.0,0.0,0.0,0.0,64.86,18.18,30.0,29.03,0.0,30.23,0.0,50.0,0.9030327467425624,0.5664399017059565,0.0,11.0,0.3167004499999999,5.0,9.0,15.0,0.7092674700000002,46.0,2.117647058823529,1.0588235294117647,24.352941176470587,0.7058823529411764,25.41176470588235,2.4705882352941173,2.8235294117647056,2.4705882352941173,0.3529411764705882,1.4117647058823528,4.588235294117647,10.588235294117649,0.7058823529411764,0.3529411764705882,0.0,0.0,0.3529411764705882,0.0,10.941176470588236,12.352941176470589,0.0,0.0,3.176470588235294,0.0,0.0,0.0,64.86,18.18,30.0,29.03,0.0,30.23,0.0,50.0,0.3187174400267867,0.1999199653079846,0.0,3.882352941176471,0.1117766294117646,1.7647058823529411,3.176470588235294,5.294117647058823,0.2503296952941177,16.235294117647058,LW,14,57,86,79,71,71,14,29,29,50,21,86,14,21,21,21,64,57,100,100,29,14,64,36,57,57,14,29,86,14,14,14,21,29,43,71,14,71,71,100,100,100,86,100,29,71,100,86,100,100,29,57,29,71,43,100,14,29,21,21,71,57,100,100,29,14,100,36,57,57,14,29,86,14,14,14,21,29,57,86,14,100,100,100,100,100,86,100,Danish Superliga
Lyngby,anga7587r1zv4ey71ge9zxol3,4qqaok0kamm887gckta83gv6d,J. Thomasen,Jens Thomasen,30,Midfielder,Denmark,Midfielder,20.0,0.0,63.0,3.0,83.0,0.0,2.0,0.0,2.0,1.0,9.0,132.0,0.0,2.0,5.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,80.58,42.86,0.0,0.0,50.0,56.25,66.67,83.33,0.0970313408858598,0.0,2.0,3.0,0.07237421,1.0,9.0,8.0,0.1768607399999999,50.0,13.636363636363637,0.0,42.95454545454546,2.0454545454545454,56.59090909090909,0.0,1.3636363636363638,0.0,1.3636363636363638,0.6818181818181819,6.136363636363637,0.0,1.3636363636363638,3.409090909090909,1.3636363636363638,2.0454545454545454,2.0454545454545454,0.0,2.0454545454545454,2.0454545454545454,0.0,0.6818181818181819,0.0,0.0,0.0,0.0,80.58,42.86,0.0,0.0,50.0,56.25,66.67,83.33,0.0661577324221771,0.0,1.3636363636363638,2.0454545454545454,0.0493460522727272,0.6818181818181819,6.136363636363637,5.454545454545455,0.1205868681818181,34.09090909090909,CM/AM,17,17,30,39,33,4,9,4,46,20,11,4,17,76,37,48,57,52,28,26,28,37,7,35,50,52,48,39,17,7,91,91,91,87,4,4,59,20,17,11,41,17,13,43,65,17,91,83,87,4,26,4,78,43,78,4,48,100,87,78,100,52,65,65,28,65,7,35,50,52,48,39,17,7,91,91,91,87,13,4,100,48,39,26,87,65,39,91,Danish Superliga
Lyngby,anga7587r1zv4ey71ge9zxol3,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,Mikkel Fischer,22,Defender,Denmark,Defender,99.0,0.0,138.0,8.0,237.0,3.0,2.0,2.0,0.0,1.0,24.0,450.0,11.0,5.0,5.0,11.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75,26.67,0.0,0.0,0.0,63.16,61.11,62.5,0.2582093750074222,0.3152491641333939,0.0,6.0,0.10586484,1.0,34.0,25.0,0.51055144,159.0,19.8,0.0,27.6,1.6,47.4,0.6,0.4,0.4,0.0,0.2,4.8,2.2,1.0,1.0,2.2,4.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75,26.67,0.0,0.0,0.0,63.16,61.11,62.5,0.0516418750014844,0.0630498328266787,0.0,1.2,0.021172968,0.2,6.8,5.0,0.102110288,31.8,CB,41,38,100,53,65,75,53,62,35,78,90,84,91,74,81,68,78,46,21,21,41,31,28,46,51,51,21,15,38,28,31,74,65,49,59,82,41,74,65,50,94,93,76,71,21,38,88,32,44,71,37,38,35,75,65,66,75,50,71,47,65,46,21,21,41,31,28,46,51,51,21,15,38,28,31,74,65,49,44,82,41,60,56,46,88,71,53,53,Danish Superliga
Lyngby,anga7587r1zv4ey71ge9zxol3,5k2hgogp2g5ivgdnq99ejp27e,Í. Þorvaldsson,Ísak Thorvaldsson,25,Attacker,Iceland,Striker,9.0,0.0,39.0,1.0,48.0,6.0,14.0,12.0,2.0,2.0,34.0,409.0,29.0,11.0,2.0,12.0,2.0,0.0,0.0,4.0,6.0,1.0,5.0,4.0,1.0,0.0,0.0,62.34,100.0,0.0,100.0,35.71,56.67,48.0,28.57,1.631108839484468,0.4267515127896392,3.0,7.0,0.30914869,3.0,4.0,5.0,0.17772472,18.0,1.9804400977995111,0.0,8.581907090464547,0.2200488997555012,10.56234718826406,1.3202933985330074,3.0806845965770173,2.640586797066015,0.4400977995110025,0.4400977995110025,7.481662591687042,6.381418092909536,2.4205378973105134,0.4400977995110025,2.640586797066015,0.4400977995110025,0.0,0.0,0.880195599022005,1.3202933985330074,0.2200488997555012,1.1002444987775062,0.880195599022005,0.2200488997555012,0.0,0.0,62.34,100.0,0.0,100.0,35.71,56.67,48.0,28.57,0.3589237055100296,0.0939062008583558,0.6601466992665037,1.5403422982885089,0.0680278290953545,0.6601466992665037,0.880195599022005,1.1002444987775062,0.0391081290953545,3.9608801955990223,ST,46,43,89,61,89,93,100,100,77,84,100,100,100,70,100,50,32,52,54,61,68,93,91,93,48,50,11,89,43,93,43,93,57,39,100,89,84,89,96,91,88,77,75,80,11,43,61,43,25,68,86,79,57,57,89,86,93,50,79,29,32,52,32,43,54,71,64,89,48,50,11,89,43,93,43,93,57,39,82,68,61,75,79,64,50,46,68,43,Danish Superliga
Lyngby,anga7587r1zv4ey71ge9zxol3,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,Lauge Sandgrav,21,Midfielder,Denmark,Midfielder,45.0,0.0,173.0,8.0,218.0,2.0,7.0,5.0,2.0,3.0,31.0,428.0,13.0,8.0,5.0,12.0,12.0,4.0,0.0,8.0,8.0,0.0,1.0,5.0,0.0,0.0,0.0,78.99,38.1,0.0,62.5,14.29,50.0,57.14,83.33,0.6358905141547971,0.1784460835219271,1.0,22.0,0.54958916,11.0,31.0,33.0,0.9058948699999998,132.0,9.462616822429906,0.0,36.37850467289719,1.6822429906542056,45.8411214953271,0.4205607476635514,1.47196261682243,1.0514018691588785,0.4205607476635514,0.6308411214953271,6.518691588785047,2.733644859813084,1.6822429906542056,1.0514018691588785,2.5233644859813085,2.5233644859813085,0.8411214953271028,0.0,1.6822429906542056,1.6822429906542056,0.0,0.2102803738317757,1.0514018691588785,0.0,0.0,0.0,78.99,38.1,0.0,62.5,14.29,50.0,57.14,83.33,0.1337152950325508,0.0375237091518071,0.2102803738317757,4.626168224299065,0.1155678140186916,2.3130841121495327,6.518691588785047,6.939252336448599,0.1904919119158878,27.7570093457944,CM/AM,57,17,96,87,93,15,54,78,46,63,96,76,85,76,96,98,76,52,72,72,28,37,85,35,50,52,39,30,17,87,26,65,61,87,57,22,28,98,96,96,96,96,91,100,39,17,83,70,78,9,35,57,22,35,87,39,65,61,96,96,57,52,52,52,28,26,70,35,50,52,39,30,17,87,26,65,61,87,35,9,17,91,70,87,91,83,83,83,Danish Superliga
Lyngby,anga7587r1zv4ey71ge9zxol3,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,Gustav Fraulo,21,Midfielder,Denmark,Midfielder,22.0,6.0,126.0,9.0,142.0,12.0,10.0,7.0,3.0,4.0,14.0,424.0,19.0,3.0,4.0,1.0,3.0,2.0,0.0,11.0,11.0,1.0,3.0,2.0,0.0,0.0,0.0,75.53,50.0,40.0,18.18,30.0,27.45,12.5,44.44,0.7964331946492595,1.401696913025159,4.0,14.0,0.41164233,7.0,12.0,23.0,1.72868354,63.0,4.669811320754717,1.2735849056603774,26.745283018867923,1.910377358490566,30.141509433962263,2.547169811320755,2.1226415094339623,1.4858490566037736,0.6367924528301887,0.8490566037735848,2.971698113207548,4.033018867924528,0.6367924528301887,0.8490566037735848,0.2122641509433962,0.6367924528301887,0.4245283018867924,0.0,2.3349056603773586,2.3349056603773586,0.2122641509433962,0.6367924528301887,0.4245283018867924,0.0,0.0,0.0,75.53,50.0,40.0,18.18,30.0,27.45,12.5,44.44,0.1690542158453617,0.2975300051232649,0.8490566037735848,2.971698113207548,0.0873769096698113,1.4858490566037736,2.547169811320755,4.882075471698113,0.3669375438679245,13.37264150943396,RM/RCM,38,88,100,88,75,94,81,94,44,75,50,88,25,50,56,44,62,56,62,62,94,81,38,38,56,56,25,56,75,25,75,12,50,38,100,100,69,62,62,75,75,88,100,88,12,62,62,50,50,88,38,88,38,50,12,62,12,25,62,25,38,56,38,38,88,50,25,38,56,56,25,56,75,25,75,12,50,38,50,88,50,50,38,62,50,75,88,50,Danish Superliga
Lyngby,anga7587r1zv4ey71ge9zxol3,76ccxx0spulpjip53ecuhgb9w,D. Aronsson,Davíd Aronsson,19,Defender,Iceland,Defender,68.0,0.0,60.0,7.0,128.0,0.0,0.0,0.0,0.0,0.0,15.0,270.0,1.0,1.0,1.0,9.0,14.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.53,24.14,0.0,0.0,0.0,71.43,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668,0.0,20.0,2.333333333333333,42.66666666666666,0.0,0.0,0.0,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,4.666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,78.53,24.14,0.0,0.0,0.0,71.43,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,53,27,67,63,67,17,13,20,27,33,57,27,13,23,93,87,30,47,40,37,47,33,20,37,53,53,53,13,27,20,33,100,13,13,13,17,27,13,13,20,13,13,10,10,67,27,73,67,67,17,13,20,27,33,60,27,7,13,100,93,33,47,33,33,47,33,20,37,53,53,53,13,27,20,33,100,13,13,13,17,27,13,13,20,13,13,10,10,Danish Superliga
Lyngby,anga7587r1zv4ey71ge9zxol3,8822s8ns7oyvjqade4oaxzg0l,O. Buur,Oskar Buur,28,Defender,Denmark,Defender,41.0,3.0,96.0,7.0,134.0,2.0,0.0,0.0,0.0,0.0,13.0,370.0,6.0,2.0,5.0,2.0,10.0,7.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,82.21,43.75,33.33,33.33,0.0,54.17,40.0,62.5,0.0,0.2154302680379202,0.0,8.0,0.21111604,4.0,5.0,12.0,0.7177574499999999,59.0,9.972972972972974,0.7297297297297298,23.351351351351354,1.7027027027027029,32.5945945945946,0.4864864864864865,0.0,0.0,0.0,0.0,3.1621621621621623,1.4594594594594597,0.4864864864864865,1.2162162162162162,0.4864864864864865,2.4324324324324325,1.7027027027027029,0.0,0.7297297297297298,1.2162162162162162,0.0,0.0,0.2432432432432432,0.0,0.0,0.0,82.21,43.75,33.33,33.33,0.0,54.17,40.0,62.5,0.0,0.0524019570903049,0.0,1.945945945945946,0.0513525502702702,0.972972972972973,1.2162162162162162,2.91891891891892,0.1745896499999999,14.351351351351353,RB/RCB,38,92,85,69,46,77,15,23,31,35,50,69,62,62,31,50,69,50,42,69,54,42,42,50,54,54,46,62,85,54,42,31,46,38,15,77,35,85,85,73,38,46,77,54,15,85,92,69,46,62,15,23,31,35,38,54,35,54,31,46,62,50,46,62,54,42,38,50,54,54,46,62,85,54,42,31,46,38,15,77,35,69,69,62,15,54,92,46,Danish Superliga
Lyngby,anga7587r1zv4ey71ge9zxol3,8jyfsal0lbf0ia92axymn2l1w,O. Højer,Oliver Højer,19,Midfielder,Denmark,Midfielder,11.0,0.0,49.0,0.0,60.0,2.0,5.0,3.0,2.0,2.0,21.0,142.0,8.0,1.0,3.0,7.0,1.0,0.0,0.0,10.0,10.0,0.0,2.0,4.0,0.0,0.0,0.0,81.08,0.0,0.0,40.0,40.0,61.76,87.5,33.33,0.4974757523291008,0.168177171507821,0.0,7.0,0.23652317,2.0,1.0,3.0,0.1625067399999999,17.0,6.971830985915493,0.0,31.056338028169016,0.0,38.02816901408451,1.267605633802817,3.1690140845070425,1.9014084507042253,1.267605633802817,1.267605633802817,13.309859154929578,5.070422535211268,0.6338028169014085,1.9014084507042253,4.436619718309859,0.6338028169014085,0.0,0.0,6.338028169014085,6.338028169014085,0.0,1.267605633802817,2.535211267605634,0.0,0.0,0.0,81.08,0.0,0.0,40.0,40.0,61.76,87.5,33.33,0.3153015331663315,0.1065911650401682,0.0,4.436619718309859,0.1499090514084507,1.267605633802817,0.6338028169014085,1.9014084507042253,0.1029972295774647,10.774647887323944,LM/LCM,60,40,60,30,60,40,60,100,50,90,100,60,50,90,100,40,50,60,80,80,40,70,70,50,60,60,60,30,40,40,80,100,100,40,100,60,40,80,80,50,20,30,40,60,60,40,100,30,80,40,100,100,40,80,100,80,60,100,100,40,50,60,80,80,40,80,80,50,60,60,60,30,40,40,80,100,100,40,100,60,40,60,80,40,20,20,60,60,Danish Superliga
Lyngby,anga7587r1zv4ey71ge9zxol3,8npu0cbqjrhwv5km1w29kh016,S. Colyn,Simon Colyn,24,Midfielder,Canada,Midfielder,26.0,4.0,90.0,1.0,112.0,11.0,13.0,12.0,1.0,4.0,50.0,392.0,37.0,17.0,10.0,18.0,5.0,1.0,0.0,6.0,7.0,1.0,4.0,3.0,1.0,0.0,0.0,72.26,25.0,28.57,50.0,30.77,60.98,58.06,76.92,1.6129524853762462,1.1656496027610015,1.0,7.0,0.3129579099999999,4.0,3.0,13.0,0.64605015,44.0,5.969387755102042,0.9183673469387756,20.66326530612245,0.2295918367346939,25.714285714285715,2.525510204081633,2.984693877551021,2.7551020408163267,0.2295918367346939,0.9183673469387756,11.479591836734697,8.494897959183675,3.903061224489796,2.295918367346939,4.13265306122449,1.1479591836734695,0.2295918367346939,0.0,1.3775510204081634,1.6071428571428572,0.2295918367346939,0.9183673469387756,0.6887755102040817,0.2295918367346939,0.0,0.0,72.26,25.0,28.57,50.0,30.77,60.98,58.06,76.92,0.3703207236833218,0.2676236332869646,0.2295918367346939,1.6071428571428572,0.071852581377551,0.9183673469387756,0.6887755102040817,2.984693877551021,0.1483278405612245,10.102040816326532,CM/AM,33,80,57,17,48,91,96,100,15,85,100,100,100,98,100,72,26,52,61,65,70,89,54,80,50,52,17,24,65,48,52,96,65,70,100,96,28,48,61,52,7,52,74,35,22,83,43,13,35,83,78,96,9,74,100,100,100,87,100,61,22,52,43,48,65,87,39,74,50,52,17,24,65,48,52,96,65,70,91,87,22,26,52,48,4,35,57,22,Danish Superliga
