Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total goals_Total,total ontarget attempt_Total,total accurate cross_Total,total attempts obox_Total,total won contest_Total,total big chances saved_Total,total direct corner goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total goals_p90,total ontarget attempt_p90,total accurate cross_p90,total attempts obox_p90,total won contest_p90,total big chances saved_p90,total direct corner goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total accurate cross_TotalPR,total attempts obox_TotalPR,total won contest_TotalPR,total big chances saved_TotalPR,total direct corner goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total accurate cross_p90PR,total attempts obox_p90PR,total won contest_p90PR,total big chances saved_p90PR,total direct corner goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Excelsior,dqk062lu0vm8epvytbm6r4mmf,6coor7jll29drx4kgvyt499wq,N. Naujoks,Noah Naujoks,24,Midfielder,Netherlands,Midfielder,5.0,9.0,0.0,13.0,2.0,7.0,0.0,1.0,90.0,6.0,0.0,2.0,0.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,52.0,0.0,50.0,50.0,40.0,35.0,40.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,13.0,2.0,7.0,0.0,1.0,6.0,0.0,2.0,0.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,52.0,0.0,50.0,50.0,40.0,35.0,40.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CM/AM,4,4,6,4,74,41,13,54,63,13,69,37,37,70,81,80,70,67,94,65,43,41,63,52,52,52,4,6,72,50,48,22,74,67,7,6,19,9,9,9,6,6,6,6,15,7,6,4,93,98,13,78,96,13,98,37,61,98,100,100,85,85,100,93,61,74,76,52,52,52,4,6,72,50,48,22,74,67,7,6,19,9,9,9,6,6,6,6,Eredivisie
Excelsior,dqk062lu0vm8epvytbm6r4mmf,aeqj9ogm0dntus0wl352w9z6y,C. Widell,Casper Widell,23,Defender,Sweden,Defender,40.0,18.0,4.0,58.0,3.0,5.0,1.0,1.0,105.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.45,26.67,0.0,0.0,100.0,50.0,75.0,100.0,0.1307184250570522,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0784632399999999,27.0,34.285714285714285,15.428571428571429,3.4285714285714284,49.71428571428571,2.571428571428571,4.285714285714286,0.8571428571428571,0.8571428571428571,1.7142857142857142,0.8571428571428571,0.8571428571428571,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,79.45,26.67,0.0,0.0,100.0,50.0,75.0,100.0,0.1120443643346161,0.0,0.0,0.0,0.0,0.0,2.571428571428571,1.7142857142857142,0.0672542057142856,23.142857142857142,CB,21,20,43,21,45,18,5,32,55,43,26,46,30,45,59,37,27,27,90,76,45,36,37,47,51,51,17,13,45,37,93,32,90,84,49,30,37,17,17,32,34,30,32,32,60,49,74,49,79,49,9,43,83,57,45,46,30,68,83,37,27,27,100,96,45,36,37,47,51,51,17,13,45,37,93,32,90,84,72,30,37,17,17,32,45,34,51,43,Eredivisie
Excelsior,dqk062lu0vm8epvytbm6r4mmf,c6i4usq34m3389rtbqptahrai,R. Meissen,Rick Meissen,24,Defender,Netherlands,Defender,64.0,26.0,6.0,90.0,4.0,6.0,10.0,1.0,180.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.38,54.55,0.0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,13.0,3.0,45.0,2.0,3.0,5.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.38,54.55,0.0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,51,32,57,40,62,24,61,32,13,17,54,46,30,15,20,37,27,27,41,30,45,36,37,47,51,51,38,70,45,37,30,32,55,84,14,30,37,17,17,32,14,12,12,12,49,34,63,34,59,21,66,26,13,17,54,46,30,15,20,37,27,27,41,30,45,36,37,47,51,51,38,70,45,37,30,32,55,84,14,30,37,17,17,32,14,12,12,12,Eredivisie
Excelsior,dqk062lu0vm8epvytbm6r4mmf,dc897iic6p3j5s9hrhm3h25n8,D. Garden,David Garden,22,Attacker,Netherlands,Striker,5.0,14.0,1.0,19.0,8.0,12.0,4.0,0.0,142.0,6.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,70.37,50.0,0.0,100.0,66.67,80.0,88.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1690140845070425,8.873239436619718,0.6338028169014085,12.042253521126762,5.070422535211268,7.605633802816902,2.535211267605634,0.0,3.802816901408451,0.6338028169014085,0.0,0.0,0.6338028169014085,1.9014084507042253,1.9014084507042253,0.0,1.9014084507042253,1.9014084507042253,0.6338028169014085,1.267605633802817,0.0,0.0,1.9014084507042253,0.0,0.0,0.0,70.37,50.0,0.0,100.0,66.67,80.0,88.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,19,37,65,24,87,68,95,39,23,32,31,40,26,21,34,18,52,50,63,56,40,23,73,52,52,52,39,60,40,95,89,100,100,31,3,8,13,16,16,23,18,15,3,3,19,58,77,45,97,94,97,39,35,35,31,40,29,32,52,18,61,61,81,68,40,23,84,52,52,52,39,60,40,95,89,100,100,31,3,8,13,16,16,23,18,15,3,3,Eredivisie
Groningen,cos9hxi16eitbcbthof7zrm4m,1nk0hcaa9o4jnyxc9ndz1lams,D. van der Werff,David van der Werff,21,Midfielder,Netherlands,Midfielder,26.0,49.0,6.0,73.0,1.0,13.0,5.0,1.0,247.0,15.0,4.0,1.0,0.0,7.0,8.0,6.0,4.0,13.0,13.0,1.0,4.0,2.0,2.0,6.0,0.0,0.0,0.0,79.35,66.67,11.11,46.15,50.0,54.17,50.0,50.0,0.5821223133130693,0.7352518884225261,1.0,4.0,0.07867226,2.0,12.0,9.0,1.0590989300000002,38.0,9.473684210526317,17.85425101214575,2.1862348178137654,26.59919028340081,0.3643724696356275,4.7368421052631575,1.8218623481781373,0.3643724696356275,5.465587044534413,1.45748987854251,0.3643724696356275,0.0,2.5506072874493926,2.91497975708502,2.1862348178137654,1.45748987854251,4.7368421052631575,4.7368421052631575,0.3643724696356275,1.45748987854251,0.728744939271255,0.728744939271255,2.1862348178137654,0.0,0.0,0.0,79.35,66.67,11.11,46.15,50.0,54.17,50.0,50.0,0.2121093449318876,0.2679055463887747,0.3643724696356275,1.45748987854251,0.0286660056680161,0.728744939271255,4.372469635627531,3.279352226720648,0.3859064927125507,13.846153846153848,CM/AM,70,67,87,59,54,94,76,54,96,80,41,37,91,94,94,100,100,100,80,94,70,70,93,52,52,52,22,78,26,41,70,70,81,44,70,89,48,35,37,41,83,69,100,67,48,41,78,37,41,70,78,41,89,78,30,37,74,78,85,93,96,93,70,85,56,59,81,52,52,52,22,78,26,41,70,70,81,44,74,81,41,33,33,33,67,56,96,44,Eredivisie
Groningen,cos9hxi16eitbcbthof7zrm4m,2rq9bdoqppx3thlsm79j2i0ru,M. Csinger,Márk Csinger,23,Defender,Hungary,Defender,32.0,14.0,1.0,46.0,3.0,7.0,10.0,1.0,121.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.2,33.33,0.0,0.0,0.0,46.67,42.86,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.801652892561982,10.413223140495868,0.743801652892562,34.21487603305785,2.2314049586776856,5.206611570247934,7.438016528925619,0.743801652892562,0.0,1.487603305785124,0.743801652892562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.2,33.33,0.0,0.0,0.0,46.67,42.86,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,17,15,9,9,45,33,61,32,13,62,26,46,30,15,20,37,27,27,41,30,45,36,37,47,51,51,63,23,45,37,30,17,44,30,14,30,37,17,17,32,14,12,12,12,26,19,13,23,66,72,96,40,13,83,40,46,30,15,20,37,27,27,41,30,45,36,37,47,51,51,63,23,45,37,30,17,44,30,14,30,37,17,17,32,14,12,12,12,Eredivisie
Groningen,cos9hxi16eitbcbthof7zrm4m,3aly8eihwfvtwde7dg0k18w7o,J. Schreuders,Jorg Schreuders,21,Midfielder,Netherlands,Midfielder,40.0,39.0,4.0,79.0,2.0,10.0,6.0,0.0,225.0,2.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,87.78,44.44,0.0,0.0,50.0,41.67,66.67,71.43,0.113699156765316,0.0905590080237571,1.0,9.0,0.21616494,5.0,1.0,2.0,0.1448905999999999,28.0,16.0,15.6,1.6,31.6,0.8,4.0,2.4,0.0,0.8,0.4,2.0,0.0,0.4,0.8,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,87.78,44.44,0.0,0.0,50.0,41.67,66.67,71.43,0.0454796627061264,0.0362236032095028,0.4,3.6,0.086465976,2.0,0.4,0.8,0.0579562399999999,11.2,CM/AM,96,52,63,72,74,61,85,19,30,33,100,37,15,31,39,22,9,9,35,41,13,41,17,52,52,52,74,30,13,17,70,43,94,74,30,30,48,72,67,78,13,13,30,46,89,33,56,52,67,52,81,19,30,30,98,37,4,33,33,22,9,9,35,33,13,30,17,52,52,52,74,30,13,17,70,43,94,74,30,22,48,67,63,70,11,11,26,37,Eredivisie
Groningen,cos9hxi16eitbcbthof7zrm4m,5q8rvam8iv65g4wjb8rarw15,B. Willumsson,Brynjólfur Willumsson,26,Attacker,Iceland,Striker,10.0,14.0,0.0,24.0,5.0,9.0,0.0,0.0,228.0,18.0,2.0,2.0,0.0,2.0,8.0,7.0,1.0,2.0,2.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,63.16,0.0,0.0,0.0,87.5,45.0,45.45,100.0,1.5118342910502625,0.2140808933105837,1.0,1.0,0.10805102,0.0,0.0,0.0,0.0062204399999999,5.0,3.947368421052632,5.526315789473684,0.0,9.473684210526317,1.973684210526316,3.5526315789473686,0.0,0.0,7.105263157894737,0.7894736842105263,0.7894736842105263,0.0,0.7894736842105263,3.1578947368421053,2.763157894736842,0.3947368421052631,0.7894736842105263,0.7894736842105263,1.1842105263157896,2.763157894736842,0.0,0.3947368421052631,0.0,0.0,0.0,0.0,63.16,0.0,0.0,0.0,87.5,45.0,45.45,100.0,0.5967766938356299,0.0845056157804935,0.3947368421052631,0.3947368421052631,0.0426517184210526,0.0,0.0,0.0,0.0024554368421052,1.973684210526316,ST,47,37,24,37,66,48,18,39,84,48,82,40,52,85,82,52,44,40,100,100,40,56,19,52,52,52,10,24,40,19,97,52,65,89,97,68,45,40,65,23,18,15,13,27,35,23,24,19,61,45,18,39,77,42,84,40,45,77,74,44,42,39,100,100,40,45,19,52,52,52,10,24,40,19,97,52,65,89,100,61,34,35,61,23,18,15,13,19,Eredivisie
Groningen,cos9hxi16eitbcbthof7zrm4m,642iajthdnr0zophv7ys35q1g,E. van der Laan,Elvis van der Laan,18,Defender,Sweden,Defender,42.0,17.0,1.0,59.0,3.0,9.0,9.0,1.0,142.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.72,33.33,0.0,0.0,0.0,50.0,37.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.61971830985916,10.774647887323944,0.6338028169014085,37.3943661971831,1.9014084507042253,5.704225352112676,5.704225352112676,0.6338028169014085,0.0,2.535211267605634,1.9014084507042253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.72,33.33,0.0,0.0,0.0,50.0,37.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,26,17,9,23,45,46,51,32,13,91,72,46,30,15,20,37,27,27,41,30,45,36,37,47,51,51,100,23,45,37,30,32,32,84,14,30,37,17,17,32,14,12,12,12,32,23,6,30,53,83,79,34,13,98,87,46,30,15,20,37,27,27,41,30,45,36,37,47,51,51,100,23,45,37,30,32,32,84,14,30,37,17,17,32,14,12,12,12,Eredivisie
Groningen,cos9hxi16eitbcbthof7zrm4m,7xovmwq2h4rcr9nuou4gi3g2c,W. Prins,Wouter Prins,22,Defender,Netherlands,Defender,25.0,23.0,2.0,47.0,2.0,9.0,3.0,1.0,248.0,9.0,3.0,2.0,0.0,2.0,3.0,2.0,3.0,6.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,74.6,66.67,33.33,33.33,0.0,45.0,40.0,100.0,0.2786978338249806,0.2107940190351683,1.0,3.0,0.07572189,4.0,2.0,4.0,0.3006009299999999,19.0,9.07258064516129,8.346774193548388,0.7258064516129032,17.056451612903224,0.7258064516129032,3.2661290322580645,1.0887096774193548,0.3629032258064516,3.2661290322580645,1.0887096774193548,0.7258064516129032,0.0,0.7258064516129032,1.0887096774193548,0.7258064516129032,1.0887096774193548,2.177419354838709,2.177419354838709,0.0,0.0,0.3629032258064516,0.3629032258064516,0.7258064516129032,0.0,0.0,0.0,74.6,66.67,33.33,33.33,0.0,45.0,40.0,100.0,0.1011403429203558,0.0764978294885691,0.3629032258064516,1.0887096774193548,0.0274797181451612,1.4516129032258065,0.7258064516129032,1.4516129032258065,0.1090890471774193,6.895161290322581,LB/LCB,42,32,25,40,68,60,18,32,95,68,50,35,35,95,85,100,98,98,52,48,32,88,82,50,52,52,25,88,52,48,48,40,52,90,95,35,82,60,60,75,25,28,50,35,30,15,15,20,60,45,15,30,90,60,45,35,30,90,85,100,100,100,52,48,25,85,80,50,52,52,25,88,52,48,48,40,52,90,95,35,80,60,60,75,25,25,50,20,Eredivisie
Groningen,cos9hxi16eitbcbthof7zrm4m,9wwud2tglhtdocmjgl2u5ib6c,T. Blokzijl,Thijmen Blokzijl,21,Defender,Netherlands,Defender,101.0,46.0,8.0,147.0,6.0,8.0,12.0,5.0,270.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.55,50.0,0.0,0.0,0.0,57.14,66.67,50.0,0.0009264234334272,0.0,0.0,4.0,0.07307326,0.0,5.0,6.0,0.1908321499999999,84.0,33.666666666666664,15.333333333333334,2.6666666666666665,49.0,2.0,2.6666666666666665,4.0,1.6666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.55,50.0,0.0,0.0,0.0,57.14,66.67,50.0,0.0003088078111423,0.0,0.0,1.3333333333333333,0.0243577533333333,0.0,1.6666666666666667,2.0,0.0636107166666666,28.0,CB,81,61,69,77,79,38,76,85,13,17,26,46,30,15,20,37,27,27,41,30,45,36,37,47,51,51,47,56,45,37,30,67,81,30,28,30,37,71,68,32,43,48,55,68,57,46,54,44,59,15,51,72,13,17,12,46,30,15,20,37,27,27,41,30,45,36,37,47,51,51,47,56,45,37,30,67,81,30,28,30,37,68,62,32,34,36,45,50,Eredivisie
Groningen,cos9hxi16eitbcbthof7zrm4m,dbg4ducw8j747foxiexle1iad,P. Clement,Pelle Clement,30,Midfielder,Netherlands,Midfielder,33.0,39.0,3.0,71.0,5.0,13.0,6.0,0.0,261.0,6.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,80.68,37.5,100.0,57.14,100.0,44.83,55.56,50.0,0.1524953903621395,0.2036664695126808,1.0,6.0,0.2277431,6.0,4.0,5.0,0.29722371,26.0,11.379310344827587,13.448275862068966,1.0344827586206895,24.48275862068965,1.7241379310344829,4.482758620689656,2.0689655172413794,0.0,2.0689655172413794,1.0344827586206895,0.3448275862068966,0.0,0.6896551724137931,0.3448275862068966,0.3448275862068966,0.0,2.413793103448276,2.413793103448276,0.0,0.3448275862068966,0.3448275862068966,0.0,1.3793103448275863,0.0,0.0,0.0,80.68,37.5,100.0,57.14,100.0,44.83,55.56,50.0,0.052584617366255,0.0702298170733382,0.3448275862068966,2.0689655172413794,0.0785321034482758,2.0689655172413794,1.3793103448275863,1.7241379310344829,0.1024909344827586,8.965517241379311,DM/CM,53,45,47,48,93,78,76,9,86,76,33,41,53,24,55,31,95,95,45,60,72,17,93,52,50,50,17,21,95,69,91,31,86,43,48,66,66,72,72,93,38,31,62,34,28,24,28,17,76,62,59,9,72,66,24,41,41,17,45,31,97,97,45,52,66,17,93,52,50,50,17,21,95,69,91,31,86,43,38,52,55,59,69,86,17,24,45,21,Eredivisie
Groningen,cos9hxi16eitbcbthof7zrm4m,e6x3hs6v8cq74ojgluyny72fo,T. Land,Tygo Land,20,Midfielder,Netherlands,Midfielder,54.0,63.0,6.0,117.0,0.0,9.0,0.0,0.0,267.0,5.0,4.0,1.0,1.0,6.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,88.64,75.0,0.0,60.0,0.0,64.29,0.0,50.0,0.3043161355518773,0.4116624845585149,0.0,4.0,0.09828677,2.0,15.0,9.0,0.29923953,63.0,18.202247191011235,21.235955056179776,2.02247191011236,39.43820224719101,0.0,3.033707865168539,0.0,0.0,1.6853932584269662,1.348314606741573,0.3370786516853932,0.3370786516853932,2.02247191011236,0.3370786516853932,0.3370786516853932,0.0,1.6853932584269662,1.6853932584269662,0.0,0.0,0.0,0.0,1.0112359550561798,0.0,0.0,0.0,88.64,75.0,0.0,60.0,0.0,64.29,0.0,50.0,0.1025784726579361,0.1387626352444432,0.0,1.348314606741573,0.0331303719101123,0.6741573033707865,5.056179775280898,3.033707865168539,0.1008672573033707,21.235955056179776,DM/CM,86,72,78,76,9,62,10,9,74,88,33,91,97,24,55,31,86,86,45,22,31,17,86,52,50,50,52,81,31,72,22,83,17,43,79,86,26,53,52,59,93,53,66,79,62,52,59,55,9,34,10,9,59,79,21,86,90,14,38,31,86,86,45,22,31,17,83,52,50,50,52,81,31,72,22,83,17,43,66,83,26,34,34,55,76,40,38,62,Eredivisie
Groningen,cos9hxi16eitbcbthof7zrm4m,ei9h1loyggj8fnf1q4jfdm710,T. van Bergen,Thom van Bergen,22,Attacker,Netherlands,Striker,27.0,40.0,3.0,66.0,2.0,19.0,0.0,1.0,270.0,25.0,8.0,2.0,2.0,6.0,11.0,9.0,2.0,15.0,16.0,2.0,6.0,1.0,2.0,8.0,0.0,0.0,0.0,84.62,100.0,50.0,53.33,54.55,51.35,40.0,100.0,1.1620945307040134,0.4559670570559939,3.0,13.0,0.31457847,7.0,5.0,13.0,0.5865024899999999,35.0,9.0,13.333333333333334,1.0,22.0,0.6666666666666666,6.333333333333333,0.0,0.3333333333333333,8.333333333333334,2.6666666666666665,0.6666666666666666,0.6666666666666666,2.0,3.6666666666666665,3.0,0.6666666666666666,5.0,5.333333333333333,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.0,0.0,0.0,84.62,100.0,50.0,53.33,54.55,51.35,40.0,100.0,0.3873648435680044,0.1519890190186646,1.0,4.333333333333333,0.10485949,2.333333333333333,1.6666666666666667,4.333333333333333,0.1955008299999999,11.666666666666666,ST,97,87,92,90,45,97,18,85,100,100,82,100,94,97,90,82,100,100,90,97,84,81,100,52,52,52,87,89,98,71,81,68,53,89,87,90,90,97,94,100,94,94,94,94,87,77,90,84,32,81,18,77,94,94,77,100,85,84,81,71,90,90,84,94,81,65,90,52,52,52,87,89,98,71,81,68,53,89,84,81,76,90,87,94,81,90,87,90,Eredivisie
Groningen,cos9hxi16eitbcbthof7zrm4m,f4liap69r76gyc8pnxsergbqi,T. de Jonge,Tika de Jonge,23,Midfielder,Netherlands,Midfielder,47.0,46.0,8.0,93.0,2.0,13.0,5.0,8.0,262.0,6.0,2.0,3.0,0.0,2.0,4.0,3.0,0.0,6.0,6.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,83.04,57.14,0.0,50.0,75.0,56.52,40.0,50.0,0.3879269985342317,0.2157154393302706,1.0,10.0,0.19895336,3.0,14.0,10.0,0.30774674,47.0,16.14503816793893,15.801526717557252,2.748091603053436,31.946564885496183,0.6870229007633588,4.465648854961832,1.717557251908397,2.748091603053436,2.0610687022900764,0.6870229007633588,1.0305343511450382,0.0,0.6870229007633588,1.3740458015267176,1.0305343511450382,0.0,2.0610687022900764,2.0610687022900764,0.0,1.0305343511450382,0.0,0.3435114503816794,1.0305343511450382,0.0,0.0,0.0,83.04,57.14,0.0,50.0,75.0,56.52,40.0,50.0,0.1332573659087055,0.0741007234340624,0.3435114503816794,3.435114503816794,0.0683427572519084,1.0305343511450382,4.809160305343512,3.435114503816794,0.1057145290076336,16.14503816793893,DM/CM,76,52,90,59,55,78,67,100,86,60,69,41,53,81,88,31,90,90,45,97,31,52,86,52,50,50,24,60,31,57,79,66,50,43,86,72,66,81,69,67,84,62,69,62,52,31,72,31,43,59,52,97,69,48,55,41,38,69,83,31,90,90,45,90,31,38,86,52,50,50,24,60,31,57,79,66,50,43,76,55,52,79,66,66,66,48,52,38,Eredivisie
Twente,4tic29sox7m39fy1ztgv0jsiq,1rmox6tf7r283dca2vi844kr8,A. Adelgaard,Aske Adelgaard,22,Defender,Denmark,Defender,34.0,58.0,1.0,92.0,4.0,9.0,2.0,4.0,167.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.2,33.33,0.0,0.0,0.0,52.94,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.323353293413174,31.25748502994012,0.5389221556886228,49.58083832335329,2.155688622754491,4.850299401197605,1.0778443113772456,2.155688622754491,0.5389221556886228,1.0778443113772456,1.0778443113772456,0.0,0.0,0.0,0.0,0.0,0.5389221556886228,0.5389221556886228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.2,33.33,0.0,0.0,0.0,52.94,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,19,70,9,44,62,46,13,77,35,62,54,46,30,15,20,37,70,68,41,30,45,36,37,47,51,51,63,23,45,37,30,50,6,49,14,30,37,17,17,32,14,12,12,12,13,81,4,47,64,62,13,96,34,68,68,46,30,15,20,37,70,68,41,30,45,36,37,47,51,51,63,23,45,37,30,50,6,49,14,30,37,17,17,32,14,12,12,12,Eredivisie
