Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total interception_Total,total big chances saved_Total,total accurate cross_Total,total assists_Total,total attempts obox_Total,total blocked scoring att_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total interception_p90,total big chances saved_p90,total accurate cross_p90,total assists_p90,total attempts obox_p90,total blocked scoring att_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total interception_p90PR,total big chances saved_p90PR,total accurate cross_p90PR,total assists_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Rio Ave,cgvbluoerzbzcr7aaxge3wkcv,7de0uy8a51bjehkrlq6iuioh6,Diogo Nascimento,Diogo André Santos Nascimento,23.0,Midfielder,Portugal,Midfielder,52.0,52.0,4.0,104.0,1.0,3.0,0.0,0.0,1.0,1.0,8.0,2.0,0.0,256.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.89,66.67,0.0,100.0,0.0,42.11,33.33,50.0,0.0,0.1851692191304099,0.0,3.0,0.06009809,2.0,4.0,7.0,0.3292070299999999,43.0,18.28125,18.28125,1.40625,36.5625,0.3515625,1.0546875,0.0,0.0,0.3515625,0.3515625,2.8125,0.703125,0.0,0.0,0.0,1.40625,0.3515625,0.3515625,0.0,0.0,0.0,0.0,0.0,0.0,88.89,66.67,0.0,100.0,0.0,42.11,33.33,50.0,0.0,0.0650985536005347,0.0,1.0546875,0.021128234765625,0.703125,1.40625,2.4609375,0.1157368464843749,15.1171875,DM/CM,71,80,54,74,29,83,16,34,37,37,30,41,47,39,17,81,57,29,11,50,43,49,23,33,69,77,43,90,39,23,41,49,16,77,24,70,71,79,27,56,89,63,49,57,34,56,26,77,16,34,26,26,6,37,47,39,17,60,54,17,11,50,43,49,23,33,69,77,43,90,39,23,41,49,16,71,24,60,57,71,29,46,80,51,Liga Portugal
Rio Ave,cgvbluoerzbzcr7aaxge3wkcv,846tbctevdy65ylth8k0o915g,Jalen Blesa,Jalen Blesa,25.0,Attacker,Spain,Striker,20.0,25.0,1.0,44.0,6.0,3.0,4.0,2.0,5.0,5.0,17.0,3.0,1.0,262.0,2.0,11.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,77.19,100.0,50.0,40.0,50.0,58.62,54.55,25.0,0.3653888907102922,0.3000310089007065,2.0,1.0,0.0241224,0.0,3.0,3.0,0.2591853399999999,7.0,6.870229007633588,8.587786259541986,0.3435114503816794,15.114503816793894,2.0610687022900764,1.0305343511450382,1.3740458015267176,0.6870229007633588,1.717557251908397,1.717557251908397,5.8396946564885495,1.0305343511450382,0.3435114503816794,0.6870229007633588,3.7786259541984735,2.0610687022900764,0.6870229007633588,0.3435114503816794,0.0,0.0,0.3435114503816794,0.3435114503816794,0.6870229007633588,0.0,77.19,100.0,50.0,40.0,50.0,58.62,54.55,25.0,0.1255152678012454,0.1030640870269602,0.6870229007633588,0.3435114503816794,0.008286320610687,0.0,1.0305343511450382,1.0305343511450382,0.0890331320610686,2.404580152671756,ST,96,72,54,89,88,64,50,34,73,70,78,81,66,68,65,92,73,46,31,51,74,89,80,26,59,95,93,65,73,95,77,30,38,76,74,41,45,23,76,59,73,39,84,54,49,73,73,54,35,24,49,49,68,62,54,51,49,81,54,30,31,51,73,86,68,26,59,95,93,65,73,95,77,30,38,65,59,30,32,23,73,49,62,24,Liga Portugal
Rio Ave,cgvbluoerzbzcr7aaxge3wkcv,9tg2ugyo8h1tsuy5974rf7310,Gustavo Mancha,Gustavo Teixeira Lopes da Conceição,22.0,Defender,Brazil,Defender,57.0,16.0,7.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,189.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,76.04,30.43,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.142857142857142,7.619047619047619,3.333333333333333,34.76190476190476,0.4761904761904761,0.0,0.0,0.0,0.0,0.0,0.9523809523809524,8.095238095238095,0.0,0.0,0.0,0.0,0.0,0.4761904761904761,0.4761904761904761,0.0,0.0,0.0,0.0,0.0,76.04,30.43,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,32,20,55,22,11,30,20,24,30,30,4,76,45,42,15,15,32,45,34,46,45,49,41,44,2,24,45,32,42,2,9,82,21,36,44,31,31,34,21,20,20,20,20,8,51,18,8,30,20,24,30,30,2,90,45,42,15,15,32,48,38,46,45,49,41,44,2,24,45,32,42,2,9,82,21,36,44,31,31,34,21,20,20,20,Liga Portugal
Rio Ave,cgvbluoerzbzcr7aaxge3wkcv,cd6l176fmei1qgylqbf0btg8a,T. Nikitscher,Tamás Nikitscher,26.0,Midfielder,Hungary,Midfielder,31.0,31.0,4.0,62.0,5.0,1.0,2.0,1.0,2.0,2.0,22.0,6.0,0.0,220.0,1.0,3.0,5.0,2.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,86.11,57.14,0.0,100.0,50.0,68.75,0.0,70.0,0.1589286785298652,0.100942820277292,1.0,1.0,0.02855202,0.0,3.0,1.0,0.12923661,22.0,12.681818181818182,12.681818181818182,1.6363636363636362,25.363636363636363,2.0454545454545454,0.409090909090909,0.8181818181818181,0.409090909090909,0.8181818181818181,0.8181818181818181,9.0,2.454545454545454,0.0,0.409090909090909,1.227272727272727,2.0454545454545454,0.8181818181818181,2.863636363636364,0.8181818181818181,0.0,0.0,0.0,0.409090909090909,0.0,86.11,57.14,0.0,100.0,50.0,68.75,0.0,70.0,0.0650162775803993,0.0412947901134376,0.409090909090909,0.409090909090909,0.0116803718181818,0.0,1.227272727272727,0.409090909090909,0.0528695222727272,9.0,DM/CM,41,46,54,36,84,47,66,76,59,59,100,81,47,84,80,93,73,93,53,50,43,49,60,33,46,59,43,90,93,93,17,67,71,63,61,40,46,24,23,16,54,26,11,31,51,14,77,49,66,74,49,49,100,80,47,89,74,89,71,94,40,50,43,49,57,33,46,59,43,90,93,93,17,67,71,57,60,43,40,24,23,14,37,20,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,37ao6cj3w5pd5v5ap79fqlxw5,Rafa,Rafael Alexandre Fernandes Ferreira da Silva,33.0,Midfielder,Portugal,Midfielder,9.0,36.0,1.0,45.0,1.0,3.0,4.0,2.0,8.0,9.0,9.0,0.0,1.0,135.0,2.0,12.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,83.33,50.0,0.0,75.0,50.0,69.23,0.0,100.0,0.6810801156678897,0.2147717923380576,1.0,6.0,0.134329,3.0,6.0,9.0,0.1811367599999999,22.0,6.0,24.0,0.6666666666666666,30.0,0.6666666666666666,2.0,2.6666666666666665,1.3333333333333333,5.333333333333333,6.0,6.0,0.0,0.6666666666666666,1.3333333333333333,8.0,0.6666666666666666,4.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,83.33,50.0,0.0,75.0,50.0,69.23,0.0,100.0,0.4540534104452598,0.1431811948920384,0.6666666666666666,4.0,0.0895526666666666,2.0,4.0,6.0,0.1207578399999999,14.666666666666666,CM/AM,7,50,29,38,38,57,64,48,81,88,38,12,81,60,95,17,93,26,17,52,24,36,76,83,40,45,24,93,60,100,24,90,90,38,50,83,76,76,71,79,52,50,19,88,40,60,50,79,81,74,100,100,81,12,95,100,100,31,100,33,17,52,24,36,98,95,40,45,24,93,60,100,24,90,95,57,57,100,100,88,93,95,67,86,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,Clément Lenglet,31.0,Defender,France,Defender,62.0,75.0,10.0,137.0,6.0,2.0,1.0,1.0,0.0,0.0,8.0,6.0,0.0,180.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,93.2,62.5,0.0,0.0,0.0,50.0,75.0,100.0,0.1484615855507508,0.2666928084641269,0.0,2.0,0.03870264,1.0,18.0,20.0,0.4311883299999998,99.0,31.0,37.5,5.0,68.5,3.0,1.0,0.5,0.5,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,93.2,62.5,0.0,0.0,0.0,50.0,75.0,100.0,0.0742307927753754,0.1333464042320634,0.0,1.0,0.01935132,0.5,9.0,10.0,0.2155941649999999,49.5,CB,36,98,71,68,72,88,54,62,30,30,51,20,45,42,64,49,32,45,34,46,45,49,41,44,82,85,45,32,42,34,91,82,70,95,44,79,78,76,90,94,92,82,28,95,86,78,81,92,59,71,30,30,60,11,45,42,70,55,32,51,41,46,45,49,41,44,82,85,45,32,42,34,91,82,78,100,44,81,81,82,98,96,98,98,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,5f5e6wufz0x041bvqzor10k16,E. Barrenechea,Enzo Barrenechea,25.0,Midfielder,Argentina,Midfielder,38.0,81.0,7.0,119.0,2.0,3.0,0.0,0.0,1.0,1.0,10.0,1.0,0.0,157.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,92.97,63.64,0.0,0.0,0.0,71.43,50.0,33.33,0.0,0.2129699342268275,0.0,8.0,0.1669078,2.0,19.0,16.0,0.21835239,60.0,21.78343949044586,46.43312101910828,4.012738853503184,68.21656050955414,1.1464968152866242,1.7197452229299364,0.0,0.0,0.5732484076433121,0.5732484076433121,5.732484076433121,0.5732484076433121,0.0,0.0,0.5732484076433121,1.7197452229299364,0.0,1.1464968152866242,0.0,0.0,0.0,0.5732484076433121,0.0,0.0,92.97,63.64,0.0,0.0,0.0,71.43,50.0,33.33,0.0,0.1220846756714297,0.0,4.585987261146497,0.0956796305732484,1.1464968152866242,10.89171974522293,9.171974522292992,0.1251701598726114,34.394904458598724,DM/CM,49,94,83,86,47,83,16,34,37,37,46,29,47,39,46,60,26,50,11,50,43,99,23,33,94,66,43,26,39,97,54,29,16,89,24,97,97,79,100,93,69,83,66,100,89,94,51,94,16,34,40,40,74,31,47,39,51,77,26,66,11,50,43,97,23,33,94,66,43,26,39,97,54,29,16,94,24,100,100,93,100,97,83,86,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,5i2tc06romjqx7a7wlu1iye7e,S. Dahl,Samuel Dahl,23.0,Defender,Sweden,Defender,37.0,63.0,2.0,100.0,3.0,4.0,0.0,0.0,2.0,2.0,6.0,4.0,0.0,180.0,0.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,84.75,33.33,0.0,0.0,0.0,40.0,75.0,66.67,0.0,0.2758758687526063,0.0,4.0,0.07111886,3.0,17.0,18.0,0.3598478299999998,60.0,18.5,31.5,1.0,50.0,1.5,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,4.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,84.75,33.33,0.0,0.0,0.0,40.0,75.0,66.67,0.0,0.1379379343763031,0.0,2.0,0.03555943,1.5,8.5,9.0,0.1799239149999999,30.0,LB/LCB,39,100,24,87,58,95,37,50,29,26,32,26,50,47,100,18,18,39,58,50,24,47,37,47,74,29,24,18,47,21,95,53,37,84,42,95,89,92,97,95,84,100,74,100,29,100,74,92,37,50,32,32,18,29,50,47,100,18,18,39,63,50,24,47,37,47,74,29,24,18,47,21,95,53,37,84,42,100,100,100,100,100,89,100,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,6pavdf2072176dag5nt8qni8k,G. Prestianni,Gianluca Prestianni,20.0,Attacker,Argentina,Striker,9.0,64.0,2.0,71.0,0.0,7.0,10.0,8.0,7.0,8.0,18.0,0.0,2.0,172.0,4.0,25.0,7.0,6.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,82.56,40.0,66.67,85.71,40.0,81.82,0.0,60.0,1.0249223723634835,0.7316229145744142,10.0,14.0,0.4334757399999999,5.0,7.0,11.0,0.6593633,42.0,4.709302325581395,33.48837209302325,1.0465116279069766,37.15116279069768,0.0,3.6627906976744176,5.232558139534883,4.186046511627906,3.6627906976744176,4.186046511627906,9.41860465116279,0.0,1.0465116279069766,2.093023255813953,13.081395348837209,3.6627906976744176,3.13953488372093,1.569767441860465,0.5232558139534883,0.0,1.0465116279069766,0.5232558139534883,1.0465116279069766,1.0465116279069766,82.56,40.0,66.67,85.71,40.0,81.82,0.0,60.0,0.5362965901901948,0.3828259436726586,5.232558139534883,7.325581395348837,0.2268187011627906,2.6162790697674416,3.6627906976744176,5.755813953488372,0.3450156802325581,21.97674418604651,ST,55,100,72,100,12,100,91,89,86,88,82,22,89,86,100,95,97,88,73,51,86,89,80,80,78,53,97,89,59,100,12,53,89,100,100,100,100,99,99,97,97,100,54,100,81,100,12,100,92,92,89,92,97,22,92,92,97,97,100,84,76,51,86,95,89,86,78,53,97,89,59,100,12,53,86,100,100,100,97,100,100,97,97,100,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,Vangelis Pavlidis,27.0,Attacker,Greece,Striker,7.0,25.0,0.0,32.0,5.0,2.0,10.0,10.0,3.0,3.0,11.0,0.0,4.0,149.0,6.0,22.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,74.42,0.0,0.0,100.0,60.0,55.0,41.67,50.0,1.9948634082679089,0.2147346431159009,1.0,1.0,0.05491138,0.0,3.0,4.0,0.36541783,11.0,4.228187919463087,15.100671140939598,0.0,19.328859060402685,3.02013422818792,1.2080536912751678,6.04026845637584,6.04026845637584,1.812080536912752,1.812080536912752,6.644295302013424,0.0,2.416107382550336,3.624161073825504,13.288590604026847,0.6040268456375839,1.812080536912752,0.6040268456375839,0.0,0.0,0.0,0.6040268456375839,0.0,1.2080536912751678,74.42,0.0,0.0,100.0,60.0,55.0,41.67,50.0,1.2049510519739048,0.1297054891304099,0.6040268456375839,0.6040268456375839,0.0331679476510067,0.0,1.812080536912752,2.416107382550336,0.2207221791946308,6.644295302013424,ST,35,72,24,69,82,51,91,97,43,43,73,22,99,97,95,22,81,46,31,51,35,89,24,80,51,24,35,96,84,84,54,43,100,57,47,41,54,23,76,68,81,70,46,92,24,86,86,57,100,100,54,51,73,22,100,100,100,22,95,51,31,51,35,97,24,92,51,24,35,96,84,84,54,43,100,70,54,49,62,23,89,84,89,78,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,Alexander Bah,28.0,Defender,Denmark,Defender,33.0,71.0,3.0,103.0,0.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,0.0,172.0,1.0,8.0,3.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,86.55,37.5,20.0,33.33,33.33,45.45,0.0,100.0,0.2988369829278355,0.3284703412725603,0.0,7.0,0.1886688,6.0,11.0,18.0,0.48475025,43.0,17.267441860465116,37.15116279069768,1.569767441860465,53.8953488372093,0.0,1.569767441860465,1.569767441860465,1.569767441860465,1.569767441860465,2.093023255813953,2.6162790697674416,1.569767441860465,0.0,0.5232558139534883,4.186046511627906,1.569767441860465,0.5232558139534883,0.5232558139534883,2.093023255813953,0.0,0.5232558139534883,0.5232558139534883,0.0,0.5232558139534883,86.55,37.5,20.0,33.33,33.33,45.45,0.0,100.0,0.1563681887413092,0.1718740157821536,0.0,3.6627906976744176,0.0987220465116279,3.13953488372093,5.755813953488372,9.41860465116279,0.2536483866279069,22.5,RB/RCB,38,94,50,75,19,72,97,100,81,84,16,22,53,94,100,81,66,38,78,53,69,94,47,94,81,56,69,53,91,12,22,91,100,88,44,100,94,97,100,100,88,88,44,100,50,94,19,81,94,100,81,88,19,12,53,94,100,81,69,44,94,53,69,94,47,94,81,56,69,53,91,12,22,91,100,88,44,100,94,100,100,100,81,88,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,Tomás Lemos Araújo,24.0,Defender,Portugal,Defender,54.0,66.0,6.0,120.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,5.0,0.0,149.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,93.02,66.67,0.0,0.0,0.0,37.5,0.0,100.0,0.2352238576814648,0.0,0.0,2.0,0.07176734,1.0,20.0,17.0,0.2670846199999999,86.0,32.61744966442953,39.86577181208054,3.624161073825504,72.48322147651007,1.2080536912751678,0.0,1.2080536912751678,1.2080536912751678,0.0,0.0,1.812080536912752,3.02013422818792,0.0,0.0,2.416107382550336,0.0,0.0,0.6040268456375839,1.812080536912752,0.0,0.0,0.0,0.0,0.0,93.02,66.67,0.0,0.0,0.0,37.5,0.0,100.0,0.1420815247740391,0.0,0.0,1.2080536912751678,0.0433494,0.6040268456375839,12.08053691275168,10.268456375838928,0.1613262805369127,51.94630872483222,CB,28,90,46,45,25,30,76,85,30,30,10,14,45,42,88,15,32,45,69,46,45,49,41,44,80,88,45,32,42,10,9,82,85,36,44,79,85,76,96,90,78,72,32,98,57,85,30,30,90,95,30,30,5,15,45,42,92,15,32,55,82,46,45,49,41,44,80,88,45,32,42,10,9,82,90,36,44,85,95,85,100,100,92,100,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,Heorhiy Sudakov,23.0,Midfielder,Ukraine,Midfielder,11.0,46.0,1.0,54.0,1.0,3.0,7.0,5.0,6.0,6.0,7.0,0.0,0.0,142.0,2.0,10.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,85.71,33.33,37.5,66.67,28.57,50.0,0.0,0.0,0.6535067544357058,0.3383929431166594,2.0,5.0,0.12240917,2.0,4.0,4.0,0.34363466,22.0,6.971830985915493,29.154929577464788,0.6338028169014085,34.225352112676056,0.6338028169014085,1.9014084507042253,4.436619718309859,3.1690140845070425,3.802816901408451,3.802816901408451,4.436619718309859,0.0,0.0,1.267605633802817,6.338028169014085,0.6338028169014085,2.535211267605634,0.0,0.0,0.0,1.9014084507042253,0.0,1.267605633802817,2.535211267605634,85.71,33.33,37.5,66.67,28.57,50.0,0.0,0.0,0.4141944218254473,0.2144744005668968,1.267605633802817,3.1690140845070425,0.0775832767605633,1.267605633802817,2.535211267605634,2.535211267605634,0.2177966154929577,13.943661971830986,CM/AM,17,76,29,52,38,57,86,90,64,62,21,12,33,60,76,17,74,7,17,52,76,36,76,100,71,29,81,79,31,67,24,7,86,62,76,62,62,52,43,36,76,50,38,100,33,76,43,71,100,100,86,86,43,12,33,95,95,19,95,7,17,52,90,36,90,100,71,29,81,79,31,67,24,7,90,90,90,95,90,76,62,57,90,81,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,Leandro Barreiro,26.0,Midfielder,Luxembourg,Midfielder,21.0,39.0,0.0,60.0,2.0,3.0,4.0,2.0,1.0,1.0,10.0,4.0,0.0,166.0,2.0,10.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,82.19,0.0,0.0,100.0,50.0,58.82,66.67,80.0,0.3840474487167448,0.3335433269896249,3.0,3.0,0.1197037,2.0,3.0,4.0,0.1502848499999999,20.0,11.385542168674698,21.14457831325301,0.0,32.53012048192771,1.0843373493975903,1.6265060240963851,2.1686746987951806,1.0843373493975903,0.5421686746987951,0.5421686746987951,5.421686746987952,2.1686746987951806,0.0,1.0843373493975903,5.421686746987952,1.0843373493975903,0.5421686746987951,2.1686746987951806,0.0,0.0,0.0,0.5421686746987951,1.0843373493975903,0.5421686746987951,82.19,0.0,0.0,100.0,50.0,58.82,66.67,80.0,0.208218496292211,0.1808367435485918,1.6265060240963851,1.6265060240963851,0.0648995963855421,1.0843373493975903,1.6265060240963851,2.1686746987951806,0.0814797379518071,10.843373493975903,CM/AM,55,57,10,64,67,57,64,48,7,7,43,86,33,60,76,40,38,81,17,52,24,83,76,60,33,10,24,100,60,95,98,69,52,57,93,45,57,52,33,36,33,33,71,71,10,67,86,57,67,62,10,10,57,100,33,79,90,52,43,100,17,52,24,95,81,71,33,10,24,100,60,95,98,69,71,67,100,52,76,69,38,48,52,57,Liga Portugal
Sporting Braga,26t6lvlpql4w5wu1ih73qpy36,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,Fran Navarro,28.0,Attacker,Spain,Striker,5.0,12.0,0.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,90.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,94.44,0.0,0.0,0.0,100.0,36.36,33.33,100.0,0.0913302171185466,0.0800968106695461,0.0,1.0,0.0241224,1.0,0.0,1.0,0.02716639,3.0,5.0,12.0,0.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,94.44,0.0,0.0,0.0,100.0,36.36,33.33,100.0,0.0913302171185466,0.0800968106695461,0.0,1.0,0.0241224,1.0,0.0,1.0,0.02716639,3.0,ST,27,35,24,30,31,31,16,24,5,5,16,22,66,46,23,22,19,73,31,51,35,41,24,26,100,24,35,19,100,41,42,86,27,38,16,41,45,58,16,35,30,19,61,76,24,81,45,49,20,32,5,5,49,22,86,73,42,38,19,92,31,51,35,41,24,26,100,24,35,19,100,41,42,86,30,51,16,59,54,77,16,45,35,38,Liga Portugal
Sporting Braga,26t6lvlpql4w5wu1ih73qpy36,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,Gabriel Silva Vieira,24.0,Attacker,Brazil,Striker,8.0,27.0,0.0,35.0,1.0,1.0,1.0,0.0,3.0,3.0,9.0,0.0,0.0,90.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,85.37,0.0,0.0,33.33,0.0,64.29,50.0,33.33,0.0444698881812566,0.0912867805525353,1.0,7.0,0.26665396,1.0,0.0,1.0,0.12669645,10.0,8.0,27.0,0.0,35.0,1.0,1.0,1.0,0.0,3.0,3.0,9.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,85.37,0.0,0.0,33.33,0.0,64.29,50.0,33.33,0.0444698881812566,0.0912867805525353,1.0,7.0,0.26665396,1.0,0.0,1.0,0.12669645,10.0,ST,45,80,24,74,31,31,16,12,43,43,57,22,26,16,23,69,51,46,73,51,35,41,59,26,86,24,35,58,16,97,68,32,19,43,47,92,95,58,16,35,51,64,95,97,24,97,45,49,20,12,76,73,92,22,26,16,42,100,73,68,86,51,35,41,81,26,86,24,35,58,16,97,68,32,22,57,73,97,100,77,16,45,73,95,Liga Portugal
Sporting Braga,26t6lvlpql4w5wu1ih73qpy36,5p4q1zolt4e4h07jzknksyzv8,J. Gorby,Jean-Baptiste Gorby,24.0,Midfielder,France,Midfielder,20.0,42.0,2.0,62.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.93,33.33,0.0,0.0,0.0,42.86,66.67,0.0,0.0706493664210357,0.0,1.0,3.0,0.06721802,3.0,8.0,3.0,0.0990516799999999,35.0,20.0,42.0,2.0,62.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.93,33.33,0.0,0.0,0.0,42.86,66.67,0.0,0.0706493664210357,0.0,1.0,3.0,0.06721802,3.0,8.0,3.0,0.0990516799999999,35.0,DM/CM,7,67,26,36,47,16,43,34,13,13,3,11,47,39,46,7,26,9,11,50,43,49,60,33,34,31,43,26,39,26,84,9,43,17,61,70,77,94,66,26,34,57,60,97,61,89,73,16,76,34,13,13,9,11,47,39,66,7,26,9,11,50,43,49,87,33,34,31,43,26,39,26,84,9,80,17,87,93,94,100,89,54,74,89,Liga Portugal
