Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total contest_Total,total dribbles attempted_Total,total won contest_Total,total accurate cross_Total,total blocked scoring att_Total,total assists_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total contest_p90,total dribbles attempted_p90,total won contest_p90,total accurate cross_p90,total blocked scoring att_p90,total assists_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total blocked scoring att_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total won contest_p90PR,total accurate cross_p90PR,total blocked scoring att_p90PR,total assists_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Darmstadt 98,1y7e48j8swyafegsucvewse5a,anjuea8h25j0gi522nt0l774l,C. Lannert,Christopher Lannert,28,Defender,Germany,Defender,24.0,25.0,1.0,49.0,1.0,1.0,2.0,1.0,1.0,9.0,1.0,0.0,5.0,175.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,85.96,50.0,0.0,50.0,0.0,52.94,50.0,33.33,0.126657300360426,0.0853321713077314,2.0,2.0,0.03555943,2.0,2.0,5.0,0.1284562,18.0,12.342857142857143,12.857142857142858,0.5142857142857143,25.2,0.5142857142857143,0.5142857142857143,1.0285714285714287,0.5142857142857143,0.5142857142857143,4.628571428571429,0.5142857142857143,0.0,2.571428571428572,0.0,1.0285714285714287,0.5142857142857143,1.0285714285714287,1.0285714285714287,1.0285714285714287,0.5142857142857143,0.0,0.5142857142857143,0.0,0.0,0.0,85.96,50.0,0.0,50.0,0.0,52.94,50.0,33.33,0.0651380401853619,0.0438851166725475,1.0285714285714287,1.0285714285714287,0.0182877068571428,1.0285714285714287,1.0285714285714287,2.571428571428572,0.0660631885714285,9.257142857142858,RB/RCB,60,45,31,64,26,48,62,62,62,55,14,50,100,38,57,43,45,67,64,64,31,74,43,50,52,71,62,31,60,38,45,64,26,48,57,86,67,62,71,24,45,38,36,38,29,29,43,10,33,62,57,57,57,5,50,100,38,52,43,33,62,62,67,31,71,43,50,52,71,62,31,60,38,45,64,26,43,48,76,62,57,62,19,43,33,29,2. Bundesliga
Darmstadt 98,1y7e48j8swyafegsucvewse5a,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,Lance Duijvestijn,27,Midfielder,Netherlands,Midfielder,12.0,50.0,1.0,56.0,0.0,4.0,2.0,1.0,1.0,5.0,1.0,0.0,2.0,180.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,6.0,2.0,1.0,0.0,0.0,70.89,100.0,42.86,0.0,0.0,31.25,0.0,33.33,0.094633596114737,0.4791800331302343,1.0,5.0,0.18186299,0.0,6.0,5.0,0.3304968999999999,29.0,6.0,25.0,0.5,28.0,0.0,2.0,1.0,0.5,0.5,2.5,0.5,0.0,1.0,0.0,1.5,1.0,0.5,1.5,1.5,0.0,3.0,1.0,0.5,0.0,0.0,70.89,100.0,42.86,0.0,0.0,31.25,0.0,33.33,0.0473167980573685,0.2395900165651171,0.5,2.5,0.090931495,0.0,3.0,2.5,0.1652484499999999,14.5,CM/AM,48,95,38,78,32,85,55,57,45,35,62,42,75,38,45,48,45,60,60,20,100,78,90,52,50,22,95,80,20,38,15,32,35,50,95,55,72,95,15,48,25,70,82,40,80,28,60,32,68,45,45,18,30,50,42,65,38,35,38,35,55,55,20,100,62,80,52,50,22,95,80,20,38,15,32,35,40,90,38,65,85,15,40,15,65,55,2. Bundesliga
Darmstadt 98,1y7e48j8swyafegsucvewse5a,dhbt80hxmsucww2l2zs5efzrp,A. Vukotić,Aleksandar Vukotic,31,Defender,Serbia,Defender,67.0,33.0,5.0,100.0,6.0,1.0,2.0,2.0,0.0,8.0,13.0,1.0,1.0,180.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.64,26.32,0.0,0.0,50.0,61.54,66.67,0.0,0.2416440466949296,0.0050788324360538,0.0,2.0,0.03608883,0.0,1.0,4.0,0.15528577,59.0,33.5,16.5,2.5,50.0,3.0,0.5,1.0,1.0,0.0,4.0,6.5,0.5,0.5,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,82.64,26.32,0.0,0.0,50.0,61.54,66.67,0.0,0.1208220233474648,0.0025394162180269,0.0,1.0,0.018044415,0.0,0.5,2.0,0.077642885,29.5,CB,87,60,56,90,79,65,81,87,39,53,71,95,29,82,98,23,13,32,32,40,44,92,48,47,52,26,6,44,40,77,73,87,13,81,58,42,74,68,35,27,42,68,81,68,50,52,68,77,60,73,82,39,45,71,92,26,79,97,23,13,32,32,40,44,90,48,47,52,26,6,44,40,77,73,87,13,77,58,42,73,68,35,27,37,55,71,2. Bundesliga
Darmstadt 98,1y7e48j8swyafegsucvewse5a,f1ta475tq6ie1xbx8jrzau9d5,P. Pfeiffer,Patric Pfeiffer,27,Defender,Ghana,Defender,59.0,34.0,9.0,93.0,4.0,0.0,4.0,3.0,1.0,8.0,11.0,0.0,2.0,180.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.04,42.86,0.0,0.0,0.0,53.33,44.44,0.0,0.5333452152448871,0.0,1.0,0.0,0.0,0.0,8.0,4.0,0.13462368,65.0,29.5,17.0,4.5,46.5,2.0,0.0,2.0,1.5,0.5,4.0,5.5,0.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.04,42.86,0.0,0.0,0.0,53.33,44.44,0.0,0.2666726076224435,0.0,0.5,0.0,0.0,0.0,4.0,2.0,0.06731184,32.5,CB,63,71,89,73,58,27,100,98,85,53,61,45,53,34,79,87,13,32,32,40,44,42,48,47,52,29,44,44,40,34,31,42,13,97,29,89,26,26,35,79,42,48,85,52,60,81,52,55,27,100,98,84,45,58,45,48,34,76,81,13,32,32,40,44,42,48,47,52,29,44,44,40,34,31,42,13,97,29,87,26,26,35,76,37,42,74,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,1atq3p7zxyrldwfy8zt2g6jxm,K. Keresztes,Krisztián Keresztes,26,Defender,Hungary,Defender,50.0,22.0,7.0,72.0,5.0,0.0,1.0,0.0,1.0,6.0,14.0,0.0,6.0,180.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,50.0,0.0,0.0,100.0,54.55,62.5,100.0,0.0377113058842071,0.0,1.0,1.0,0.01870347,0.0,9.0,9.0,0.1551763799999999,35.0,25.0,11.0,3.5,36.0,2.5,0.0,0.5,0.0,0.5,3.0,7.0,0.0,3.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,81.82,50.0,0.0,0.0,100.0,54.55,62.5,100.0,0.0188556529421035,0.0,0.5,0.5,0.009351735,0.0,4.5,4.5,0.0775881899999999,17.5,CB,39,26,76,31,69,27,52,27,85,24,79,45,97,82,61,23,40,77,76,40,44,42,48,47,52,18,60,44,40,95,47,71,82,42,29,89,58,56,35,87,89,65,42,29,19,73,24,69,27,47,27,84,21,77,45,97,79,58,23,31,73,71,40,44,42,48,47,52,18,60,44,40,95,47,71,82,42,29,87,55,56,35,82,82,52,39,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,1ovauk85z1csu04oc4nlyu31l,J. Heuer,Jannis Heuer,27,Defender,Germany,Defender,49.0,25.0,4.0,74.0,4.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,5.0,180.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.36,66.67,0.0,0.0,0.0,54.55,57.14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,12.5,2.0,37.0,2.0,0.0,0.0,0.0,0.0,3.0,9.5,0.0,2.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,91.36,66.67,0.0,0.0,0.0,54.55,57.14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,35,32,40,35,58,27,19,27,39,24,94,45,94,34,35,23,66,32,32,40,44,42,48,97,52,87,87,44,40,34,47,56,82,21,29,42,26,26,35,13,13,13,13,26,24,35,29,55,27,19,27,39,21,94,45,90,34,26,23,63,32,32,40,44,42,48,97,52,87,87,44,40,34,47,56,82,21,29,42,26,26,35,13,13,13,13,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,4vy25qkyfhxkxf3rbdafrdn9,J. Dehm,Jannik Dehm,30,Defender,Germany,Defender,18.0,29.0,3.0,47.0,1.0,1.0,4.0,1.0,3.0,5.0,6.0,0.0,1.0,164.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,88.68,50.0,0.0,100.0,0.0,71.43,50.0,0.0,0.1734789913522206,0.11896686771918,3.0,0.0,0.0,2.0,6.0,8.0,0.2384316499999999,27.0,9.878048780487806,15.914634146341465,1.6463414634146345,25.79268292682927,0.5487804878048781,0.5487804878048781,2.1951219512195124,0.5487804878048781,1.6463414634146345,2.7439024390243905,3.292682926829269,0.0,0.5487804878048781,0.0,1.0975609756097562,0.5487804878048781,0.0,0.5487804878048781,0.5487804878048781,0.5487804878048781,0.0,0.5487804878048781,0.5487804878048781,0.0,0.0,88.68,50.0,0.0,100.0,0.0,71.43,50.0,0.0,0.0952018854981698,0.06528669569955,1.6463414634146345,0.0,0.0,1.0975609756097562,3.292682926829269,4.390243902439025,0.1308466371951219,14.817073170731708,RB/RCB,36,62,60,50,26,48,93,62,95,29,57,50,43,38,57,43,12,38,38,64,31,74,90,50,52,95,62,31,90,38,100,64,12,67,62,100,12,12,71,71,76,71,67,29,52,57,48,19,52,95,71,95,19,57,50,43,38,62,48,12,48,48,71,31,81,95,50,52,95,62,31,90,38,100,64,12,67,67,95,12,12,71,67,62,67,57,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,5s3o96wdlqzi15p0xhtfgsbf9,D. Srbeny,Dennis Srbeny,32,Attacker,Germany,Striker,4.0,18.0,3.0,22.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,157.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,64.71,100.0,0.0,0.0,50.0,20.0,16.67,0.0,0.1934048606738281,0.3490703598211769,0.0,1.0,0.02401521,0.0,5.0,7.0,0.17316881,16.0,2.2929936305732483,10.318471337579618,1.7197452229299364,12.611464968152866,0.5732484076433121,2.2929936305732483,1.1464968152866242,0.5732484076433121,0.5732484076433121,1.1464968152866242,0.0,0.0,0.5732484076433121,0.5732484076433121,1.1464968152866242,0.0,0.0,0.5732484076433121,0.5732484076433121,0.0,0.0,0.0,0.5732484076433121,0.0,0.0,64.71,100.0,0.0,0.0,50.0,20.0,16.67,0.0,0.1108690284117485,0.2001040279229676,0.0,0.5732484076433121,0.0137666808917197,0.0,2.8662420382165603,4.012738853503184,0.0992687445859872,9.171974522292992,ST,15,65,95,47,37,88,22,18,52,7,20,23,80,35,10,15,25,35,35,20,42,25,85,52,52,17,92,42,20,63,7,35,25,33,90,15,35,37,27,97,93,73,92,10,57,97,43,37,90,17,20,50,7,20,23,83,40,7,15,25,37,37,20,42,25,90,52,52,17,92,42,20,63,7,35,25,30,87,15,33,33,27,100,97,73,97,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,b8tpqxd3npru6an744rz7scfd,S. Appelkamp,Shinta Appelkamp,25,Midfielder,Germany,Midfielder,19.0,34.0,5.0,52.0,0.0,4.0,3.0,2.0,1.0,6.0,1.0,0.0,2.0,177.0,0.0,6.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,85.25,71.43,25.0,33.33,0.0,50.0,0.0,100.0,0.2187064766263077,0.219088682537599,0.0,2.0,0.04013334,0.0,7.0,7.0,0.13615473,31.0,9.661016949152543,17.28813559322034,2.5423728813559325,26.440677966101696,0.0,2.0338983050847457,1.5254237288135597,1.0169491525423728,0.5084745762711864,3.050847457627119,0.5084745762711864,0.0,1.0169491525423728,0.0,3.050847457627119,1.5254237288135597,1.0169491525423728,1.5254237288135597,1.5254237288135597,0.5084745762711864,0.5084745762711864,1.0169491525423728,0.0,0.0,0.0,85.25,71.43,25.0,33.33,0.0,50.0,0.0,100.0,0.1112066830303259,0.1114010250191181,0.0,1.0169491525423728,0.0204067830508474,0.0,3.5593220338983054,3.5593220338983054,0.0692312186440678,15.76271186440678,CM/AM,70,70,90,65,32,85,68,82,45,45,62,42,75,38,88,65,72,60,60,50,68,78,40,52,50,85,80,62,45,38,45,32,85,65,60,18,28,25,15,68,55,45,90,50,45,90,55,32,80,60,75,25,35,55,42,70,38,80,50,60,60,60,40,55,70,40,52,50,85,80,62,45,38,45,32,85,60,55,18,25,25,15,50,30,30,65,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,b980cevn0v0wifqmw53leqytx,F. Klaus,Felix Klaus,33,Midfielder,Germany,Midfielder,19.0,27.0,3.0,46.0,0.0,2.0,13.0,11.0,2.0,9.0,0.0,3.0,0.0,166.0,10.0,18.0,6.0,1.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,80.7,75.0,0.0,40.0,76.92,50.0,0.0,100.0,1.2046389461149964,0.0974511632985442,5.0,3.0,0.076255,2.0,3.0,7.0,0.12637671,17.0,10.301204819277109,14.638554216867467,1.6265060240963851,24.939759036144576,0.0,1.0843373493975903,7.048192771084337,5.9638554216867465,1.0843373493975903,4.879518072289156,0.0,1.6265060240963851,0.0,5.421686746987952,9.759036144578312,3.2530120481927707,0.5421686746987951,2.710843373493976,2.710843373493976,1.0843373493975903,0.0,0.5421686746987951,0.0,0.0,0.0,80.7,75.0,0.0,40.0,76.92,50.0,0.0,100.0,0.653117500905721,0.0528349680534275,2.710843373493976,1.6265060240963851,0.0413430722891566,1.0843373493975903,1.6265060240963851,3.795180722891566,0.0685174933734939,9.216867469879515,RM/RCM,75,75,75,75,38,62,100,100,75,75,50,100,25,100,100,88,38,75,75,75,50,75,50,62,62,75,75,50,50,100,75,50,100,100,75,100,75,50,75,75,75,75,75,50,75,75,50,38,50,100,100,50,50,50,100,25,100,100,75,25,75,75,75,50,75,50,62,62,75,75,50,50,100,75,50,100,100,75,100,75,50,75,75,75,75,75,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,cjks4v7acb94q4v0idm0colwp,L. Itter,Luca Itter,27,Defender,Germany,Defender,19.0,37.0,2.0,55.0,2.0,3.0,1.0,0.0,1.0,9.0,4.0,0.0,0.0,180.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,79.71,66.67,16.67,100.0,0.0,56.25,50.0,50.0,0.0526641730689226,0.2550102944232081,0.0,5.0,0.176947,2.0,8.0,8.0,0.1730401899999999,35.0,9.5,18.5,1.0,27.5,1.0,1.5,0.5,0.0,0.5,4.5,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,79.71,66.67,16.67,100.0,0.0,56.25,50.0,50.0,0.0263320865344613,0.127505147211604,0.0,2.5,0.0884735,1.0,4.0,4.0,0.0865200949999999,17.5,LB/LCB,13,61,18,32,50,82,63,37,76,63,42,50,16,42,58,61,61,32,32,55,53,82,47,53,53,32,92,42,95,42,63,68,45,58,74,37,79,95,76,74,63,42,63,11,55,13,26,42,82,58,37,68,55,37,50,16,42,55,55,53,26,26,47,45,79,47,53,53,32,92,42,95,42,63,68,45,53,68,37,79,95,68,74,58,37,58,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,ex8oxu32lq96cd8waf33qeu50,S. Bansé,Sacha Bansé,25,Midfielder,Burkina Faso,Midfielder,15.0,22.0,1.0,37.0,1.0,1.0,1.0,1.0,0.0,7.0,3.0,0.0,1.0,153.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,84.09,50.0,0.0,33.33,0.0,38.89,25.0,75.0,0.0889585373557452,0.0495489280158554,0.0,0.0,0.0,2.0,1.0,0.0,0.03088219,13.0,8.823529411764707,12.941176470588236,0.5882352941176471,21.764705882352946,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.0,4.11764705882353,1.7647058823529411,0.0,0.5882352941176471,0.0,1.1764705882352942,0.5882352941176471,1.7647058823529411,1.7647058823529411,1.7647058823529411,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,84.09,50.0,0.0,33.33,0.0,38.89,25.0,75.0,0.0523285513857324,0.0291464282446208,0.0,0.0,0.0,1.1764705882352942,0.5882352941176471,0.0,0.018165994117647,7.647058823529412,DM/CM,9,19,16,9,34,41,37,54,26,46,44,46,43,40,46,22,72,82,81,60,37,31,47,51,51,44,54,37,53,40,24,34,60,35,41,31,16,16,84,15,9,21,21,6,26,21,12,44,62,44,62,26,47,50,46,56,40,56,32,82,88,85,71,37,31,47,51,51,44,54,37,53,40,24,34,60,35,41,31,16,16,88,15,9,15,18,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,vgvhxmqjvf4g34bd2ebja44q,O. Pohlmann,Ole Pohlmann,25,Midfielder,Germany,Midfielder,9.0,22.0,1.0,31.0,2.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,147.0,0.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,96.88,50.0,0.0,33.33,0.0,50.0,66.67,100.0,0.0348112173905731,0.0,1.0,3.0,0.07883663,1.0,1.0,0.0,0.03399323,11.0,5.510204081632653,13.46938775510204,0.6122448979591837,18.97959183673469,1.2244897959183674,0.0,0.6122448979591837,0.0,0.6122448979591837,4.8979591836734695,0.6122448979591837,0.0,0.0,0.0,1.2244897959183674,1.836734693877551,1.2244897959183674,1.836734693877551,1.836734693877551,0.6122448979591837,0.0,0.6122448979591837,0.0,0.0,0.0,96.88,50.0,0.0,33.33,0.0,50.0,66.67,100.0,0.0213129902391263,0.0,0.6122448979591837,1.836734693877551,0.0482673244897959,0.6122448979591837,0.6122448979591837,0.0,0.020812181632653,6.73469387755102,LM/LCM,30,25,35,25,70,15,25,20,40,45,40,55,20,25,40,70,90,40,40,45,35,50,45,55,55,100,45,35,50,25,60,95,90,20,15,40,55,50,45,20,15,20,20,30,20,30,30,70,15,30,20,50,60,40,55,20,25,40,80,100,40,40,50,35,50,45,55,55,100,45,35,50,25,60,95,90,20,15,50,50,50,40,20,15,20,20,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,xftmvkjliz16tsy1n8v7tqzt,P. Will,Paul Will,27,Midfielder,Germany,Midfielder,31.0,32.0,3.0,60.0,0.0,4.0,0.0,0.0,0.0,6.0,6.0,0.0,2.0,180.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,85.71,42.86,75.0,50.0,0.0,50.0,0.0,20.0,0.0,0.2010936972591715,0.0,2.0,0.04852272,0.0,5.0,7.0,0.08069438,30.0,15.5,16.0,1.5,30.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,85.71,42.86,75.0,50.0,0.0,50.0,0.0,20.0,0.0,0.1005468486295857,0.0,1.0,0.02426136,0.0,2.5,3.5,0.04034719,15.0,DM/CM,44,50,49,34,10,88,13,21,26,35,75,46,68,40,13,6,28,63,62,60,100,31,47,51,51,59,40,94,63,40,56,15,21,13,88,31,57,59,28,47,65,32,44,29,40,41,26,10,84,13,21,26,28,74,46,63,40,13,6,24,54,51,51,100,31,47,51,51,59,40,94,63,40,56,15,21,13,85,31,54,53,28,41,59,32,38,2. Bundesliga
Bochum,eq1oq6y61xnzq88zu0cnw131z,13c9mrscf8azyd4h33jlyt7qi,M. Steinwender,Michael Steinwender,26,Defender,Austria,Defender,83.0,26.0,6.0,109.0,6.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,1.0,180.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.51,37.5,0.0,0.0,0.0,62.5,60.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,13.0,3.0,54.5,3.0,0.0,0.0,0.0,0.0,5.0,5.5,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.51,37.5,0.0,0.0,0.0,62.5,60.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,97,39,68,94,79,27,19,27,39,84,61,45,29,34,10,58,66,32,32,40,44,42,48,47,52,52,29,44,40,34,77,65,53,21,29,42,26,26,35,13,13,13,13,94,32,63,81,77,27,19,27,39,74,58,45,26,34,10,53,63,32,32,40,44,42,48,47,52,52,29,44,40,34,77,65,53,21,29,42,26,26,35,13,13,13,13,2. Bundesliga
Bochum,eq1oq6y61xnzq88zu0cnw131z,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,Maximilian Wittek,31,Defender,Germany,Defender,34.0,25.0,5.0,54.0,1.0,4.0,2.0,1.0,1.0,11.0,2.0,0.0,1.0,180.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,71.05,35.71,50.0,66.67,50.0,55.0,50.0,66.67,0.0877664126023731,0.5276425777586886,0.0,0.0,0.0,2.0,3.0,6.0,0.4198162599999999,33.0,17.0,12.5,2.5,27.0,0.5,2.0,1.0,0.5,0.5,5.5,1.0,0.0,0.5,0.5,0.5,2.5,1.0,1.5,1.5,1.0,2.5,0.5,0.0,0.0,0.0,71.05,35.71,50.0,66.67,50.0,55.0,50.0,66.67,0.0438832063011865,0.2638212888793443,0.0,0.0,0.0,1.0,1.5,3.0,0.2099081299999999,16.5,LB/LCB,58,42,58,26,24,95,87,87,76,89,21,50,39,92,34,97,61,76,76,82,100,82,47,53,53,11,32,84,79,92,47,68,63,74,95,37,13,13,76,26,45,95,53,53,37,55,21,18,92,84,82,68,84,21,50,39,89,24,95,53,66,66,79,100,79,47,53,53,11,32,84,79,92,47,68,63,74,95,37,13,13,68,24,39,95,47,2. Bundesliga
Bochum,eq1oq6y61xnzq88zu0cnw131z,5tsrmx2p5f3mrpwt8gpx4x979,K. Miyoshi,Koji Miyoshi,29,Midfielder,Japan,Midfielder,10.0,15.0,2.0,25.0,1.0,2.0,3.0,2.0,1.0,6.0,0.0,0.0,1.0,155.0,2.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,73.53,40.0,0.0,0.0,66.67,40.0,33.33,66.67,0.3389583444353533,0.0894263097540338,1.0,2.0,0.13190251,1.0,2.0,2.0,0.07269073,14.0,5.806451612903225,8.709677419354838,1.161290322580645,14.516129032258064,0.5806451612903225,1.161290322580645,1.7419354838709675,1.161290322580645,0.5806451612903225,3.4838709677419355,0.0,0.0,0.5806451612903225,1.161290322580645,3.4838709677419355,1.161290322580645,1.161290322580645,1.161290322580645,1.161290322580645,0.0,0.0,0.0,0.5806451612903225,0.0,0.0,73.53,40.0,0.0,0.0,66.67,40.0,33.33,66.67,0.1968145225753664,0.0519249540507293,0.5806451612903225,1.161290322580645,0.0765885541935483,0.5806451612903225,1.161290322580645,1.161290322580645,0.0422075206451612,8.129032258064516,RM/RCM,25,50,50,38,88,62,25,25,25,25,50,38,75,38,62,38,75,50,50,25,50,38,100,62,62,50,25,50,25,75,25,100,50,25,50,50,50,75,50,50,50,50,50,25,25,50,25,75,75,25,25,25,25,50,38,75,25,50,25,75,50,50,25,50,38,100,62,62,50,25,50,25,75,25,100,50,25,50,50,50,75,50,50,50,50,25,2. Bundesliga
