Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total effective clearance_Total,total mins played,total aerial won_Total,total assists_Total,total attempt_Total,total attempts ibox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total goals_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total blocked scoring att_Total,total won contest_Total,total interception_Total,total won tackle_Total,total attempts obox_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total effective clearance_p90,total aerial won_p90,total assists_p90,total attempt_p90,total attempts ibox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total blocked scoring att_p90,total won contest_p90,total interception_p90,total won tackle_p90,total attempts obox_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total effective clearance_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total blocked scoring att_TotalPR,total won contest_TotalPR,total interception_TotalPR,total won tackle_TotalPR,total attempts obox_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total effective clearance_p90PR,total aerial won_p90PR,total assists_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total blocked scoring att_p90PR,total won contest_p90PR,total interception_p90PR,total won tackle_p90PR,total attempts obox_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Fiorentina,4raiad4l2j5lkfaz92pk4osb,476nfumr6aadvufrqk72tq5be,L. Ranieri,Luca Ranieri,27,Defender,Italy,Defender,21.0,0.0,4.0,0.0,25.0,0.0,9.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.21,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,0.0,25.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.21,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,50,32,7,25,21,25,100,61,54,25,36,21,18,25,50,36,21,36,43,36,18,61,32,54,43,25,32,36,36,43,39,89,29,32,39,29,29,32,29,29,21,21,50,32,7,25,21,25,100,61,54,25,36,21,18,25,50,36,21,36,43,36,18,61,32,54,43,25,32,36,36,43,39,89,29,32,39,29,29,32,29,29,21,21,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,4gbk8ka3fv401f8zyslo38fai,R. Drăgușin,Radu Dragusin,24,Defender,Romania,Defender,18.0,0.0,6.0,3.0,24.0,0.0,3.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0956076485956367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02148907,15.0,18.0,0.0,6.0,3.0,24.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0956076485956367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02148907,15.0,CB,21,46,20,77,21,36,54,46,52,64,70,39,39,55,46,39,46,73,46,41,80,52,48,52,100,93,46,41,39,43,32,50,64,39,48,32,32,43,25,52,43,57,21,46,20,77,21,36,54,46,52,64,70,39,39,55,46,39,46,73,46,41,80,52,48,52,100,93,46,41,39,43,32,50,64,39,48,32,32,43,25,52,43,57,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,7maur0rp96hubnkuu84576wpg,M. Pellegrino,Mateo Pellegrino,24,Attacker,Argentina,Striker,4.0,0.0,7.0,0.0,11.0,1.0,2.0,90.0,2.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,0.0,0.0,0.0,26.32,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,11.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,0.0,0.0,0.0,26.32,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,50,54,38,38,42,67,100,88,50,8,12,46,46,71,46,17,12,88,29,25,46,38,29,54,42,38,54,25,17,42,62,38,12,29,29,29,29,25,29,25,12,12,50,54,38,38,42,67,100,88,50,8,12,46,46,71,46,17,12,88,29,25,46,38,29,54,42,38,54,25,17,42,62,38,12,29,29,29,29,25,29,25,12,12,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,9e3t2wyjqzxsn690aysao8cfd,Dodô,Domilson Cordeiro Dos Santos,27,Defender,Brazil,Defender,14.0,0.0,10.0,1.0,24.0,0.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,82.76,33.33,0.0,0.0,0.0,50.0,0.0,100.0,0.0458145802286499,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0519906599999999,19.0,14.0,0.0,10.0,1.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,82.76,33.33,0.0,0.0,0.0,50.0,0.0,100.0,0.0458145802286499,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0519906599999999,19.0,RB/RCB,38,50,31,65,31,35,23,23,54,69,35,38,27,31,54,50,23,81,50,38,35,58,100,54,38,65,50,38,50,58,42,77,62,35,100,38,38,38,58,58,62,77,38,50,31,65,31,35,23,23,54,69,35,38,27,31,54,50,23,81,50,38,35,58,100,54,38,65,50,38,50,58,42,77,62,35,100,38,38,38,58,58,62,77,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,kvbjuvcseqk4sbr04ctkqi38,C. Ndour,Cher Ndour,22,Midfielder,Italy,Midfielder,9.0,1.0,19.0,0.0,27.0,1.0,0.0,90.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,87.1,0.0,100.0,100.0,50.0,36.36,66.67,100.0,0.158126745312527,0.09947650515412,1.0,1.0,0.0199707,0.0,6.0,1.0,0.05405898,19.0,9.0,1.0,19.0,0.0,27.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,87.1,0.0,100.0,100.0,50.0,36.36,66.67,100.0,0.158126745312527,0.09947650515412,1.0,1.0,0.0199707,0.0,6.0,1.0,0.05405898,19.0,CM/AM,40,90,60,20,40,65,20,100,50,80,60,50,50,55,50,90,70,25,45,60,30,60,90,55,40,20,100,90,90,40,100,85,80,70,80,50,50,35,80,30,40,70,40,90,60,20,40,65,20,100,50,80,60,50,50,55,50,90,70,25,45,60,30,60,90,55,40,20,100,90,90,40,100,85,80,70,80,50,50,35,80,30,40,70,Serie A
Roma,2tk2l9sgktwc9jhzqdd4mpdtb,1ftejgsl4hho40cceqne1hcyd,B. Cristante,Bryan Cristante,31,Midfielder,Italy,Midfielder,31.0,0.0,42.0,3.0,73.0,1.0,4.0,90.0,6.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,87.95,60.0,0.0,100.0,0.0,78.57,85.71,50.0,0.0,0.0663023803333408,0.0,7.0,0.13955077,1.0,11.0,8.0,0.20182037,51.0,31.0,0.0,42.0,3.0,73.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,87.95,60.0,0.0,100.0,0.0,78.57,85.71,50.0,0.0,0.0663023803333408,0.0,7.0,0.13955077,1.0,11.0,8.0,0.20182037,51.0,DM/CM,78,47,81,91,84,53,84,100,50,16,47,78,78,100,53,38,34,25,44,81,81,88,22,53,38,62,47,88,38,88,100,59,31,81,34,100,100,66,94,88,88,94,78,47,81,91,84,53,84,100,50,16,47,78,78,100,53,38,34,25,44,81,81,88,22,53,38,62,47,88,38,88,100,59,31,81,34,100,100,66,94,88,88,94,Serie A
Roma,2tk2l9sgktwc9jhzqdd4mpdtb,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,Gianluca Mancini,30,Defender,Italy,Defender,24.0,0.0,17.0,0.0,41.0,2.0,2.0,90.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,93.18,0.0,0.0,100.0,0.0,71.43,0.0,100.0,0.0,0.2141558617172156,0.0,1.0,0.0241224,0.0,5.0,6.0,0.16679228,22.0,24.0,0.0,17.0,0.0,41.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,93.18,0.0,0.0,100.0,0.0,71.43,0.0,100.0,0.0,0.2141558617172156,0.0,1.0,0.0241224,0.0,5.0,6.0,0.16679228,22.0,CB,39,46,71,5,50,91,39,46,52,21,23,86,86,68,46,39,79,73,46,91,21,77,48,52,68,5,46,93,39,79,32,88,29,89,48,77,89,43,95,100,93,64,39,46,71,5,50,91,39,46,52,21,23,86,86,68,46,39,79,73,46,91,21,77,48,52,68,5,46,93,39,79,32,88,29,89,48,77,89,43,95,100,93,64,Serie A
Roma,2tk2l9sgktwc9jhzqdd4mpdtb,9k3cr9bc23253jmcw2a53hn2s,Wesley,Wesley Vinícius França Lima,22,Defender,Brazil,Defender,10.0,3.0,23.0,1.0,30.0,3.0,0.0,90.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,83.33,100.0,60.0,100.0,0.0,45.45,0.0,0.0,0.0,0.3132645552817069,0.0,6.0,0.1619951,1.0,4.0,4.0,0.35804299,11.0,10.0,3.0,23.0,1.0,30.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,83.33,100.0,60.0,100.0,0.0,45.45,0.0,0.0,0.0,0.3132645552817069,0.0,6.0,0.1619951,1.0,4.0,4.0,0.35804299,11.0,CB,11,100,89,29,29,98,9,46,52,21,23,86,86,68,46,39,93,73,46,91,21,20,48,52,30,93,93,93,39,36,32,20,29,100,48,100,100,93,86,84,100,50,11,100,89,29,29,98,9,46,52,21,23,86,86,68,46,39,93,73,46,91,21,20,48,52,30,93,93,93,39,36,32,20,29,100,48,100,100,93,86,84,100,50,Serie A
Roma,2tk2l9sgktwc9jhzqdd4mpdtb,dknh1ecpb9kcwzuijmdcoq8lw,E. Lulli,Emanuele Lulli,19,Defender,Italy,Defender,14.0,0.0,18.0,0.0,32.0,1.0,1.0,90.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,86.49,0.0,0.0,100.0,0.0,70.0,50.0,100.0,0.1519028663145066,0.0835590598595477,0.0,1.0,0.02953272,1.0,4.0,3.0,0.0859477699999999,15.0,14.0,0.0,18.0,0.0,32.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,86.49,0.0,0.0,100.0,0.0,70.0,50.0,100.0,0.1519028663145066,0.0835590598595477,0.0,1.0,0.02953272,1.0,4.0,3.0,0.0859477699999999,15.0,RB/RCB,38,50,54,31,46,81,23,58,54,69,73,81,69,96,54,50,73,81,50,85,35,100,50,54,65,31,50,92,50,77,92,77,85,85,50,77,77,77,85,88,77,58,38,50,54,31,46,81,23,58,54,69,73,81,69,96,54,50,73,81,50,85,35,100,50,54,65,31,50,92,50,77,92,77,85,85,50,77,77,77,85,88,77,58,Serie A
Roma,2tk2l9sgktwc9jhzqdd4mpdtb,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,Evan Ndicka,27,Defender,Côte d'Ivoire,Defender,48.0,0.0,17.0,4.0,65.0,0.0,5.0,90.0,4.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,98.48,80.0,0.0,0.0,0.0,70.0,0.0,33.33,0.141328899929055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04756261,47.0,48.0,0.0,17.0,4.0,65.0,0.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,98.48,80.0,0.0,0.0,0.0,70.0,0.0,33.33,0.141328899929055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04756261,47.0,CB,82,46,71,95,79,36,73,89,52,64,70,39,39,86,46,39,79,27,46,41,55,52,48,52,96,79,46,41,39,75,32,39,86,39,48,32,32,43,25,25,57,91,82,46,71,95,79,36,73,89,52,64,70,39,39,86,46,39,79,27,46,41,55,52,48,52,96,79,46,41,39,75,32,39,86,39,48,32,32,43,25,25,57,91,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,1ct0gujao4wvj1ff3aebqgqnd,G. Gaetano,Gianluca Gaetano,26,Midfielder,Italy,Midfielder,32.0,0.0,31.0,0.0,63.0,1.0,1.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,92.65,0.0,0.0,0.0,100.0,55.56,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,31.0,0.0,63.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,92.65,0.0,0.0,0.0,100.0,55.56,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,88,47,69,9,69,53,47,31,100,53,47,34,34,72,53,84,34,59,44,34,47,88,59,53,62,9,47,34,91,62,44,59,31,25,34,25,25,31,22,19,19,19,88,47,69,9,69,53,47,31,100,53,47,34,34,72,53,84,34,59,44,34,47,88,59,53,62,9,47,34,91,62,44,59,31,25,34,25,25,31,22,19,19,19,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,Éderson José dos Santos Lourenço da Silva,27,Midfielder,Brazil,Midfielder,17.0,0.0,16.0,1.0,33.0,1.0,1.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,89.19,100.0,0.0,0.0,100.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,1.0,33.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,89.19,100.0,0.0,0.0,100.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,38,47,25,34,31,53,47,31,50,88,47,34,34,59,53,100,81,91,44,34,47,56,88,53,44,88,47,34,91,47,44,88,31,25,34,25,25,31,22,19,19,19,38,47,25,34,31,53,47,31,50,88,47,34,34,59,53,100,81,91,44,34,47,56,88,53,44,88,47,34,91,47,44,88,31,25,34,25,25,31,22,19,19,19,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,4cejhrr3ji36591xf54jue3ca,G. Scalvini,Giorgio Scalvini,22,Defender,Italy,Defender,69.0,0.0,26.0,3.0,95.0,0.0,1.0,90.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.94,60.0,0.0,0.0,0.0,33.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,26.0,3.0,95.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.94,60.0,0.0,0.0,0.0,33.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,100,46,95,77,100,36,23,73,52,64,70,39,39,29,46,39,79,27,46,41,21,20,48,52,86,66,46,41,39,29,88,20,29,39,48,32,32,43,25,25,21,21,100,46,95,77,100,36,23,73,52,64,70,39,39,29,46,39,79,27,46,41,21,20,48,52,86,66,46,41,39,29,88,20,29,39,48,32,32,43,25,25,21,21,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,a69r2pf2w8da4dl0zl4k5vil1,D. Zappacosta,Davide Zappacosta,34,Defender,Italy,Defender,35.0,0.0,19.0,1.0,54.0,0.0,0.0,90.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,91.53,33.33,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,19.0,1.0,54.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,91.53,33.33,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,55,46,80,29,54,36,9,14,52,95,70,39,39,29,46,39,100,27,96,41,21,77,96,52,57,27,46,41,39,7,32,88,29,39,48,32,32,43,25,25,21,21,55,46,80,29,54,36,9,14,52,95,70,39,39,29,46,39,100,27,96,41,21,77,96,52,57,27,46,41,39,7,32,88,29,39,48,32,32,43,25,25,21,21,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,Odilon Kossounou,25,Defender,Côte d'Ivoire,Defender,62.0,0.0,27.0,0.0,89.0,0.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,27.0,0.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,100,50,88,31,100,35,88,23,54,31,35,38,27,8,54,50,23,35,50,38,73,19,50,54,100,31,50,38,50,19,42,19,31,35,50,38,38,38,27,27,23,23,100,50,88,31,100,35,88,23,54,31,35,38,27,8,54,50,23,35,50,38,73,19,50,54,100,31,50,38,50,19,42,19,31,35,50,38,38,38,27,27,23,23,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,Jens Odgaard,27,Attacker,Denmark,Striker,9.0,0.0,8.0,0.0,17.0,0.0,1.0,90.0,0.0,0.0,3.0,3.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,77.27,0.0,0.0,50.0,33.33,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,17.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,77.27,0.0,0.0,50.0,33.33,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,92,54,58,38,79,25,71,25,50,58,75,46,46,54,46,62,46,88,29,62,46,38,29,54,75,38,54,75,62,50,25,38,12,29,29,29,29,25,29,25,12,12,92,54,58,38,79,25,71,25,50,58,75,46,46,54,46,62,46,88,29,62,46,38,29,54,75,38,54,75,62,50,25,38,12,29,29,29,29,25,29,25,12,12,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,5gf24ds4ejjztxyj8b5rs3tnt,T. Heggem,Torbjørn Heggem,27,Defender,Norway,Defender,45.0,0.0,19.0,5.0,64.0,1.0,2.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.52,83.33,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,19.0,5.0,64.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.52,83.33,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,75,46,80,100,73,79,39,46,52,21,23,39,39,29,46,39,46,73,46,41,21,20,48,52,82,82,46,41,39,70,32,20,29,39,48,32,32,43,25,25,21,21,75,46,80,100,73,79,39,46,52,21,23,39,39,29,46,39,46,73,46,41,21,20,48,52,82,82,46,41,39,70,32,20,29,39,48,32,32,43,25,25,21,21,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,ahe00hzfpxhe742i5db3mpe6s,E. Helland,Eivind Helland,21,Defender,Norway,Defender,54.0,0.0,12.0,2.0,66.0,0.0,1.0,90.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.29,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,12.0,2.0,66.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.29,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,93,46,46,55,82,36,23,46,52,95,98,39,39,46,46,89,79,27,46,41,21,52,48,52,71,54,46,41,80,7,32,50,29,39,48,32,32,43,25,25,21,21,93,46,46,55,82,36,23,46,52,95,98,39,39,46,46,89,79,27,46,41,21,52,48,52,71,54,46,41,80,7,32,50,29,39,48,32,32,43,25,25,21,21,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,bdb6j168crcrwje9k0titxv55,L. Ferguson,Lewis Ferguson,27,Midfielder,Scotland,Midfielder,43.0,1.0,34.0,1.0,76.0,2.0,1.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.57,25.0,50.0,0.0,100.0,42.86,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,34.0,1.0,76.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.57,25.0,50.0,0.0,100.0,42.86,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,94,97,75,34,94,91,47,72,50,53,97,34,34,47,53,84,81,25,44,34,16,56,22,53,56,19,94,34,91,31,88,59,31,25,34,25,25,31,22,19,19,19,94,97,75,34,94,91,47,72,50,53,97,34,34,47,53,84,81,25,44,34,16,56,22,53,56,19,94,34,91,31,88,59,31,25,34,25,25,31,22,19,19,19,Serie A
