Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total effective clearance_Total,total mins played,total aerial won_Total,total assists_Total,total attempt_Total,total attempts ibox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total goals_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total blocked scoring att_Total,total won contest_Total,total interception_Total,total won tackle_Total,total attempts obox_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total effective clearance_p90,total aerial won_p90,total assists_p90,total attempt_p90,total attempts ibox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total blocked scoring att_p90,total won contest_p90,total interception_p90,total won tackle_p90,total attempts obox_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total effective clearance_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total blocked scoring att_TotalPR,total won contest_TotalPR,total interception_TotalPR,total won tackle_TotalPR,total attempts obox_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total effective clearance_p90PR,total aerial won_p90PR,total assists_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total blocked scoring att_p90PR,total won contest_p90PR,total interception_p90PR,total won tackle_p90PR,total attempts obox_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Bologna,ej5er0oyngdw138yuumwqbyqt,emvmn561wgd62zj0s3qi5j5rd,Juan Miranda,Juan Miranda,26,Defender,Spain,Defender,10.0,3.0,23.0,2.0,30.0,2.0,3.0,90.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,83.33,40.0,60.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,23.0,2.0,30.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,83.33,40.0,60.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,7,96,64,86,36,82,68,61,54,25,36,64,61,43,50,36,54,36,43,36,54,61,32,54,29,82,86,36,36,43,39,54,29,32,39,29,29,32,29,29,21,21,7,96,64,86,36,82,68,61,54,25,36,64,61,43,50,36,54,36,43,36,54,61,32,54,29,82,86,36,36,43,39,54,29,32,39,29,29,32,29,29,21,21,Serie A
Cagliari,5rwlg5cfv1hu7yf0ek1zxpzy3,43rid94d7jz7u5ba4xzb8bbe2,M. Adopo,Michel Adopo,26,Midfielder,France,Midfielder,7.0,0.0,33.0,0.0,40.0,2.0,2.0,90.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,90.91,0.0,0.0,33.33,0.0,42.86,0.0,0.0,0.084888436548113,0.1251820501258972,0.0,3.0,0.06482985,3.0,1.0,3.0,0.0756435,21.0,7.0,0.0,33.0,0.0,40.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,90.91,0.0,0.0,33.33,0.0,42.86,0.0,0.0,0.084888436548113,0.1251820501258972,0.0,3.0,0.06482985,3.0,1.0,3.0,0.0756435,21.0,RM/RCM,33,33,100,33,100,67,67,100,100,83,83,83,83,50,67,67,67,50,100,83,33,33,67,67,67,33,33,83,67,50,67,33,100,67,67,100,100,100,67,100,100,100,33,33,100,33,100,67,67,100,100,83,83,83,83,50,67,67,67,50,100,83,33,33,67,67,67,33,33,83,67,50,67,33,100,67,67,100,100,100,67,100,100,100,Serie A
Cagliari,5rwlg5cfv1hu7yf0ek1zxpzy3,5lv11o8diz2g5sxqzwond4q38,A. Romano,Alessandro Romano,20,Midfielder,Switzerland,Midfielder,22.0,0.0,33.0,3.0,55.0,1.0,2.0,90.0,0.0,0.0,2.0,1.0,3.0,3.0,6.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,90.16,60.0,0.0,33.33,100.0,54.55,0.0,100.0,0.1503644843840813,0.1399416904710297,1.0,1.0,0.01870347,0.0,7.0,5.0,0.06811126,24.0,22.0,0.0,33.0,3.0,55.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,6.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,90.16,60.0,0.0,33.33,100.0,54.55,0.0,100.0,0.1503644843840813,0.1399416904710297,1.0,1.0,0.01870347,0.0,7.0,5.0,0.06811126,24.0,CM/AM,70,45,90,100,90,65,65,40,50,80,60,85,85,75,100,100,40,55,45,60,70,95,90,55,80,50,45,50,100,70,40,85,70,80,80,50,40,35,90,85,60,90,70,45,90,100,90,65,65,40,50,80,60,85,85,75,100,100,40,55,45,60,70,95,90,55,80,50,45,50,100,70,40,85,70,80,80,50,40,35,90,85,60,90,Serie A
Cagliari,5rwlg5cfv1hu7yf0ek1zxpzy3,5qfa3h4gut5jlnfkexq5m1djp,H. Winks,Harry Winks,30,Midfielder,England,Midfielder,20.0,0.0,44.0,1.0,64.0,0.0,1.0,90.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,92.75,33.33,0.0,0.0,50.0,25.0,0.0,0.0,0.1295563076452907,0.0,1.0,2.0,0.03682666,2.0,10.0,3.0,0.10240423,43.0,20.0,0.0,44.0,1.0,64.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,92.75,33.33,0.0,0.0,50.0,25.0,0.0,0.0,0.1295563076452907,0.0,1.0,2.0,0.03682666,2.0,10.0,3.0,0.10240423,43.0,DM/CM,50,47,88,34,75,12,47,72,50,88,47,34,34,25,53,84,34,59,44,34,81,22,88,53,69,34,47,34,75,9,44,22,88,25,78,62,50,84,88,53,75,81,50,47,88,34,75,12,47,72,50,88,47,34,34,25,53,84,34,59,44,34,81,22,88,53,69,34,47,34,75,9,44,22,88,25,78,62,50,84,88,53,75,81,Serie A
Cagliari,5rwlg5cfv1hu7yf0ek1zxpzy3,6zcua8ycqj1pca5fxwvie4x04,J. Rodríguez,Juan Rodríguez,21,Defender,Uruguay,Defender,46.0,0.0,25.0,0.0,71.0,0.0,7.0,90.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,93.42,0.0,0.0,0.0,0.0,57.14,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,25.0,0.0,71.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,93.42,0.0,0.0,0.0,0.0,57.14,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,82,32,75,25,79,25,93,100,54,25,36,21,18,61,50,36,21,36,43,36,100,21,32,54,93,25,32,36,36,57,100,21,29,32,39,29,29,32,29,29,21,21,82,32,75,25,79,25,93,100,54,25,36,21,18,61,50,36,21,36,43,36,100,21,32,54,93,25,32,36,36,57,100,21,29,32,39,29,29,32,29,29,21,21,Serie A
Cagliari,5rwlg5cfv1hu7yf0ek1zxpzy3,cmg6y5t0yuzeuzuxitelbvglx,A. Deiola,Alessandro Deiola,31,Midfielder,Italy,Midfielder,31.0,0.0,17.0,0.0,48.0,0.0,5.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.96,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.1215480572621922,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0396977399999999,29.0,31.0,0.0,17.0,0.0,48.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.96,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.1215480572621922,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0396977399999999,29.0,DM/CM,78,47,31,9,50,12,97,31,50,53,97,34,34,6,53,38,81,25,44,34,47,22,22,53,100,9,47,34,38,47,44,22,81,25,34,25,25,31,66,44,50,69,78,47,31,9,50,12,97,31,50,53,97,34,34,6,53,38,81,25,44,34,47,22,22,53,100,9,47,34,38,47,44,22,81,25,34,25,25,31,66,44,50,69,Serie A
Como,6uzfw7ahyxg4wrrfxo5u7qt0n,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,Tasos Douvikas,27,Attacker,Greece,Striker,1.0,0.0,5.0,0.0,6.0,0.0,1.0,90.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,75.0,22.22,20.0,0.0,0.5089810817367901,0.0,0.0,1.0,0.02855202,1.0,0.0,1.0,0.02635936,1.0,1.0,0.0,5.0,0.0,6.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,75.0,22.22,20.0,0.0,0.5089810817367901,0.0,0.0,1.0,0.02855202,1.0,0.0,1.0,0.02635936,1.0,ST,25,54,17,38,17,25,71,62,50,83,88,12,12,21,96,100,62,42,71,25,46,38,29,54,25,38,54,25,92,25,62,38,83,29,29,67,71,67,29,71,58,25,25,54,17,38,17,25,71,62,50,83,88,12,12,21,96,100,62,42,71,25,46,38,29,54,25,38,54,25,92,25,62,38,83,29,29,67,71,67,29,71,58,25,Serie A
Como,6uzfw7ahyxg4wrrfxo5u7qt0n,2b1aq7e51fjbukd3muxfthd78,Jacobo Ramón,Jacobo Ramón,21,Defender,Spain,Defender,43.0,0.0,26.0,1.0,69.0,1.0,2.0,90.0,3.0,0.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,89.61,33.33,0.0,50.0,0.0,77.78,75.0,100.0,0.1783633045340642,0.0481215953443441,0.0,1.0,0.02385149,1.0,5.0,2.0,0.0942740499999999,44.0,43.0,0.0,26.0,1.0,69.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,89.61,33.33,0.0,50.0,0.0,77.78,75.0,100.0,0.1783633045340642,0.0481215953443441,0.0,1.0,0.02385149,1.0,5.0,2.0,0.0942740499999999,44.0,CB,71,46,95,29,91,79,39,84,52,64,70,98,98,86,46,39,46,73,46,91,21,77,48,52,50,27,46,82,39,88,93,88,96,79,48,77,84,93,95,64,75,86,71,46,95,29,91,79,39,84,52,64,70,98,98,86,46,39,46,73,46,91,21,77,48,52,50,27,46,82,39,88,93,88,96,79,48,77,84,93,95,64,75,86,Serie A
Como,6uzfw7ahyxg4wrrfxo5u7qt0n,54foi544tygbd4sfx62t7wno,Álex Valle,Álex Valle,22,Defender,Spain,Defender,32.0,0.0,21.0,0.0,53.0,1.0,2.0,90.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,86.89,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.1173338067653326,0.0561157367670102,1.0,2.0,0.05365512,1.0,8.0,3.0,0.0946001299999999,27.0,32.0,0.0,21.0,0.0,53.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,86.89,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.1173338067653326,0.0561157367670102,1.0,2.0,0.05365512,1.0,8.0,3.0,0.0946001299999999,27.0,LB/LCB,64,32,57,25,64,61,46,25,54,82,82,64,61,25,50,36,54,79,100,36,86,21,75,54,50,25,32,36,36,14,39,21,71,64,86,79,79,75,93,75,64,71,64,32,57,25,64,61,46,25,54,82,82,64,61,25,50,36,54,79,100,36,86,21,75,54,50,25,32,36,36,14,39,21,71,64,86,79,79,75,93,75,64,71,Serie A
Como,6uzfw7ahyxg4wrrfxo5u7qt0n,5e2zgfe3ltc6qbnoqdfshqsph,T. Chalobah,Trevoh Chalobah,27,Defender,England,Defender,63.0,0.0,12.0,1.0,75.0,0.0,6.0,90.0,3.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,92.59,33.33,0.0,100.0,100.0,60.0,42.86,100.0,0.1431610579725873,0.0,0.0,1.0,0.02385149,1.0,1.0,1.0,0.06499578,49.0,63.0,0.0,12.0,1.0,75.0,0.0,6.0,3.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,92.59,33.33,0.0,100.0,100.0,60.0,42.86,100.0,0.1431610579725873,0.0,0.0,1.0,0.02385149,1.0,1.0,1.0,0.06499578,49.0,CB,96,46,46,29,96,36,84,84,52,64,70,86,86,79,46,89,46,27,46,91,80,77,48,52,64,27,46,93,93,57,75,88,89,39,48,77,84,93,57,52,61,96,96,46,46,29,96,36,84,84,52,64,70,86,86,79,46,89,46,27,46,91,80,77,48,52,64,27,46,93,93,57,75,88,89,39,48,77,84,93,57,52,61,96,Serie A
Como,6uzfw7ahyxg4wrrfxo5u7qt0n,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,Luis Milla,31,Midfielder,Spain,Midfielder,27.0,4.0,46.0,1.0,69.0,5.0,2.0,90.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,87.34,33.33,40.0,100.0,0.0,75.0,0.0,0.0,0.0,0.6979377135569287,0.0,0.0,0.0,0.0,9.0,5.0,0.1014512399999999,41.0,27.0,4.0,46.0,1.0,69.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,87.34,33.33,40.0,100.0,0.0,75.0,0.0,0.0,0.0,0.6979377135569287,0.0,0.0,0.0,0.0,9.0,5.0,0.1014512399999999,41.0,CM/AM,95,100,100,55,100,100,65,40,50,20,20,70,70,75,50,45,15,90,45,85,100,25,40,55,60,40,90,90,45,90,40,25,20,100,30,20,20,35,100,85,90,100,95,100,100,55,100,100,65,40,50,20,20,70,70,75,50,45,15,90,45,85,100,25,40,55,60,40,90,90,45,90,40,25,20,100,30,20,20,35,100,85,90,100,Serie A
Internazionale,3vo5mpj7catp66nrwwqiuhuup,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,Federico Dimarco,28,Defender,Italy,Defender,29.0,3.0,25.0,2.0,51.0,2.0,0.0,90.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,83.61,100.0,33.33,100.0,100.0,42.86,0.0,100.0,0.0590813544151621,0.1919837940632711,1.0,2.0,0.05256723,1.0,4.0,6.0,0.13915895,21.0,29.0,3.0,25.0,2.0,51.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,83.61,100.0,33.33,100.0,100.0,42.86,0.0,100.0,0.0590813544151621,0.1919837940632711,1.0,2.0,0.05256723,1.0,4.0,6.0,0.13915895,21.0,LB/LCB,57,96,75,86,50,82,14,25,54,57,36,64,61,43,50,79,86,79,43,82,54,61,75,54,36,100,79,89,96,29,39,89,57,93,86,79,71,75,82,86,86,64,57,96,75,86,50,82,14,25,54,57,36,64,61,43,50,79,86,79,43,82,54,61,75,54,36,100,79,89,96,29,39,89,57,93,86,79,71,75,82,86,86,64,Serie A
Internazionale,3vo5mpj7catp66nrwwqiuhuup,1v6nfd46wx11jbfertslccbo4,F. Esposito,Francesco Pio Esposito,21,Attacker,Italy,Striker,15.0,0.0,15.0,1.0,30.0,2.0,0.0,90.0,1.0,1.0,5.0,4.0,0.0,0.0,6.0,1.0,1.0,7.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,69.77,100.0,0.0,0.0,20.0,66.67,33.33,100.0,0.5191398061503281,0.0801537300231652,2.0,0.0,0.0,1.0,1.0,3.0,0.0225681999999999,11.0,15.0,0.0,15.0,1.0,30.0,2.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,6.0,1.0,1.0,7.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,69.77,100.0,0.0,0.0,20.0,66.67,33.33,100.0,0.5191398061503281,0.0801537300231652,2.0,0.0,0.0,1.0,1.0,3.0,0.0225681999999999,11.0,ST,100,54,92,88,100,96,25,62,100,96,88,12,12,88,96,62,79,100,96,25,46,88,79,54,50,92,54,25,38,100,79,96,92,67,92,29,29,67,75,100,50,100,100,54,92,88,100,96,25,62,100,96,88,12,12,88,96,62,79,100,96,25,46,88,79,54,50,92,54,25,38,100,79,96,92,67,92,29,29,67,75,100,50,100,Serie A
Internazionale,3vo5mpj7catp66nrwwqiuhuup,280fh7f5q9lud8lk8reyu7fxm,Y. Bisseck,Yann Bisseck,25,Defender,Germany,Defender,47.0,0.0,16.0,2.0,63.0,1.0,3.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,95.45,100.0,0.0,0.0,100.0,66.67,50.0,100.0,0.1298355135516154,0.052206096120449,1.0,1.0,0.01870347,0.0,4.0,4.0,0.1059889,37.0,47.0,0.0,16.0,2.0,63.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,95.45,100.0,0.0,0.0,100.0,66.67,50.0,100.0,0.1298355135516154,0.052206096120449,1.0,1.0,0.01870347,0.0,4.0,4.0,0.1059889,37.0,CB,79,46,64,55,68,79,54,46,52,64,70,39,39,29,96,89,79,27,46,41,80,52,48,52,79,93,46,41,93,70,80,88,71,82,96,77,73,43,86,84,79,79,79,46,64,55,68,79,54,46,52,64,70,39,39,29,96,89,79,27,46,41,80,52,48,52,79,93,46,41,93,70,80,88,71,82,96,77,73,43,86,84,79,79,Serie A
Internazionale,3vo5mpj7catp66nrwwqiuhuup,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,Nicolò Barella,29,Midfielder,Italy,Midfielder,25.0,0.0,22.0,2.0,47.0,0.0,0.0,90.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.16,66.67,0.0,0.0,0.0,50.0,0.0,0.0,0.1021186475152565,0.0,1.0,2.0,0.04087117,1.0,5.0,6.0,0.08003233,17.0,25.0,0.0,22.0,2.0,47.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.16,66.67,0.0,0.0,0.0,50.0,0.0,0.0,0.1021186475152565,0.0,1.0,2.0,0.04087117,1.0,5.0,6.0,0.08003233,17.0,CM/AM,80,45,70,85,80,30,20,40,50,80,95,20,20,30,50,45,90,75,45,25,30,25,40,55,100,60,45,25,45,55,40,25,60,30,80,75,60,75,70,100,80,60,80,45,70,85,80,30,20,40,50,80,95,20,20,30,50,45,90,75,45,25,30,25,40,55,100,60,45,25,45,55,40,25,60,30,80,75,60,75,70,100,80,60,Serie A
Internazionale,3vo5mpj7catp66nrwwqiuhuup,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,Alessandro Bastoni,27,Defender,Italy,Defender,61.0,0.0,29.0,2.0,90.0,1.0,2.0,90.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,88.24,40.0,0.0,100.0,0.0,80.0,0.0,100.0,0.0,0.132688245056022,0.0,1.0,0.01935132,1.0,1.0,2.0,0.10924486,54.0,61.0,0.0,29.0,2.0,90.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,88.24,40.0,0.0,100.0,0.0,80.0,0.0,100.0,0.0,0.132688245056022,0.0,1.0,0.01935132,1.0,1.0,2.0,0.10924486,54.0,LB/LCB,100,32,86,86,100,61,46,86,54,25,36,64,61,61,50,36,21,36,43,82,18,61,32,54,57,82,32,89,36,93,39,89,29,79,39,61,57,75,64,61,79,100,100,32,86,86,100,61,46,86,54,25,36,64,61,61,50,36,21,36,43,82,18,61,32,54,57,82,32,89,36,93,39,89,29,79,39,61,57,75,64,61,79,100,Serie A
Frosinone,5khizzei8z0qbb7exz622wxw3,1e6s5l3tp48t6ybq73lzzmkx6,G. Cittadini,Giorgio Cittadini,24,Defender,Italy,Defender,20.0,0.0,7.0,1.0,27.0,0.0,5.0,90.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,77.14,25.0,0.0,0.0,0.0,92.86,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,7.0,1.0,27.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,77.14,25.0,0.0,0.0,0.0,92.86,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,29,46,29,29,25,36,73,93,52,21,23,39,39,98,46,39,14,73,46,41,55,96,48,52,11,12,46,41,39,98,32,61,29,39,48,32,32,43,25,25,21,21,29,46,29,29,25,36,73,93,52,21,23,39,39,98,46,39,14,73,46,41,55,96,48,52,11,12,46,41,39,98,32,61,29,39,48,32,32,43,25,25,21,21,Serie A
Frosinone,5khizzei8z0qbb7exz622wxw3,2lx4dy8gdeox803t8iwmy2ivo,G. Kvernadze,Giorgi Kvernadze,23,Attacker,Georgia,Striker,3.0,0.0,7.0,0.0,10.0,1.0,1.0,90.0,0.0,0.0,3.0,2.0,6.0,6.0,6.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,76.92,0.0,0.0,33.33,0.0,40.0,0.0,50.0,0.188545993025185,0.0891792352564531,2.0,2.0,0.06002124,0.0,1.0,0.0,0.07467519,2.0,3.0,0.0,7.0,0.0,10.0,1.0,1.0,0.0,0.0,3.0,2.0,6.0,6.0,6.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,76.92,0.0,0.0,33.33,0.0,40.0,0.0,50.0,0.188545993025185,0.0891792352564531,2.0,2.0,0.06002124,0.0,1.0,0.0,0.07467519,2.0,ST,42,54,38,38,29,67,71,25,50,58,50,88,88,88,46,17,46,67,71,88,46,88,79,54,67,38,54,58,17,71,25,79,42,75,92,88,92,25,75,25,83,42,42,54,38,38,29,67,71,25,50,58,50,88,88,88,46,17,46,67,71,88,46,88,79,54,67,38,54,58,17,71,25,79,42,75,92,88,92,25,75,25,83,42,Serie A
Frosinone,5khizzei8z0qbb7exz622wxw3,51shig8ylkdt63h19537eclbd,G. Calò,Giacomo Calò,29,Midfielder,Italy,Midfielder,19.0,3.0,11.0,1.0,27.0,3.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,72.97,16.67,75.0,0.0,0.0,57.14,0.0,100.0,0.0,0.4015614531494358,0.0,0.0,0.0,1.0,2.0,0.0,0.0292143399999999,14.0,19.0,3.0,11.0,1.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,72.97,16.67,75.0,0.0,0.0,57.14,0.0,100.0,0.0,0.4015614531494358,0.0,0.0,0.0,1.0,2.0,0.0,0.0292143399999999,14.0,RM/RCM,100,100,33,83,33,100,33,33,50,33,33,33,33,100,67,67,67,100,50,33,83,83,67,67,33,67,100,33,67,100,67,83,50,100,67,50,50,67,100,50,67,67,100,100,33,83,33,100,33,33,50,33,33,33,33,100,67,67,67,100,50,33,83,83,67,67,33,67,100,33,67,100,67,83,50,100,67,50,50,67,100,50,67,67,Serie A
