Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total big chances saved_Total,total duels won_Total,total effective clearance_Total,total mins played,total accurate cross_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total interception_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total big chances saved_p90,total duels won_p90,total effective clearance_p90,total accurate cross_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total big chances saved_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total big chances saved_p90PR,total duels won_p90PR,total effective clearance_p90PR,total accurate cross_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Lech Poznań,duvz7klp081jpg8fx5nze7ks7,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,Yannick Agnero,23,Attacker,Côte d'Ivoire,Striker,5.0,12.0,0.0,17.0,4.0,0.0,7.0,0.0,166.0,0.0,0.0,2.0,8.0,6.0,2.0,1.0,2.0,2.0,0.0,4.0,10.0,2.0,1.0,0.0,1.0,0.0,85.0,0.0,0.0,50.0,50.0,50.0,66.67,0.0,0.7964076988092146,0.1895029432899304,2.0,0.0,0.0,1.0,2.0,0.0,0.1518434199999999,7.0,2.710843373493976,6.506024096385541,0.0,9.216867469879515,2.1686746987951806,0.0,3.795180722891566,0.0,0.0,0.0,1.0843373493975903,4.337349397590361,3.2530120481927707,1.0843373493975903,0.5421686746987951,1.0843373493975903,1.0843373493975903,0.0,2.1686746987951806,5.421686746987952,1.0843373493975903,0.5421686746987951,0.0,0.5421686746987951,0.0,85.0,0.0,0.0,50.0,50.0,50.0,66.67,0.0,0.4317873065833091,0.1027425596150225,1.0843373493975903,0.0,0.0,0.5421686746987951,1.0843373493975903,0.0,0.0823247457831324,3.795180722891566,ST,11,19,25,14,35,50,21,10,39,42,35,56,58,62,26,39,35,28,78,38,33,46,21,64,51,94,25,39,57,83,75,90,21,58,50,64,11,11,60,53,11,61,26,28,33,25,25,47,50,22,10,39,42,51,89,83,81,25,50,47,28,94,56,40,56,21,75,51,94,25,39,57,83,75,90,21,75,75,78,11,11,76,58,11,69,44,Ekstraklasa
Lech Poznań,duvz7klp081jpg8fx5nze7ks7,agsollzstr45ee0z17tle8d1w,T. Yegbe,Terry Yegbe,25,Defender,Ghana,Defender,38.0,25.0,5.0,63.0,3.0,0.0,4.0,4.0,90.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,91.3,62.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0576152459415091,0.0,1.0,0.0,0.0,0.0,7.0,6.0,0.09510141,44.0,38.0,25.0,5.0,63.0,3.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,91.3,62.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0576152459415091,0.0,1.0,0.0,0.0,0.0,7.0,6.0,0.09510141,44.0,CB,19,21,40,16,28,47,13,5,43,42,59,41,19,84,77,29,27,24,38,22,15,35,40,43,51,86,84,43,35,38,2,6,88,33,26,81,21,21,34,48,45,33,33,86,93,97,94,73,47,58,22,43,42,88,83,19,100,100,29,27,64,38,49,15,35,76,43,51,86,84,43,35,38,2,6,88,53,26,100,21,21,34,95,95,74,98,Ekstraklasa
Lech Poznań,duvz7klp081jpg8fx5nze7ks7,b3eh9tjw2048na1nv7oeyw9ka,D. Håkans,Daniel Håkans,25,Midfielder,Finland,Midfielder,2.0,10.0,0.0,12.0,2.0,0.0,3.0,3.0,107.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0865551774111703,0.1403246841031436,1.0,2.0,0.11090316,1.0,0.0,1.0,0.06823744,4.0,1.6822429906542056,8.411214953271028,0.0,10.093457943925234,1.6822429906542056,0.0,2.5233644859813085,2.5233644859813085,0.0,0.8411214953271028,0.8411214953271028,0.8411214953271028,0.0,0.8411214953271028,0.0,0.0,0.0,0.0,0.8411214953271028,4.205607476635514,0.8411214953271028,0.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0728034202523862,0.1180301081241394,0.8411214953271028,1.6822429906542056,0.0932830317757009,0.8411214953271028,0.0,0.8411214953271028,0.0573959775700934,3.364485981308411,CM,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Ekstraklasa
Lech Poznań,duvz7klp081jpg8fx5nze7ks7,c03kbtbdediv8mi5iuvy8vmz8,W. Mońka,Wojciech Monka,19,Defender,Poland,Defender,85.0,84.0,9.0,169.0,3.0,0.0,5.0,11.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,90.86,75.0,0.0,100.0,0.0,71.43,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33333333333333,28.0,3.0,56.333333333333336,1.0,0.0,1.6666666666666667,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,90.86,75.0,0.0,100.0,0.0,71.43,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,85,87,92,81,62,44,17,54,19,42,8,19,25,35,37,46,46,17,35,40,40,62,10,48,52,92,100,19,92,35,96,98,10,21,12,37,12,12,15,10,10,10,10,85,92,92,100,65,44,12,46,19,42,8,19,25,35,37,44,44,8,35,38,37,65,10,48,52,92,100,19,92,35,96,98,10,21,12,37,12,12,15,10,10,10,10,Ekstraklasa
Lech Poznań,duvz7klp081jpg8fx5nze7ks7,e4zef10cq38ujbj2704zw2y1h,R. Murawski,Radoslaw Murawski,32,Midfielder,Poland,Midfielder,34.0,57.0,4.0,91.0,1.0,0.0,4.0,0.0,161.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,83.49,57.14,0.0,0.0,50.0,26.67,50.0,0.0,0.1010525968120299,0.0,1.0,12.0,0.2409404599999999,3.0,23.0,10.0,0.24192017,53.0,19.00621118012422,31.86335403726708,2.2360248447204967,50.869565217391305,0.5590062111801242,0.0,2.2360248447204967,0.0,0.0,0.0,0.0,1.1180124223602483,0.0,1.1180124223602483,0.5590062111801242,0.0,0.0,1.6770186335403725,0.5590062111801242,0.0,1.1180124223602483,0.0,0.0,0.0,0.0,83.49,57.14,0.0,0.0,50.0,26.67,50.0,0.0,0.0564890292738055,0.0,0.5590062111801242,6.70807453416149,0.1346872136645962,1.6770186335403725,12.857142857142856,5.590062111801242,0.1352348776397515,29.627329192546583,DM/CM,35,52,50,45,26,52,8,5,30,45,6,39,24,59,73,8,8,48,65,9,32,15,9,45,52,39,67,30,15,77,3,55,9,27,6,52,83,82,64,91,50,45,52,64,94,73,88,27,52,9,5,30,45,6,61,24,73,88,8,8,85,79,9,45,15,9,45,52,39,67,30,15,77,3,55,9,45,6,61,100,100,85,100,88,67,91,Ekstraklasa
Lech Poznań,duvz7klp081jpg8fx5nze7ks7,gow2nhkf0qhk96frj3j71rtg,M. Gurgul,Michal Gurgul,20,Defender,Poland,Defender,48.0,68.0,8.0,113.0,1.0,0.0,4.0,7.0,225.0,3.0,0.0,5.0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,82.48,57.14,50.0,100.0,0.0,57.14,50.0,0.0,0.1644260744864381,0.4966689403385577,2.0,6.0,0.1321880799999999,3.0,14.0,17.0,0.7246654099999996,63.0,19.2,27.2,3.2,45.2,0.4,0.0,1.6,2.8,1.2,0.0,2.0,1.2,0.0,1.2,0.0,0.4,0.4,0.8,0.0,0.4,0.0,0.4,0.0,0.0,0.0,82.48,57.14,50.0,100.0,0.0,57.14,50.0,0.0,0.0657704297945752,0.198667576135423,0.8,2.4,0.0528752319999999,1.2,5.6,6.8,0.2898661639999998,25.2,LB/LCB,46,60,83,40,31,52,10,33,71,44,73,50,17,85,25,27,27,46,27,17,15,42,6,38,52,46,71,96,98,27,77,77,6,42,71,77,65,54,50,79,88,88,67,71,92,88,92,31,52,4,29,83,44,83,71,17,96,25,29,29,48,27,12,15,42,6,38,52,46,71,96,98,27,77,77,6,54,79,83,77,71,69,92,92,96,79,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,24vcbw5vjde4zgnj19e8ah6ok,J. Żewłakow,Jakub Zewlakow,19,Attacker,Poland,Striker,7.0,20.0,1.0,27.0,2.0,0.0,8.0,0.0,98.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0,72.97,33.33,0.0,100.0,66.67,50.0,50.0,100.0,0.2057714988739892,0.1546889340834029,2.0,3.0,0.1040424099999999,0.0,2.0,2.0,0.06730185,14.0,6.428571428571429,18.367346938775512,0.9183673469387756,24.795918367346943,1.8367346938775515,0.0,7.346938775510205,0.0,0.0,0.0,2.7551020408163267,2.7551020408163267,1.8367346938775515,0.9183673469387756,0.9183673469387756,1.8367346938775515,1.8367346938775515,0.0,1.8367346938775515,5.510204081632653,1.8367346938775515,1.8367346938775515,1.8367346938775515,0.0,0.0,72.97,33.33,0.0,100.0,66.67,50.0,50.0,100.0,0.1889738254965207,0.1420612659949618,1.8367346938775515,2.7551020408163267,0.0955491520408162,0.0,1.8367346938775515,1.8367346938775515,0.0618078214285714,12.857142857142858,ST,21,49,61,35,19,50,26,10,39,42,54,17,15,38,26,39,35,28,39,17,33,65,83,26,51,61,58,39,94,94,75,58,89,14,44,64,60,64,22,53,35,33,64,72,97,86,92,42,50,86,10,39,42,97,42,42,75,64,78,75,28,89,58,75,92,100,26,51,61,58,39,94,94,75,58,89,25,92,94,89,92,22,75,78,58,97,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,4c49lyxikhkjl8bkp7eoqbtw4,Henrique Arreiol,Henrique Miguel Sousa Arreiol,21,Midfielder,Portugal,Midfielder,36.0,39.0,2.0,75.0,1.0,0.0,3.0,2.0,134.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,96.15,100.0,0.0,33.33,0.0,30.0,0.0,100.0,0.0949978605937171,0.0972037966097802,2.0,5.0,0.1047007,4.0,5.0,6.0,0.18515837,41.0,24.17910447761194,26.19402985074627,1.343283582089552,50.373134328358205,0.6716417910447761,0.0,2.014925373134328,1.343283582089552,0.0,0.0,0.6716417910447761,1.343283582089552,0.0,1.343283582089552,0.0,2.014925373134328,2.014925373134328,2.686567164179104,0.0,0.0,0.0,0.6716417910447761,0.6716417910447761,0.0,0.0,96.15,100.0,0.0,33.33,0.0,30.0,0.0,100.0,0.0638045332345861,0.0652861320513449,1.343283582089552,3.3582089552238803,0.0703213656716417,2.686567164179104,3.3582089552238803,4.029850746268656,0.1243600992537313,27.53731343283582,DM/CM,39,30,26,33,26,52,3,14,30,45,21,39,24,59,29,71,70,65,24,9,8,44,26,45,52,100,98,30,38,24,6,9,98,21,36,76,50,48,76,29,32,24,41,85,76,42,85,39,52,6,27,30,45,36,76,24,82,29,91,91,97,24,9,8,76,42,45,52,100,98,30,38,24,6,9,98,52,52,94,82,76,97,48,64,58,88,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,4nk3po2hbfahzgq57g8k4cg6h,Rúben Vinagre,Rúben Gonçalo da Silva Nascimento Vinagre,27,Defender,Portugal,Defender,50.0,81.0,7.0,118.0,3.0,0.0,23.0,10.0,447.0,13.0,1.0,12.0,6.0,2.0,4.0,1.0,17.0,17.0,5.0,3.0,12.0,7.0,11.0,1.0,1.0,0.0,84.29,53.85,30.23,64.71,50.0,46.0,50.0,50.0,0.2405201876860951,1.5108214589339184,5.0,16.0,0.42298538,8.0,9.0,11.0,1.3157505200000004,33.0,10.06711409395973,16.308724832214764,1.4093959731543624,23.758389261744966,0.6040268456375839,0.0,4.630872483221476,2.013422818791946,2.61744966442953,0.2013422818791946,2.416107382550336,1.2080536912751678,0.4026845637583892,0.8053691275167785,0.2013422818791946,3.4228187919463084,3.4228187919463084,1.006711409395973,0.6040268456375839,2.416107382550336,1.4093959731543624,2.214765100671141,0.2013422818791946,0.2013422818791946,0.0,84.29,53.85,30.23,64.71,50.0,46.0,50.0,50.0,0.0484268834267305,0.304192240053809,1.006711409395973,3.221476510067114,0.0851648416107382,1.610738255033557,1.812080536912752,2.214765100671141,0.264916212080537,6.644295302013423,LB/LCB,52,88,75,50,65,52,85,44,100,92,100,85,67,100,62,100,100,73,96,92,94,100,19,88,52,62,62,71,83,88,33,77,40,54,100,100,100,96,98,54,48,100,29,21,46,50,17,50,52,67,25,92,88,88,75,50,79,50,96,96,62,79,67,88,100,12,75,52,62,62,71,83,88,33,77,40,29,92,96,92,92,75,29,21,92,8,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,6brkphrym1x1fqgbcum0ugm7e,M. Ševčík,Michal Sevcík,24,Midfielder,Czechia,Midfielder,12.0,20.0,6.0,32.0,1.0,0.0,8.0,1.0,126.0,0.0,0.0,1.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,1.0,3.0,1.0,0.0,82.05,85.71,0.0,33.33,40.0,57.14,0.0,75.0,0.4114496707826464,0.1007997386379833,2.0,3.0,0.08876838,0.0,3.0,6.0,0.2114790099999999,14.0,8.571428571428571,14.285714285714286,4.285714285714286,22.857142857142858,0.7142857142857143,0.0,5.714285714285714,0.7142857142857143,0.0,0.0,0.7142857142857143,3.571428571428572,2.142857142857143,1.4285714285714286,2.142857142857143,2.142857142857143,2.142857142857143,2.857142857142857,1.4285714285714286,3.571428571428572,1.4285714285714286,0.7142857142857143,2.142857142857143,0.7142857142857143,0.0,82.05,85.71,0.0,33.33,40.0,57.14,0.0,75.0,0.2938926219876046,0.0719998133128452,1.4285714285714286,2.142857142857143,0.0634059857142857,0.0,2.142857142857143,4.285714285714286,0.1510564357142856,10.0,RM/RCM,36,19,90,33,24,52,29,21,17,38,29,67,69,64,88,29,26,90,74,38,43,36,83,76,52,62,90,17,45,57,76,21,71,67,33,64,33,38,10,45,57,24,31,52,33,100,43,29,52,86,24,17,38,43,86,95,76,95,57,52,100,86,62,67,52,100,86,52,62,90,17,45,57,76,21,71,90,38,76,57,62,10,52,67,52,43,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,8dobtgd3g7hv6avj3z81rq9nu,R. Adamski,Rafal Adamski,24,Attacker,Poland,Striker,10.0,15.0,0.0,25.0,4.0,0.0,15.0,1.0,257.0,0.0,0.0,1.0,8.0,7.0,1.0,0.0,8.0,8.0,1.0,3.0,15.0,7.0,2.0,1.0,2.0,0.0,71.43,0.0,0.0,25.0,37.5,30.61,19.05,50.0,0.9842903630001478,0.077067606404644,1.0,2.0,0.08133984,0.0,2.0,3.0,0.12201926,10.0,3.501945525291829,5.252918287937743,0.0,8.754863813229571,1.4007782101167314,0.0,5.252918287937743,0.3501945525291828,0.0,0.0,0.3501945525291828,2.801556420233463,2.45136186770428,0.3501945525291828,0.0,2.801556420233463,2.801556420233463,0.3501945525291828,1.050583657587549,5.252918287937743,2.45136186770428,0.7003891050583657,0.3501945525291828,0.7003891050583657,0.0,71.43,0.0,0.0,25.0,37.5,30.61,19.05,50.0,0.3446931232296237,0.0269886559393694,0.3501945525291828,0.7003891050583657,0.0284847688715953,0.0,0.7003891050583657,1.050583657587549,0.042730480155642,3.501945525291829,LW,67,33,50,67,67,67,83,67,67,67,67,100,100,83,33,67,67,67,100,67,100,50,67,100,67,33,50,67,67,100,33,67,67,100,67,33,33,33,50,83,67,67,67,33,33,50,33,67,67,67,67,67,67,67,100,67,100,33,33,33,67,100,33,67,33,67,100,67,33,50,67,67,100,33,67,67,100,67,33,33,33,50,100,67,67,33,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,917ymyrnr0x9jesn60woc6j56,Ł. Zjawiński,Lukasz Zjawinski,25,Attacker,Poland,Striker,8.0,32.0,2.0,40.0,16.0,0.0,28.0,2.0,381.0,0.0,0.0,6.0,16.0,16.0,0.0,4.0,1.0,1.0,2.0,5.0,28.0,10.0,1.0,1.0,3.0,0.0,62.5,100.0,0.0,100.0,31.25,49.12,43.24,100.0,1.906509488158728,0.2831944862123406,0.0,6.0,0.16803236,2.0,4.0,3.0,0.1239996499999999,16.0,1.889763779527559,7.559055118110236,0.4724409448818897,9.448818897637794,3.779527559055118,0.0,6.6141732283464565,0.4724409448818897,0.0,0.0,1.4173228346456692,3.779527559055118,3.779527559055118,0.0,0.9448818897637796,0.2362204724409448,0.2362204724409448,0.4724409448818897,1.1811023622047243,6.6141732283464565,2.3622047244094486,0.2362204724409448,0.2362204724409448,0.7086614173228346,0.0,62.5,100.0,0.0,100.0,31.25,49.12,43.24,100.0,0.4503565720059987,0.0668963353257497,0.0,1.4173228346456692,0.0396926834645669,0.4724409448818897,0.9448818897637796,0.7086614173228346,0.0292912559055117,3.779527559055118,ST,33,74,82,65,94,50,92,49,39,42,92,90,99,14,90,21,19,88,88,94,93,46,58,96,51,25,92,39,94,42,67,42,89,94,67,12,83,75,83,71,58,53,74,11,39,69,31,81,50,72,33,39,42,78,72,97,14,67,17,17,72,67,78,86,39,42,86,51,25,92,39,94,42,67,42,89,83,42,12,64,64,69,53,33,36,42,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,91suopiz6irxqevhzv8lx76ne,M. Rajović,Mileta Rajovic,27,Attacker,Denmark,Striker,8.0,14.0,1.0,22.0,12.0,0.0,15.0,8.0,210.0,0.0,0.0,0.0,9.0,7.0,2.0,3.0,2.0,2.0,0.0,4.0,18.0,2.0,1.0,0.0,0.0,0.0,59.46,100.0,0.0,50.0,44.44,48.39,48.0,0.0,0.9670117843167576,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00798581,5.0,3.4285714285714284,6.0,0.4285714285714285,9.428571428571429,5.142857142857142,0.0,6.428571428571428,3.4285714285714284,0.0,0.0,0.0,3.8571428571428568,3.0,0.8571428571428571,1.2857142857142856,0.8571428571428571,0.8571428571428571,0.0,1.7142857142857142,7.7142857142857135,0.8571428571428571,0.4285714285714285,0.0,0.0,0.0,59.46,100.0,0.0,50.0,44.44,48.39,48.0,0.0,0.4144336218500389,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0034224899999999,2.142857142857143,ST,33,22,61,25,83,50,62,90,39,42,6,61,67,62,71,39,35,28,78,71,33,46,21,26,51,17,92,39,57,74,61,53,21,64,10,64,11,11,22,12,11,11,19,42,25,67,28,94,50,67,97,39,42,6,78,69,72,83,44,42,28,86,94,31,47,21,26,51,17,92,39,57,74,61,53,21,72,10,67,11,11,22,12,11,6,14,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,9onmrqelh9c9aarob7y9aw991,P. Wszołek,Pawel Wszolek,34,Defender,Poland,Defender,30.0,79.0,0.0,102.0,6.0,0.0,13.0,7.0,406.0,7.0,4.0,9.0,2.0,2.0,0.0,0.0,4.0,4.0,5.0,1.0,11.0,3.0,1.0,2.0,0.0,0.0,78.46,0.0,24.14,25.0,50.0,39.39,50.0,66.67,0.2248548359608132,0.8844590544630596,0.0,8.0,0.2131918,8.0,10.0,16.0,0.8921395599999997,47.0,6.650246305418719,17.51231527093596,0.0,22.610837438423644,1.3300492610837438,0.0,2.8817733990147785,1.5517241379310345,1.5517241379310345,0.8866995073891626,1.995073891625616,0.4433497536945813,0.4433497536945813,0.0,0.0,0.8866995073891626,0.8866995073891626,1.1083743842364533,0.2216748768472906,2.438423645320197,0.6650246305418719,0.2216748768472906,0.4433497536945813,0.0,0.0,78.46,0.0,24.14,25.0,50.0,39.39,50.0,66.67,0.049844668070131,0.1960623519745698,0.0,1.7733990147783252,0.0472592660098522,1.7733990147783252,2.2167487684729066,3.5467980295566504,0.197764927093596,10.41871921182266,RM/RCM,81,90,17,86,93,52,79,93,90,100,95,31,50,21,26,50,48,100,45,86,62,36,57,31,52,43,17,48,31,79,29,81,64,48,95,19,71,62,90,86,86,95,83,33,48,17,38,81,52,10,71,71,95,81,5,24,21,26,19,19,71,24,43,24,19,38,31,52,43,17,48,31,79,29,81,64,14,81,19,43,43,71,57,62,67,48,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,agyszanu4n5mffzuen16mu28l,B. Kapustka,Bartosz Kapustka,29,Midfielder,Poland,Midfielder,59.0,94.0,12.0,150.0,5.0,0.0,32.0,5.0,438.0,3.0,0.0,5.0,10.0,5.0,5.0,5.0,10.0,10.0,1.0,3.0,11.0,5.0,7.0,8.0,2.0,0.0,84.27,66.67,37.5,70.0,30.0,57.14,83.33,53.33,0.6356927549984929,0.3682976365651759,4.0,13.0,0.38885516,11.0,12.0,12.0,0.36853252,67.0,12.12328767123288,19.315068493150687,2.4657534246575343,30.82191780821918,1.0273972602739727,0.0,6.575342465753425,1.0273972602739727,0.6164383561643836,0.0,1.0273972602739727,2.054794520547945,1.0273972602739727,1.0273972602739727,1.0273972602739727,2.054794520547945,2.054794520547945,0.2054794520547945,0.6164383561643836,2.26027397260274,1.0273972602739727,1.4383561643835618,1.6438356164383563,0.4109589041095891,0.0,84.27,66.67,37.5,70.0,30.0,57.14,83.33,53.33,0.130621798972293,0.0756775965544882,0.8219178082191781,2.671232876712329,0.0799017452054794,2.26027397260274,2.4657534246575343,2.4657534246575343,0.0757258602739726,13.767123287671234,CM/AM,87,81,94,83,92,51,100,82,67,39,63,86,76,92,96,89,89,44,77,71,58,96,94,93,50,62,76,76,86,60,85,99,38,71,50,88,83,88,98,79,67,67,83,74,52,90,62,74,51,81,50,38,39,40,67,52,74,81,64,60,26,67,38,33,79,81,86,50,62,76,76,86,60,85,99,38,48,29,64,64,74,88,52,31,24,60,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,b696z8tm11j8bt8k9e3y5k251,R. Augustyniak,Rafal Augustyniak,32,Defender,Poland,Defender,154.0,114.0,23.0,268.0,22.0,0.0,44.0,25.0,450.0,0.0,1.0,4.0,9.0,5.0,4.0,0.0,5.0,5.0,4.0,1.0,11.0,7.0,4.0,8.0,1.0,0.0,90.24,63.89,0.0,80.0,11.11,64.71,73.33,72.73,0.7784402176588847,0.4346065189354273,3.0,14.0,0.32712162,5.0,31.0,34.0,0.5157478299999997,172.0,30.8,22.8,4.6,53.6,4.4,0.0,8.8,5.0,0.0,0.2,0.8,1.8,1.0,0.8,0.0,1.0,1.0,0.8,0.2,2.2,1.4,0.8,1.6,0.2,0.0,90.24,63.89,0.0,80.0,11.11,64.71,73.33,72.73,0.1556880435317769,0.0869213037870854,0.6,2.8,0.065424324,1.0,6.2,6.8,0.1031495659999999,34.4,CB,95,100,100,100,99,47,100,81,43,91,93,98,93,100,34,95,94,74,87,94,97,99,100,93,51,78,86,43,84,77,77,86,63,98,95,100,97,98,94,100,98,91,100,67,86,91,84,92,47,100,38,43,88,81,95,88,95,34,91,90,51,78,86,90,93,98,87,51,78,86,43,84,77,77,86,63,95,86,95,88,91,93,93,98,79,88,Ekstraklasa
